"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"31","WR","Larry Fitzgerald","ARI",22.4,"$7,700","$343.75"
"32","RB","Charcandrick West","KC",22.2,"$4,700","$211.71"
"33","WR","Stefon Diggs","MIN",21.5,"$4,800","$223.26"
"34","QB","Geno Smith","NYJ",21,"$5,000","$238.10"
"35","RB","C.J. Anderson","DEN",20.6,"$4,300","$208.74"
"36","RB","Shane Vereen","NYG",20.3,"$4,100","$201.97"
"37","QB","Josh McCown","CLE",20.24,"$5,000","$247.04"
"38","QB","Cam Newton","CAR",20.02,"$6,800","$339.66"
"39","DEF","Houston Texans","HOU",20,"$3,100","$155.00"
"40","TE","Greg Olsen","CAR",19.9,"$6,500","$326.63"
"41","QB","Jay Cutler","CHI",19.54,"$5,200","$266.12"
"42","QB","Jameis Winston","TB",19.48,"$5,200","$266.94"
"43","WR","Andre Holmes","OAK",19.4,"$3,000","$154.64"
"44","WR","Brian Hartline","CLE",19.2,"$3,000","$156.25"
"45","RB","Devonta Freeman","ATL",19.1,"$8,000","$418.85"
"46","WR","Dwayne Harris","NYG",18.7,"$3,300","$176.47"
"47","RB","Ronnie Hillman","DEN",18.5,"$4,600","$248.65"
"48","TE","Gary Barnidge","CLE",18.3,"$4,700","$256.83"
"49","WR","Andre Johnson","TEN",18.1,"$4,000","$220.99"
"50","WR","Eric Decker","NYJ",18,"$5,300","$294.44"
"51","QB","Andrew Luck","IND",17.74,"$7,400","$417.14"
"52","WR","Nate Washington","NE",17.4,"$3,600","$206.90"
"53","TE","Coby Fleener","NO",17.3,"$2,800","$161.85"
"54","RB","Darren McFadden","DAL",17.3,"$3,800","$219.65"
"55","QB","Brian Hoyer","CHI",17.3,"$5,300","$306.36"
"56","TE","Travis Kelce","KC",16.9,"$5,000","$295.86"
"57","WR","Antonio Brown","PIT",16.7,"$7,800","$467.07"
"58","RB","Latavius Murray","OAK",15.9,"$5,900","$371.07"
"59","RB","Adrian Peterson","MIN",15.9,"$7,400","$465.41"
"60","RB","Mark Ingram","NO",15.9,"$6,400","$402.52"
"61","QB","Peyton Manning","DEN",15.6,"$6,400","$410.26"
"62","TE","Troy Niklas","ARI",15.2,"$2,500","$164.47"
"63","RB","DeAngelo Williams","PIT",15,"$3,000","$200.00"
"64","QB","Russell Wilson","SEA",14.6,"$6,300","$431.51"
"65","WR","Corey Brown","CAR",14.6,"$3,000","$205.48"
"66","WR","Keenan Allen","SD",14.5,"$7,700","$531.03"
"67","TE","Jimmy Graham","SEA",14.5,"$5,100","$351.72"
"68","RB","Lamar Miller","HOU",14.4,"$4,700","$326.39"
"69","RB","Jonathan Stewart","CAR",14.3,"$4,100","$286.71"
"70","DEF","Kansas City Chiefs","KC",14,"$2,800","$200.00"
"71","WR","Calvin Johnson","DET",13.5,"$7,900","$585.19"
"72","RB","Taiwan Jones","OAK",13.4,"$3,000","$223.88"
"73","QB","Nick Foles","KC",13.34,"$5,100","$382.31"
"74","WR","Rishard Matthews","TEN",13.2,"$4,300","$325.76"
"75","WR","Steve Smith, Sr.","BAL",13.2,"$6,100","$462.12"
"76","WR","Jarvis Landry","MIA",13.1,"$6,200","$473.28"
"77","DEF","New England Patriots","NE",13,"$3,000","$230.77"
"78","DEF","Cincinnati Bengals","CIN",13,"$3,000","$230.77"
"79","QB","Ryan Tannehill","MIA",12.9,"$5,600","$434.11"
"80","TE","Cameron Brate","TB",12.8,"$2,500","$195.31"
"81","QB","Teddy Bridgewater","MIN",12.58,"$5,100","$405.41"
"82","WR","Jeremy Maclin","KC",12.5,"$6,200","$496.00"
"83","WR","Kamar Aiken","BAL",12.2,"$4,200","$344.26"
"84","RB","Frank Gore","IND",12.2,"$4,800","$393.44"
"85","RB","Alfred Blue","HOU",12.2,"$3,500","$286.89"
"86","TE","Delanie Walker","TEN",12.2,"$4,100","$336.07"
"87","RB","De'Anthony Thomas","KC",12.2,"$3,000","$245.90"
"88","TE","Luke Willson","SEA",12.1,"$2,500","$206.61"
"89","DEF","Los Angeles Rams","LA",12,"$3,200","$266.67"
"90","WR","Lance Moore","DET",11.9,"$3,000","$252.10"
"91","WR","Golden Tate","DET",11.9,"$5,000","$420.17"
"92","RB","Chris Johnson","ARI",11.9,"$4,600","$386.55"
"93","RB","Eddie Lacy","GB",11.7,"$6,200","$529.91"
"94","QB","Andy Dalton","CIN",11.64,"$6,000","$515.46"
"95","RB","C.J. Spiller","NO",11.6,"$3,000","$258.62"
"96","QB","Ben Roethlisberger","PIT",11.48,"$6,700","$583.62"
"97","RB","Antonio Andrews","TEN",11.2,"$3,300","$294.64"
"98","QB","Matthew Stafford","DET",11.18,"$5,800","$518.78"
"99","RB","Melvin Gordon III","SD",11.1,"$4,000","$360.36"
"100","RB","Matt Forte","NYJ",10.9,"$7,300","$669.72"
"101","RB","Theo Riddick","DET",10.7,"$3,400","$317.76"
"102","WR","Rueben Randle","PHI",10.5,"$4,200","$400.00"
"103","RB","Rashad Jennings","NYG",10.5,"$3,900","$371.43"
"104","WR","Jeremy Kerley","DET",10.3,"$3,000","$291.26"
"105","RB","Marshawn Lynch","SEA",10.2,"$7,100","$696.08"
"106","WR","Kenbrell Thompkins","NYJ",10.1,"$3,000","$297.03"
"107","DEF","Pittsburgh Steelers","PIT",10,"$2,600","$260.00"
"108","DEF","Tampa Bay Buccaneers","TB",10,"$2,300","$230.00"
"109","DEF","Carolina Panthers","CAR",10,"$3,200","$320.00"
"110","WR","J.J. Nelson","ARI",10,"$3,000","$300.00"
"111","WR","Griff Whalen","MIA",9.8,"$3,000","$306.12"
"112","WR","Amari Cooper","OAK",9.8,"$6,700","$683.67"
"113","WR","Randall Cobb","GB",9.7,"$7,000","$721.65"
"114","TE","Jared Cook","GB",9.7,"$2,600","$268.04"
"115","TE","Antonio Gates","SD",9.6,"$4,800","$500.00"
"116","QB","Colin Kaepernick","SF",9.28,"$5,000","$538.79"
"117","RB","Jonas Gray","JAC",9.1,"$3,000","$329.67"
"118","RB","Duke Johnson","CLE",9.1,"$4,200","$461.54"
"119","TE","Virgil Green","DEN",9.1,"$2,500","$274.73"
"120","DEF","Denver Broncos","DEN",9,"$2,900","$322.22"
"121","WR","Martavis Bryant","PIT",8.9,"$5,300","$595.51"
"122","WR","Kenny Stills","MIA",8.8,"$3,000","$340.91"
"123","TE","Crockett Gillmore","BAL",8.8,"$2,500","$284.09"
"124","RB","Doug Martin","TB",8.8,"$5,500","$625.00"
"125","WR","Chris Givens","PHI",8.7,"$3,000","$344.83"
"126","RB","LeGarrette Blount","NE",8.4,"$4,700","$559.52"
"127","RB","Justin Forsett","BAL",8.4,"$6,100","$726.19"
"128","TE","Vernon Davis","WAS",8.4,"$2,900","$345.24"
"129","QB","Matt Cassel","TEN",8.18,"$5,000","$611.25"
"130","DEF","Cleveland Browns","CLE",8,"$2,000","$250.00"
"131","DEF","Dallas Cowboys","DAL",8,"$2,700","$337.50"
"132","DEF","Minnesota Vikings","MIN",8,"$3,100","$387.50"
"133","WR","Ted Ginn Jr.","CAR",8,"$3,400","$425.00"
"134","TE","Tyler Eifert","CIN",7.9,"$5,300","$670.89"
"135","RB","Jeremy Hill","CIN",7.8,"$5,300","$679.49"
"136","RB","Le'Veon Bell","PIT",7.8,"$8,300","$1,064.10"
"137","RB","Dexter McCluster","TEN",7.8,"$3,400","$435.90"
"138","WR","Mike Evans","TB",7.8,"$6,800","$871.79"
"139","RB","Charles Sims","TB",7.6,"$3,600","$473.68"
"140","TE","Owen Daniels","DEN",7.4,"$2,600","$351.35"
"141","WR","Taylor Gabriel","CLE",7.2,"$3,000","$416.67"
"142","RB","Spencer Ware","KC",7.2,"$3,000","$416.67"
"143","RB","Chris Ivory","JAC",7.1,"$6,000","$845.07"
"144","TE","Kellen Davis","NYJ",7.1,"$2,500","$352.11"
"145","DEF","Indianapolis Colts","IND",7,"$2,100","$300.00"
"146","RB","David Johnson","ARI",6.8,"$3,500","$514.71"
"147","WR","Kendall Wright","TEN",6.8,"$5,100","$750.00"
"148","WR","Tyler Lockett","SEA",6.6,"$3,000","$454.55"
"149","RB","Danny Woodhead","SD",6.5,"$4,500","$692.31"
"150","WR","Doug Baldwin","SEA",6.5,"$3,500","$538.46"
"151","WR","Jerome Simpson","SF",6.4,"$3,000","$468.75"
"152","TE","Martellus Bennett","NE",6.2,"$4,900","$790.32"
"153","TE","Brandon Myers","TB",6.2,"$2,500","$403.23"
"154","RB","Tre Mason","LA",6.2,"$3,300","$532.26"
"155","QB","Aaron Rodgers","GB",6.18,"$7,500","$1,213.59"
"156","RB","Javorius Allen","BAL",6.1,"$3,500","$573.77"
"157","DEF","Oakland Raiders","OAK",6,"$2,200","$366.67"
"158","DEF","New York Giants","NYG",6,"$2,700","$450.00"
"159","DEF","Arizona Cardinals","ARI",6,"$4,000","$666.67"
"160","WR","Travis Benjamin","SD",5.6,"$5,300","$946.43"
"161","FB","Marcel Reece","OAK",5.6,"$3,000","$535.71"
"162","RB","Joique Bell","DET",5.6,"$3,200","$571.43"
"163","TE","Jordan Cameron","MIA",5.4,"$3,300","$611.11"
"164","RB","Giovani Bernard","CIN",5.4,"$4,800","$888.89"
"165","RB","Branden Oliver","SD",5.4,"$3,000","$555.56"
"166","TE","Eric Ebron","DET",5.4,"$3,100","$574.07"
"167","WR","Quinton Patton","SF",5.3,"$3,000","$566.04"
"168","WR","Jeremy Ross","NYJ",5.1,"$3,000","$588.24"
"169","DEF","Seattle Seahawks","SEA",5,"$3,700","$740.00"
"170","FB","Mike Tolbert","CAR",5,"$3,000","$600.00"
"171","FB","Kyle Juszczyk","BAL",4.9,"$3,000","$612.24"
"172","WR","Jaron Brown","ARI",4.9,"$3,000","$612.24"
"173","QB","Zach Mettenberger","SD",4.84,"$5,100","$1,053.72"
"174","WR","Stevie Johnson","SD",4.8,"$3,200","$666.67"
"175","RB","Jeremy Langford","CHI",4.6,"$3,000","$652.17"
"176","WR","Roddy White","ATL",4.4,"$3,900","$886.36"
"177","WR","Emmanuel Sanders","DEN",4.2,"$7,500","$1,785.71"
"178","WR","Albert Wilson","KC",4.2,"$3,000","$714.29"
"179","TE","Kyle Rudolph","MIN",4.2,"$3,000","$714.29"
"180","WR","Bennie Fowler","DEN",4.1,"$3,000","$731.71"
"181","RB","Matt Asiata","MIN",4.1,"$3,000","$731.71"
"182","WR","Justin Hardy","ATL",4.1,"$3,000","$731.71"
"183","DEF","Tennessee Titans","TEN",4,"$2,500","$625.00"
"184","DEF","San Francisco 49ers","SF",4,"$2,100","$525.00"
"185","WR","Terrance Williams","DAL",4,"$4,100","$1,025.00"
"186","WR","Torrey Smith","SF",3.9,"$4,100","$1,051.28"
"187","TE","Jermaine Gresham","ARI",3.9,"$2,500","$641.03"
"188","WR","Donte Moncrief","IND",3.8,"$5,500","$1,447.37"
"189","RB","James Starks","GB",3.8,"$4,300","$1,131.58"
"190","WR","Jerricho Cotchery","CAR",3.8,"$3,000","$789.47"
"191","RB","Mike Davis","SF",3.8,"$3,000","$789.47"
"192","WR","Justin Hunter","TEN",3.7,"$3,000","$810.81"
"193","RB","Khiry Robinson","NYJ",3.7,"$3,000","$810.81"
"194","TE","Jason Witten","DAL",3.6,"$5,200","$1,444.44"
"195","TE","Richard Rodgers","GB",3.6,"$3,000","$833.33"
"196","RB","Isaiah Crowell","CLE",3.6,"$3,400","$944.44"
"197","TE","C.J. Fiedorowicz","HOU",3.5,"$2,500","$714.29"
"198","TE","MyCole Pruitt","MIN",3.5,"$2,500","$714.29"
"199","WR","Marvin Jones","DET",3.4,"$4,200","$1,235.29"
"200","WR","Andre Caldwell","DET",3.4,"$3,000","$882.35"
"201","TE","Clive Walford","OAK",3.3,"$2,600","$787.88"
"202","TE","Ryan Hewitt","CIN",3.2,"$2,500","$781.25"
"203","RB","Jonathan Grimes","HOU",3.2,"$3,000","$937.50"
"204","RB","Chris Polk","HOU",3.2,"$3,000","$937.50"
"205","WR","Dez Bryant","DAL",3.2,"$8,000","$2,500.00"
"206","TE","Larry Donnell","NYG",3.2,"$3,300","$1,031.25"
"207","TE","John Phillips","DEN",3.1,"$2,500","$806.45"
"208","WR","Seth Roberts","OAK",3.1,"$3,000","$967.74"
"209","WR","Eddie Royal","CHI",3.1,"$3,500","$1,129.03"
"210","RB","Tevin Coleman","ATL",3.1,"$3,600","$1,161.29"
"211","RB","Ahmad Bradshaw","IND",3.1,"$3,000","$967.74"
"212","QB","Ryan Fitzpatrick","NYJ",3.04,"$5,200","$1,710.53"
"213","DEF","Baltimore Ravens","BAL",3,"$3,000","$1,000.00"
"214","DEF","Chicago Bears","CHI",3,"$2,400","$800.00"
"215","WR","Mohamed Sanu","ATL",3,"$3,200","$1,066.67"
"216","WR","Marc Mariani","CHI",2.9,"$3,000","$1,034.48"
"217","RB","Zac Stacy","NYJ",2.8,"$3,000","$1,071.43"
"218","WR","Bruce Ellington","SF",2.8,"$3,000","$1,071.43"
"219","TE","Lance Kendricks","LA",2.7,"$2,500","$925.93"
"220","TE","Nick Boyle","BAL",2.5,"$2,500","$1,000.00"
"221","WR","T.Y. Hilton","IND",2.5,"$6,900","$2,760.00"
"222","WR","Marquess Wilson","CHI",2.4,"$4,000","$1,666.67"
"223","WR","Brandon Coleman","NO",2.4,"$3,000","$1,250.00"
"224","RB","Orleans Darkwa","NYG",2.3,"$3,600","$1,565.22"
"225","TE","Vance McDonald","SF",2.3,"$2,500","$1,086.96"
"226","WR","Dorial Green-Beckham","TEN",2.2,"$3,100","$1,409.09"
"227","WR","Danny Amendola","NE",2.1,"$3,600","$1,714.29"
"228","WR","Eric Weems","ATL",2.1,"$3,000","$1,428.57"
"229","DEF","San Diego Chargers","SD",2,"$2,200","$1,100.00"
"230","DEF","Green Bay Packers","GB",2,"$3,300","$1,650.00"
"231","DEF","Atlanta Falcons","ATL",2,"$3,400","$1,700.00"
"232","WR","Dontrelle Inman","SD",2,"$3,000","$1,500.00"
"233","TE","Ladarius Green","PIT",2,"$3,000","$1,500.00"
"234","RB","Christine Michael","SEA",2,"$3,000","$1,500.00"
"235","RB","Fred Jackson","SEA",1.9,"$3,000","$1,578.95"
"236","TE","Scott Chandler","NE",1.9,"$2,500","$1,315.79"
"237","TE","Craig Stevens","TEN",1.9,"$2,500","$1,315.79"
"238","TE","Anthony Fasano","TEN",1.9,"$2,500","$1,315.79"
"239","WR","Myles White","NYG",1.8,"$3,000","$1,666.67"
"240","WR","Davante Adams","GB",1.8,"$3,900","$2,166.67"
"241","RB","Jerick McKinnon","MIN",1.8,"$3,000","$1,666.67"
"242","WR","Jarius Wright","MIN",1.8,"$3,000","$1,666.67"
"243","RB","Terron Ward","ATL",1.8,"$3,000","$1,666.67"
"244","FB","Patrick DiMarco","ATL",1.8,"$3,000","$1,666.67"
"245","WR","Devin Funchess","CAR",1.8,"$3,000","$1,666.67"
"246","TE","Will Tye","NYG",1.7,"$2,500","$1,470.59"
"247","TE","Jeff Cumberland","SD",1.7,"$2,500","$1,470.59"
"248","TE","Levine Toilolo","ATL",1.7,"$2,500","$1,470.59"
"249","TE","Dion Sims","MIA",1.6,"$2,500","$1,562.50"
"250","WR","Chris Conley","KC",1.6,"$3,000","$1,875.00"
"251","TE","Lee Smith","OAK",1.6,"$2,500","$1,562.50"
"252","TE","Justin Perillo","GB",1.6,"$2,500","$1,562.50"
"253","WR","Markus Wheaton","PIT",1.5,"$3,000","$2,000.00"
"254","TE","Josh Hill","NO",1.5,"$2,500","$1,666.67"
"255","WR","Bradley Marquez","LA",1.5,"$3,000","$2,000.00"
"256","WR","Brian Quick","LA",1.5,"$3,000","$2,000.00"
"257","TE","Matt Spaeth","PIT",1.4,"$2,500","$1,785.71"
"258","TE","Dwayne Allen","IND",1.4,"$2,500","$1,785.71"
"259","WR","Donteea Dye","TB",1.4,"$3,000","$2,142.86"
"260","WR","Keith Mumphery","HOU",1.3,"$3,000","$2,307.69"
"261","WR","Ricardo Lockette","SEA",1.3,"$3,000","$2,307.69"
"262","WR","James Jones","SD",1.2,"$5,700","$4,750.00"
"263","DEF","Miami Dolphins","MIA",1,"$2,700","$2,700"
"264","DEF","New Orleans Saints","NO",1,"$2,000","$2,000"
"265","TE","James Hanna","DAL",1,"$2,500","$2,500"
"266","RB","Thomas Rawls","SEA",1,"$3,500","$3,500"
"267","RB","Knile Davis","KC",0.9,"$3,500","$3,500"
"268","RB","Andre Williams","NYG",0.7,"$3,000","$3,000"
"269","QB","Johnny Manziel","CLE",0.58,"$5,000","$5,000"
"270","QB","Dan Orlovsky","DET",0.4,"$5,000","$5,000"
"271","RB","James White","NE",0.3,"$3,000","$3,000"
"272","RB","Ameer Abdullah","DET",0.3,"$3,900","$3,900"
"273","RB","Fozzy Whittaker","CAR",0.3,"$3,000","$3,000"
"274","RB","Robert Turbin","IND",0.3,"$3,000","$3,000"
"275","WR","Lucky Whitehead","DAL",0.2,"$3,000","$3,000"
"276","RB","Alonzo Harris","GB",0.2,"$3,000","$3,000"
"277","QB","Chase Daniel","PHI",0.16,"$5,000","$5,000"
"278","WR","Matt Slater","NE",0,"$3,000","$3,000"
"279","TE","Michael Hoomanawanui","NO",0,"$2,500","$2,500"
"280","TE","Tyler Kroft","CIN",0,"$2,500","$2,500"
"281","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"282","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"283","WR","Dwayne Bowe","CLE",0,"$3,000","$3,000"
"284","TE","Jim Dray","BUF",0,"$2,500","$2,500"
"285","WR","Marlon Brown","DEN",0,"$3,000","$3,000"
"286","RB","Dri Archer","BUF",0,"$3,000","$3,000"
"287","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"288","WR","Darrius Heyward-Bey","PIT",0,"$3,000","$3,000"
"289","RB","Zurlon Tipton","IND",0,"$3,000","$3,000"
"290","TE","Garrett Graham","DEN",0,"$2,500","$2,500"
"291","FB","Jay Prosch","HOU",0,"$3,000","$3,000"
"292","WR","Jaelen Strong","HOU",0,"$3,000","$3,000"
"293","LS","Beau Brinkley","TEN",0,"$2,500","$2,500"
"294","FB","Jalston Fowler","TEN",0,"$3,000","$3,000"
"295","WR","Rico Richardson","SD",0,"$3,000","$3,000"
"296","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"297","TE","Demetrius Harris","KC",0,"$2,500","$2,500"
"298","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"299","FB","Jamize Olawale","OAK",0,"$3,000","$3,000"
"300","RB","Roy Helu","OAK",0,"$3,000","$3,000"
"301","WR","Cole Beasley","DAL",0,"$3,000","$3,000"
"302","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"303","WR","Joshua Bellamy","CHI",0,"$3,000","$3,000"
"304","RB","George Winn","DET",0,"$3,000","$3,000"
"305","WR","Corey Fuller","DET",0,"$3,000","$3,000"
"306","TE","Brandon Pettigrew","DET",0,"$2,500","$2,500"
"307","FB","Michael Burton","DET",0,"$3,000","$3,000"
"308","WR","Jared Abbrederis","GB",0,"$3,000","$3,000"
"309","WR","Mike Wallace","BAL",0,"$4,200","$4,200"
"310","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"311","TE","Luke Stocker","TB",0,"$2,500","$2,500"
"312","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"313","FB","Jorvorskie Lane","TB",0,"$3,000","$3,000"
"314","TE","Ed Dickson","CAR",0,"$2,500","$2,500"
"315","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"316","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"317","TE","Garrett Celek","SF",0,"$2,500","$2,500"
"318","FB","Bruce Miller","SF",0,"$3,000","$3,000"
"319","RB","Reggie Bush","BUF",0,"$3,200","$3,200"
"320","RB","Stepfan Taylor","ARI",0,"$3,000","$3,000"
"321","RB","Andre Ellington","ARI",0,"$4,300","$4,300"
"322","TE","Cory Harkey","LA",0,"$2,500","$2,500"
"323","RB","Chase Reynolds","LA",0,"$3,000","$3,000"
"324","WR","Kenny Britt","LA",0,"$3,600","$3,600"
"325","RB","Benny Cunningham","LA",0,"$3,000","$3,000"
"326","WR","Stedman Bailey","LA",0,"$3,000","$3,000"
"327","WR","Chris Matthews","BAL",0,"$3,000","$3,000"
"328","RB","Rod Smith","DAL",0,"$3,000","$3,000"
"329","WR","Jermaine Kearse","SEA",0,"$3,400","$3,400"
"330","FB","Juwan Thompson","DEN",-0.1,"$3,000","$3,000"
"331","DEF","New York Jets","NYJ",-1,"$2,900","$2,900"
"332","DEF","Detroit Lions","DET",-1,"$2,600","$2,600"
"333","RB","Bishop Sankey","TEN",-1,"$3,300","$3,300"
