"","Score","ProjPoints","Points","ActualPoints","PlayerId","FantasyResultId","PositionId","LineupCount","CurrentExposure","ExposureProbability","IsExposureLocked","FirstPosition","Positions","Position","TeamName","FullName","Cnt","Correlation","PositionCount","Salary","IsLocked","IsExcluded","Exposure","IsLiked","Properties.IsLocked","Properties.InjuryStatus","Properties.Confirmed","Properties.IsExcluded","Properties.Score","Properties.Player_Name","Properties.Salary","Properties.Position","Properties.Team","Properties.Opposing_TeamFB","Properties.Exp","Properties.AvgPts","Properties.Ceiling","Properties.Floor","Properties.ProjPlusMinus","Properties.PtVal","Properties.ImpPts","Properties.Trend","Properties.MyTrends","Properties.Site_Salary","Properties.p_own","Properties.OppPlusMinus","Properties.OffensiveSnapsPlayed","Properties.Pts","Properties.OppPts","Properties.Run_Change","Properties.Spread","Properties.Total","Properties.SpreadPct","Properties.InterceptionPct","Properties.PassingSuccessfulPct","Properties.RushingSuccessfulAllowedPct","Properties.SackPct","Properties.TakeawayPct","Properties.TouchdownAllowedPct","Properties.YardsPerPassingAttempt","Properties.ReceivingTargetsMarketShare","Properties.ReceivingTouchdownsMarketShare","Properties.ReceivingYardsMarketShare","Properties.RushingTouchdownsMarketShare","Properties.RushingYardsMarketShare","Properties.OffensiveSnapsMarketShare","Properties.PassingCompletions","Properties.PassingAttempts","Properties.PassYards","Properties.PassingCompletionPercentage","Properties.PassingYardsPerAttempt","Properties.AdjYPA","Properties.PassingTouchdowns","Properties.PassingRating","Properties.PassingLong","Properties.PassingAttemptsRBPct","Properties.PassingAttemptsWRPct","Properties.PassingAttemptsTEPct","Properties.PassTDPct","Properties.PassINTPct","Properties.PassSackPct","Properties.RushingAttempts","Properties.RushingLong","Properties.RushYards","Properties.RushingYardsPerAttempt","Properties.RushingTouchdowns","Properties.RushingSuccessfulPct","Properties.ReceiveTgts","Properties.Receptions","Properties.ReceivingYards","Properties.ReceivingLong","Properties.ReceivingYardsPerReception","Properties.ReceivingTouchdowns","Properties.ReceivingYardsPerTarget","Properties.RedZoneSnaps","Properties.OpportunitiesRedZone","Properties.OpportunitiesRedZone10","Properties.OpportunitiesRedZone5","Properties.RushingTouchdownsRedZonePct","Properties.ReceivingTouchdownsRedZonePct","Properties.RushingSuccessfulPctRedZone","Properties.RedZoneSnaps10","Properties.RedZoneSnaps5","Properties.RedZoneTouchdownPct","Properties.WeatherRating","Properties.Temperature","Properties.Wind_Speed","Properties.Wind_Direction","Properties.Humidity","Properties.PrecipProb","Properties.Month_PPG","Properties.Month_FPOpp","Properties.Month_FPSnap","Properties.Month_Salary_Change","Properties.Month_X1","Properties.Month_X2","Properties.Month_X0","Properties.Month_Count","Properties.Season_PPG","Properties.Season_FPOpp","Properties.Season_FPSnap","Properties.Season_Plus_Minus","Properties.Season_Salary_Change","Properties.Season_X1","Properties.Season_X2","Properties.Season_X0","Properties.Season_Count","Properties.ExpectedSacksPct","Properties.OppPlusMinusPct","Properties.ProjPlaysPct","Properties.MktShrPct","Properties.CeilingPct","Properties.ProjPct","Properties.PtPerDPct","Properties.FloorPct","Properties.FloorPtPerDPct","Properties.ProjPlusMinusPct","Properties.Vegas","Properties.Salary_Movement","Properties.Consistency","Properties.Upside","Properties.Pro_Pct","Properties.RushingFantasyPct","Properties.Plus_Minus","Properties.Season_PPG_Percentile","Properties.ActualPoints","Properties.SourceId","Properties.IsProjected","Properties.PositionId","Properties.PlayerId","Properties.EventTeamId","Properties.EventId","Properties.FantasyResultId","Properties.FullName"
"1","83.2","0","0","20","8475","439292","105","0","0","0","FALSE","D","D","D","HOU","","0","0","1","3100","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","83.2","Houston Defense","3100","D","HOU","TEN","-1","6.9","13.5","0.3","-1.19","2.2","8.16","3","0","41","2-4","5.7",NA,"23.3","19.8","-0.7","-3.5","43","62","3.31","45.12","41.45","6.45","1.88","4.38","6.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.4",NA,NA,NA,NA,NA,NA,"4.25","2.44","19.82","50","72","0","","0","0","4","0",NA,"100","0","25","75","4","8.3","0",NA,"0.3","100","20","60","20","15","67","97","96","46","54","57","40","66","46","41","66","36","88","50","58",NA,"62","66","20","4","TRUE","105","8475","29502702","2950270","439292",""
"2","48.55","0","0","15","8481","439409","105","0","0","0","FALSE","D","D","D","NE","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","48.55","New England Defense","3000","D","NE","MIA","-1","8.8","15","2.6","0.93","2.9","7.94","6","0","55","","-1",NA,"29.5","21.5","-0.8","-8","51","65","2.61","46.18","40.36","7.45","1.61","2.97","7.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.93",NA,NA,NA,NA,NA,NA,"4.54","3.13","16","50","57","6","Right To Left","0.42","0","7.7","0",NA,"-300","66","33","0","3","8.1","0",NA,"0.2","300","57","42","0","14","52","34","79","23","72","88","88","99","56","91","96","79","34","88","88",NA,"62","64","15","4","TRUE","105","8481","29501802","2950180","439409",""
"3","60.35","0","0","14","8478","439635","105","0","0","0","FALSE","D","D","D","KC","","0","0","1","2800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","60.35","Kansas City Defense","2800","D","KC","DET","-1","6.1","12","0.2","-1.34","2.2","7.51","2","0","76","0-1","0.7",NA,"24","21","-1.8","-3","45","48","1.37","46.59","47.67","6.31","0.78","3.28","6.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.94",NA,NA,NA,NA,NA,NA,"5.38","3.31","14.86","50","53","2","In","0.9","0","6.5","0",NA,"0","25","50","25","4","6.6","0",NA,"-1.3","-200","31","43","25","16","59","62","10","23","32","38","40","62","46","37","72","55","53","76","40",NA,"31","37","14","4","TRUE","105","8478","29501902","2950190","439635",""
"4","25.2","0","0","13","8469","439656","105","0","0","0","FALSE","D","D","D","CIN","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","25.2","Cincinnati Defense","3000","D","CIN","@PIT","-1","7.4","14.6","0.2","-0.47","2.5","7.94","2","0","55","0-1","-2.4",NA,"24","25","-1","1","49","57","2.96","49.63","46.32","4.81","1.77","3.31","7.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.07",NA,NA,NA,NA,NA,NA,"4.31","3.71","17.92","50","63","5","Right To Left","0.54","0","6","0",NA,"200","100","0","0","3","7.5","0",NA,"-0.1","-200","53","40","6","15","47","14","29","50","68","67","65","62","46","63","72","28","47","50","40",NA,"55","53","13","4","TRUE","105","8469","29502601","2950260","439656",""
"5","42.1","0","0","10","8492","439262","105","0","0","0","FALSE","D","D","D","TB","","0","0","1","2300","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","42.1","Tampa Bay Defense","2300","D","TB","@ATL","-1","4.6","9.4","-0.2","-1.75","2","6.42","1","0","55","0-1","-0.3",NA,"19.8","27.8","-1","8","47.5","29","2.64","52.85","42.92","8.33","1.42","4.66","7.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.13",NA,NA,NA,NA,NA,NA,"5.47","3.57","23.03","50","72","0",NA,"0","0","8.7","0",NA,"-200","66","33","0","3","7.3","0",NA,"0.3","-500","60","26","13","15","97","46","15","57","9","11","27","45","46","27","31","73","47","50","14",NA,"64","49","10","4","TRUE","105","8492","29502001","2950200","439262",""
"6","41.45","0","0","10","8487","439570","105","0","0","0","FALSE","D","D","D","PIT","","0","0","1","2600","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","41.45","Pittsburgh Defense","2600","D","PIT","CIN","-1","4.9","10.4","-0.6","-2.1","1.9","7.07","1","0","87","0-1","-0.9",NA,"25","24","1.5","-1","49","43","1.87","52.99","44.85","7.46","1.13","3.91","7.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.93",NA,NA,NA,NA,NA,NA,"4.64","3.73","17.45","50","63","5","Right To Left","0.54","0","8.7","0",NA,"-200","0","66","33","3","7.9","0",NA,"0.4","-200","20","60","20","15","31","36","15","46","15","15","21","26","46","19","79","73","94","69","14",NA,"64","59","10","4","TRUE","105","8487","29502602","2950260","439570",""
"7","66.9","0","0","10","8467","448768","105","0","0","0","FALSE","D","D","D","CAR","","0","0","1","3200","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","66.9","Carolina Defense","3200","D","CAR","IND","-1","7.8","15","0.6","-0.51","2.4","8.38","5","0","41","2-4","1.1",NA,"24.8","19.8","-1","-5","44.5","63","2.78","43.45","38.56","7.54","1.74","3.21","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.33",NA,NA,NA,NA,NA,NA,"3","1.63","21.59","50","60","5","In","0.95","66","10","0",NA,"-100","33","66","0","3","9.9","0",NA,"2.2","100","38","53","7","13","12","68","96","64","72","75","57","76","46","59","77","64","63","55","80",NA,"89","84","10","4","TRUE","105","8467","29503102","2950310","448768",""
"8","26.55","0","0","9","8472","439306","105","0","0","0","FALSE","D","D","D","DEN","","0","0","1","2900","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","26.55","Denver Defense","2900","D","DEN","GB","-1","5.9","12","-0.2","-1.76","2","7.73","1","0","67","2-4","-3",NA,"21.8","24.3","0.8","2.5","46","29","3.52","44.54","38.29","7.57","2.19","3.81","5.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.53",NA,NA,NA,NA,NA,NA,"3.31","2.33","22.12","50","54","2","From Right","0.29","0","16.3","0",NA,"-400","0","100","0","3","11.3","0",NA,"3.2","100","13","73","13","15","8","10","72","58","32","33","27","45","46","27","52","86","96","98","14",NA,"94","93","9","4","TRUE","105","8472","29503002","2950300","439306",""
"9","59.35","0","0","8","8480","439474","105","0","0","0","FALSE","D","D","D","MIN","","0","0","1","3100","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","59.35","Minnesota Defense","3100","D","MIN","@CHI","-1","8.2","16.7","-0.3","0.11","2.7","8.16","1","0","41","0-1","1.6",NA,"22.3","21.3","0","-1","43.5","63","2.07","48.97","52.76","7.02","1.16","3.47","7.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.14",NA,NA,NA,NA,NA,NA,"4","3.29","17.19","50","62","4","Right To Left","0.43","0","7.3","0",NA,"500","66","33","0","3","7.9","0",NA,"0.3","300","50","28","21","14","35","76","10","65","87","81","78","41","46","78","57","9","52","32","14",NA,"62","59","8","4","TRUE","105","8480","29502401","2950240","439474",""
"10","34.9","0","0","8","8470","439552","105","0","0","0","FALSE","D","D","D","CLE","","0","0","1","2000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","34.9","Cleveland Defense","2000","D","CLE","ARI","-1","3.7","8","-0.6","-2","1.9","5.77","1","0","97","0-1","-1.2",NA,"19.5","26.5","-1","7","46","22","3.05","42.37","49.4","4.85","1.62","3.69","6.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.81",NA,NA,NA,NA,NA,NA,"5.07","3.5","19.75","50","61","12","Right To Left","0.51","0","4.8","0",NA,"-700","25","25","50","4","7.4","0",NA,"-0.2","-1100","31","37","31","16","62","31","21","45","4","4","21","26","46","21","28","95","36","60","14",NA,"54","51","8","4","TRUE","105","8470","29502102","2950210","439552",""
