"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"57","RB","Chris Ivory","JAC",14.5,"$5,900","$406.90"
"58","QB","Drew Brees","NO",14.36,"$7,400","$515.32"
"59","WR","Kamar Aiken","BAL",14.3,"$4,500","$314.69"
"60","RB","Doug Martin","TB",14.3,"$5,600","$391.61"
"61","TE","Crockett Gillmore","BAL",14.2,"$2,800","$197.18"
"62","RB","Dexter McCluster","TEN",14.2,"$3,300","$232.39"
"63","TE","Richard Rodgers","GB",14.2,"$3,000","$211.27"
"64","WR","Demaryius Thomas","DEN",14.1,"$7,400","$524.82"
"65","WR","Calvin Johnson","DET",14.1,"$7,500","$531.91"
"66","DEF","Houston Texans","HOU",14,"$2,600","$185.71"
"67","TE","Maxx Williams","BAL",14,"$2,500","$178.57"
"68","TE","Zach Ertz","PHI",13.8,"$3,000","$217.39"
"69","WR","Brian Hartline","CLE",13.7,"$3,000","$218.98"
"70","WR","Chris Givens","PHI",13.7,"$3,200","$233.58"
"71","RB","Alfred Morris","DAL",13.6,"$3,300","$242.65"
"72","QB","Sam Bradford","PHI",13.44,"$5,700","$424.11"
"73","RB","Ronnie Hillman","DEN",13.1,"$4,000","$305.34"
"74","DEF","Dallas Cowboys","DAL",13,"$2,500","$192.31"
"75","DEF","Washington Redskins","WAS",13,"$2,500","$192.31"
"76","DEF","Minnesota Vikings","MIN",13,"$2,800","$215.38"
"77","RB","Giovani Bernard","CIN",12.9,"$4,700","$364.34"
"78","WR","Andrew Hawkins","CLE",12.9,"$3,000","$232.56"
"79","WR","Amari Cooper","OAK",12.9,"$6,800","$527.13"
"80","RB","Mark Ingram","NO",12.8,"$6,400","$500.00"
"81","RB","Latavius Murray","OAK",12.7,"$5,700","$448.82"
"82","DEF","Tampa Bay Buccaneers","TB",12,"$2,500","$208.33"
"83","RB","Karlos Williams","BUF",12,"$3,800","$316.67"
"84","RB","Ryan Mathews","PHI",12,"$3,500","$291.67"
"85","RB","Marshawn Lynch","SEA",12,"$6,700","$558.33"
"86","QB","Teddy Bridgewater","MIN",11.9,"$5,100","$428.57"
"87","WR","Lance Moore","DET",11.9,"$3,000","$252.10"
"88","RB","T.J. Yeldon","JAC",11.7,"$4,800","$410.26"
"89","QB","Tyrod Taylor","BUF",11.52,"$5,500","$477.43"
"90","WR","Brandon Marshall","NYJ",11.3,"$7,400","$654.87"
"91","WR","Josh Huff","PHI",11.3,"$3,000","$265.49"
"92","TE","Ed Dickson","CAR",11.1,"$2,500","$225.23"
"93","DEF","Seattle Seahawks","SEA",11,"$3,500","$318.18"
"94","WR","A.J. Green","CIN",10.7,"$7,600","$710.28"
"95","QB","Brock Osweiler","HOU",10.64,"$5,000","$469.92"
"96","TE","Mychal Rivera","OAK",10.6,"$2,500","$235.85"
"97","TE","Will Tye","NYG",10.6,"$2,500","$235.85"
"98","TE","Jermaine Gresham","ARI",10.6,"$2,500","$235.85"
"99","RB","Justin Forsett","BAL",10.4,"$6,000","$576.92"
"100","WR","Andre Holmes","OAK",10.4,"$3,000","$288.46"
"101","WR","Golden Tate","DET",10.3,"$4,600","$446.60"
"102","TE","Charles Clay","BUF",10.2,"$4,100","$401.96"
"103","DEF","Buffalo Bills","BUF",10,"$2,900","$290.00"
"104","DEF","Jacksonville Jaguars","JAC",10,"$2,600","$260.00"
"105","WR","Randall Cobb","GB",10,"$6,700","$670.00"
"106","QB","Andy Dalton","CIN",9.88,"$6,500","$657.89"
"107","TE","Clive Walford","OAK",9.8,"$2,500","$255.10"
"108","TE","Rhett Ellison","MIN",9.8,"$2,500","$255.10"
"109","FB","Kyle Juszczyk","BAL",9.7,"$3,000","$309.28"
"110","WR","Jared Abbrederis","GB",9.7,"$3,000","$309.28"
"111","WR","Michael Crabtree","OAK",9.5,"$5,800","$610.53"
"112","WR","Dez Bryant","DAL",9.5,"$7,800","$821.05"
"113","WR","Julian Edelman","NE",9.3,"$8,200","$881.72"
"114","WR","Andre Caldwell","DET",9.3,"$3,000","$322.58"
"115","TE","Jason Witten","DAL",9.2,"$5,100","$554.35"
"116","DEF","Miami Dolphins","MIA",9,"$2,500","$277.78"
"117","DEF","Cincinnati Bengals","CIN",9,"$3,300","$366.67"
"118","DEF","Chicago Bears","CHI",9,"$2,200","$244.44"
"119","DEF","Carolina Panthers","CAR",9,"$3,300","$366.67"
"120","FB","Jamize Olawale","OAK",8.9,"$3,400","$382.02"
"121","QB","Marcus Mariota","TEN",8.8,"$5,300","$602.27"
"122","RB","Darren McFadden","DAL",8.8,"$4,900","$556.82"
"123","WR","Justin Hunter","TEN",8.7,"$3,100","$356.32"
"124","RB","Chris Thompson","WAS",8.7,"$3,200","$367.82"
"125","WR","Brandon LaFell","CIN",8.6,"$4,100","$476.74"
"126","TE","Travis Kelce","KC",8.6,"$4,800","$558.14"
"127","QB","Jameis Winston","TB",8.56,"$5,000","$584.11"
"128","WR","Ted Ginn Jr.","CAR",8.5,"$3,400","$400.00"
"129","RB","Darren Sproles","PHI",8.4,"$3,600","$428.57"
"130","TE","Delanie Walker","TEN",8.2,"$4,700","$573.17"
"131","WR","Rueben Randle","PHI",8.1,"$3,900","$481.48"
"132","TE","Heath Miller","PIT",8,"$3,000","$375.00"
"133","RB","DeAngelo Williams","PIT",7.9,"$6,500","$822.78"
"134","RB","De'Anthony Thomas","KC",7.7,"$3,000","$389.61"
"135","WR","Marvin Jones","DET",7.6,"$4,300","$565.79"
"136","WR","Stefon Diggs","MIN",7.6,"$5,100","$671.05"
"137","TE","Brandon Pettigrew","DET",7.2,"$2,500","$347.22"
"138","TE","Scott Chandler","NE",7.1,"$2,500","$352.11"
"139","RB","Rashad Jennings","NYG",7.1,"$3,800","$535.21"
"140","TE","Jimmy Graham","SEA",7.1,"$4,900","$690.14"
"141","DEF","Philadelphia Eagles","PHI",7,"$2,700","$385.71"
"142","DEF","New York Giants","NYG",7,"$2,400","$342.86"
"143","QB","Nick Foles","KC",7,"$5,000","$714.29"
"144","RB","Duke Johnson","CLE",6.8,"$4,000","$588.24"
"145","TE","Eric Ebron","DET",6.8,"$3,300","$485.29"
"146","WR","Jaron Brown","ARI",6.8,"$3,000","$441.18"
"147","QB","Matt Cassel","TEN",6.64,"$5,000","$753.01"
"148","WR","Cordarrelle Patterson","MIN",6.6,"$3,000","$454.55"
"149","QB","T.J. Yates","HOU",6.56,"$5,000","$762.20"
"150","TE","Nick Boyle","BAL",6.5,"$2,500","$384.62"
"151","TE","Brandon Myers","TB",6.5,"$2,500","$384.62"
"152","WR","DeSean Jackson","WAS",6.4,"$5,400","$843.75"
"153","WR","Nelson Agholor","PHI",6.2,"$3,400","$548.39"
"154","FB","Will Tukuafu","SEA",6.2,"$3,000","$483.87"
"155","WR","Devin Funchess","CAR",6.1,"$3,500","$573.77"
"156","DEF","Arizona Cardinals","ARI",6,"$3,900","$650.00"
"157","WR","Cody Latimer","DEN",6,"$3,000","$500.00"
"158","WR","Bryan Walters","JAC",5.9,"$3,300","$559.32"
"159","RB","Chris Johnson","ARI",5.8,"$4,600","$793.10"
"160","QB","Mark Sanchez","DEN",5.64,"$5,000","$886.52"
"161","TE","Tyler Eifert","CIN",5.6,"$5,800","$1,035.71"
"162","WR","Harry Douglas","TEN",5.6,"$3,200","$571.43"
"163","RB","Theo Riddick","DET",5.6,"$3,300","$589.29"
"164","RB","Jonathan Grimes","HOU",5.5,"$3,000","$545.45"
"165","RB","Joique Bell","DET",5.5,"$3,200","$581.82"
"166","TE","Jared Cook","GB",5.5,"$2,500","$454.55"
"167","QB","Brian Hoyer","CHI",5.42,"$5,400","$996.31"
"168","RB","C.J. Spiller","NO",5.4,"$3,000","$555.56"
"169","WR","Terrance Williams","DAL",5.3,"$3,800","$716.98"
"170","WR","Alshon Jeffery","CHI",5.3,"$7,100","$1,339.62"
"171","WR","Nate Washington","NE",5.2,"$4,400","$846.15"
"172","WR","Marques Colston","NO",5.2,"$3,400","$653.85"
"173","WR","Jordan Matthews","PHI",5.1,"$6,200","$1,215.69"
"174","RB","Charles Sims","TB",5.1,"$3,500","$686.27"
"175","TE","Darren Fells","ARI",5.1,"$2,500","$490.20"
"176","DEF","New York Jets","NYJ",5,"$3,000","$600.00"
"177","DEF","New England Patriots","NE",5,"$3,200","$640.00"
"178","DEF","Baltimore Ravens","BAL",5,"$2,800","$560.00"
"179","DEF","Tennessee Titans","TEN",5,"$2,200","$440.00"
"180","DEF","Oakland Raiders","OAK",5,"$2,100","$420.00"
"181","RB","Jeremy Hill","CIN",5,"$5,300","$1,060.00"
"182","TE","C.J. Fiedorowicz","HOU",5,"$2,500","$500.00"
"183","WR","Robert Woods","BUF",4.9,"$3,600","$734.69"
"184","TE","Benjamin Watson","BAL",4.9,"$4,300","$877.55"
"185","RB","Jay Ajayi","MIA",4.8,"$3,000","$625.00"
"186","TE","Martellus Bennett","NE",4.8,"$4,700","$979.17"
"187","WR","Jeremy Maclin","KC",4.7,"$5,500","$1,170.21"
"188","RB","Tre Mason","LA",4.7,"$3,000","$638.30"
"189","WR","Brian Quick","LA",4.7,"$3,000","$638.30"
"190","WR","Taylor Gabriel","CLE",4.6,"$3,000","$652.17"
"191","WR","Cecil Shorts III","HOU",4.6,"$3,000","$652.17"
"192","RB","Shane Vereen","NYG",4.6,"$4,300","$934.78"
"193","RB","Ka'Deem Carey","CHI",4.6,"$3,000","$652.17"
"194","RB","Tim Hightower","NO",4.6,"$3,000","$652.17"
"195","WR","T.J. Graham","PHI",4.5,"$3,000","$666.67"
"196","RB","Matt Asiata","MIN",4.5,"$3,000","$666.67"
"197","WR","Adam Humphries","TB",4.5,"$3,200","$711.11"
"198","WR","Sammy Watkins","BUF",4.4,"$5,000","$1,136.36"
"199","TE","Julius Thomas","JAC",4.3,"$3,700","$860.47"
"200","WR","Tavon Austin","LA",4.3,"$4,800","$1,116.28"
"201","RB","Alfred Blue","HOU",4.1,"$4,000","$975.61"
"202","DEF","Cleveland Browns","CLE",4,"$2,000","$500.00"
"203","DEF","Detroit Lions","DET",4,"$2,100","$525.00"
"204","TE","Vernon Davis","WAS",3.9,"$2,500","$641.03"
"205","WR","Bradley Marquez","LA",3.9,"$3,000","$769.23"
"206","WR","Markus Wheaton","PIT",3.8,"$3,000","$789.47"
"207","WR","Myles White","NYG",3.8,"$3,000","$789.47"
"208","RB","Javorius Allen","BAL",3.3,"$3,300","$1,000.00"
"209","TE","Gavin Escobar","DAL",3.2,"$2,500","$781.25"
"210","RB","Ameer Abdullah","DET",3.2,"$3,400","$1,062.50"
"211","WR","Mike Wallace","BAL",3.2,"$3,700","$1,156.25"
"212","WR","Jeremy Butler","BAL",3.1,"$3,000","$967.74"
"213","FB","Mike Tolbert","CAR",3.1,"$3,000","$967.74"
"214","DEF","Green Bay Packers","GB",3,"$3,200","$1,066.67"
"215","WR","Pierre Garcon","WAS",3,"$4,800","$1,600.00"
"216","TE","Anthony Fasano","TEN",2.9,"$2,500","$862.07"
"217","FB","Tommy Bohanon","NYJ",2.8,"$3,000","$1,071.43"
"218","WR","Bennie Fowler","DEN",2.7,"$3,000","$1,111.11"
"219","TE","MyCole Pruitt","MIN",2.7,"$2,500","$925.93"
"220","WR","Albert Wilson","KC",2.6,"$3,000","$1,153.85"
"221","TE","Jerome Cunningham","TEN",2.6,"$2,500","$961.54"
"222","WR","Jerricho Cotchery","CAR",2.6,"$3,200","$1,230.77"
"223","FB","Jalston Fowler","TEN",2.4,"$3,000","$1,250.00"
"224","TE","Owen Daniels","DEN",2.4,"$2,800","$1,166.67"
"225","WR","Brandon Coleman","NO",2.4,"$3,000","$1,250.00"
"226","TE","Derek Carrier","WAS",2.4,"$2,500","$1,041.67"
"227","WR","Devin Smith","NYJ",2.2,"$3,000","$1,363.64"
"228","RB","James White","NE",2.1,"$3,000","$1,428.57"
"229","WR","Marqise Lee","JAC",2.1,"$3,000","$1,428.57"
"230","WR","Donteea Dye","TB",2.1,"$3,000","$1,428.57"
"231","DEF","Los Angeles Rams","LA",2,"$3,600","$1,800.00"
"232","FB","Roosevelt Nix","PIT",2,"$3,000","$1,500.00"
"233","WR","Devin Street","DAL",2,"$3,000","$1,500.00"
"234","FB","Darrel Young","CHI",2,"$3,000","$1,500.00"
"235","WR","Jermaine Kearse","SEA",2,"$3,100","$1,550.00"
"236","WR","Greg Jennings","MIA",1.9,"$3,000","$1,578.95"
"237","TE","Marcedes Lewis","JAC",1.9,"$2,500","$1,315.79"
"238","RB","Thomas Rawls","SEA",1.9,"$3,500","$1,842.11"
"239","TE","Dion Sims","MIA",1.8,"$2,500","$1,388.89"
"240","TE","Virgil Green","DEN",1.8,"$2,500","$1,388.89"
"241","WR","Cole Beasley","DAL",1.8,"$3,000","$1,666.67"
"242","FB","Jorvorskie Lane","TB",1.8,"$3,000","$1,666.67"
"243","WR","Corey Brown","CAR",1.8,"$3,100","$1,722.22"
"244","RB","David Johnson","ARI",1.8,"$3,400","$1,888.89"
"245","WR","Jeremy Kerley","DET",1.7,"$3,000","$1,764.71"
"246","TE","Ryan Hewitt","CIN",1.7,"$2,500","$1,470.59"
"247","TE","Kyle Rudolph","MIN",1.7,"$3,000","$1,764.71"
"248","RB","Jerick McKinnon","MIN",1.7,"$3,000","$1,764.71"
"249","WR","Tyler Lockett","SEA",1.7,"$3,000","$1,764.71"
"250","WR","Marlon Brown","DEN",1.6,"$3,600","$2,250.00"
"251","TE","Brian Parker","KC",1.6,"$2,500","$1,562.50"
"252","TE","Cameron Brate","TB",1.6,"$2,500","$1,562.50"
"253","WR","Kenny Britt","LA",1.6,"$3,600","$2,250.00"
"254","TE","Jordan Cameron","MIA",1.5,"$2,700","$1,800.00"
"255","WR","Aaron Dobson","NE",1.5,"$3,000","$2,000.00"
"256","WR","Mohamed Sanu","ATL",1.5,"$3,000","$2,000.00"
"257","WR","Seth Roberts","OAK",1.5,"$3,000","$2,000.00"
"258","RB","Orleans Darkwa","NYG",1.5,"$3,200","$2,133.33"
"259","RB","Chris Polk","HOU",1.4,"$3,200","$2,285.71"
"260","WR","Adam Thielen","MIN",1.4,"$3,000","$2,142.86"
"261","TE","Lance Kendricks","LA",1.4,"$2,500","$1,785.71"
"262","TE","Jesse James","PIT",1.2,"$2,500","$2,083.33"
"263","WR","Kenbrell Thompkins","NYJ",1.2,"$3,000","$2,500.00"
"264","WR","Jarius Wright","MIN",1.2,"$3,000","$2,500.00"
"265","RB","Benny Cunningham","LA",1.2,"$3,000","$2,500.00"
"266","TE","Lee Smith","OAK",1.1,"$2,500","$2,272.73"
"267","WR","Marquess Wilson","CHI",1.1,"$3,800","$3,454.55"
"268","DEF","Denver Broncos","DEN",1,"$3,400","$3,400"
"269","FB","Marcel Reece","OAK",1,"$3,500","$3,500"
"270","WR","Lucky Whitehead","DAL",1,"$3,000","$3,000"
"271","QB","Landry Jones","PIT",0.92,"$5,300","$5,300"
"272","RB","Isaiah Crowell","CLE",0.9,"$3,400","$3,400"
"273","RB","C.J. Anderson","DEN",0.9,"$3,800","$3,800"
"274","RB","Antonio Andrews","TEN",0.8,"$3,700","$3,700"
"275","RB","Jordan Todman","IND",0.8,"$3,000","$3,000"
"276","RB","Christine Michael","SEA",0.8,"$3,000","$3,000"
"277","RB","Bishop Sankey","TEN",0.7,"$3,000","$3,000"
"278","RB","Spencer Ware","KC",0.4,"$3,000","$3,000"
"279","RB","Andre Williams","NYG",0.2,"$3,000","$3,000"
"280","RB","Denard Robinson","JAC",0.1,"$3,000","$3,000"
"281","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"282","WR","Chris Hogan","NE",0,"$3,500","$3,500"
"283","WR","Kenny Stills","MIA",0,"$3,100","$3,100"
"284","RB","Damien Williams","MIA",0,"$3,000","$3,000"
"285","RB","Zac Stacy","NYJ",0,"$3,000","$3,000"
"286","TE","Kellen Davis","NYJ",0,"$2,500","$2,500"
"287","WR","Matt Slater","NE",0,"$3,000","$3,000"
"288","TE","Tyler Kroft","CIN",0,"$2,500","$2,500"
"289","RB","Rex Burkhead","CIN",0,"$3,000","$3,000"
"290","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"291","WR","Marlon Moore","CLE",0,"$3,000","$3,000"
"292","WR","Darrius Heyward-Bey","PIT",0,"$3,000","$3,000"
"293","RB","Daniel Herron","BUF",0,"$3,000","$3,000"
"294","WR","Keith Mumphery","HOU",0,"$3,000","$3,000"
"295","LS","Beau Brinkley","TEN",0,"$2,500","$2,500"
"296","WR","Dorial Green-Beckham","TEN",0,"$3,200","$3,200"
"297","WR","Rico Richardson","SD",0,"$3,000","$3,000"
"298","WR","Emmanuel Sanders","DEN",0,"$7,300","$7,300"
"299","FB","Juwan Thompson","DEN",0,"$3,000","$3,000"
"300","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"301","WR","Jason Avant","KC",0,"$3,000","$3,000"
"302","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"303","RB","Taiwan Jones","OAK",0,"$3,500","$3,500"
"304","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"305","WR","Seyi Ajirotutu","PHI",0,"$3,000","$3,000"
"306","WR","Miles Austin","PHI",0,"$3,000","$3,000"
"307","WR","James Jones","SD",0,"$5,300","$5,300"
"308","WR","Geremy Davis","NYG",0,"$3,000","$3,000"
"309","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"310","WR","Joshua Bellamy","CHI",0,"$3,000","$3,000"
"311","RB","George Winn","DET",0,"$3,000","$3,000"
"312","TE","Michael Williams","NE",0,"$2,500","$2,500"
"313","FB","Michael Burton","DET",0,"$3,000","$3,000"
"314","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"315","FB","John Kuhn","NO",0,"$3,000","$3,000"
"316","RB","Alonzo Harris","GB",0,"$3,000","$3,000"
"317","FB","Aaron Ripkowski","GB",0,"$3,000","$3,000"
"318","TE","Luke Stocker","TB",0,"$2,500","$2,500"
"319","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"320","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"321","RB","Fozzy Whittaker","CAR",0,"$3,000","$3,000"
"322","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"323","WR","Willie Snead","NO",0,"$4,900","$4,900"
"324","TE","Josh Hill","NO",0,"$2,500","$2,500"
"325","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"326","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"327","WR","John Brown","ARI",0,"$5,500","$5,500"
"328","RB","Stepfan Taylor","ARI",0,"$3,000","$3,000"
"329","FB","Derrick Coleman","SEA",0,"$3,000","$3,000"
"330","WR","Chris Matthews","BAL",0,"$3,000","$3,000"
"331","RB","Rod Smith","DAL",0,"$3,000","$3,000"
"332","TE","Luke Willson","SEA",0,"$2,500","$2,500"
"333","RB","Stevan Ridley","DET",-0.1,"$3,000","$3,000"
"334","RB","Brandon Bolden","NE",-0.3,"$3,000","$3,000"
"335","DEF","New Orleans Saints","NO",-1,"$2,300","$2,300"
"336","WR","Marc Mariani","CHI",-1,"$3,000","$3,000"
"337","WR","Jeremy Ross","NYJ",-1,"$3,000","$3,000"
"338","QB","Peyton Manning","DEN",-2.6,"$6,200","$6,200"
