"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"297","TE","MyCole Pruitt","MIN",1.4,"$2,500","$1,785.71"
"298","TE","Luke Stocker","TB",1.4,"$2,500","$1,785.71"
"299","TE","Cory Harkey","LA",1.4,"$2,500","$1,785.71"
"300","RB","Fitzgerald Toussaint","PIT",1.2,"$3,000","$2,500.00"
"301","RB","Alfred Morris","DAL",1.2,"$3,700","$3,083.33"
"302","WR","Andre Holmes","OAK",1.1,"$3,000","$2,727.27"
"303","RB","Eddie Lacy","GB",1.1,"$5,000","$4,545.45"
"304","RB","Fozzy Whittaker","CAR",1.1,"$3,000","$2,727.27"
"305","WR","T.J. Graham","PHI",1,"$3,000","$3,000"
"306","RB","C.J. Spiller","NO",1,"$3,000","$3,000"
"307","WR","Bruce Ellington","SF",1,"$3,000","$3,000"
"308","FB","Kyle Juszczyk","BAL",0.8,"$3,600","$3,600"
"309","QB","AJ McCarron","CIN",0.76,"$5,000","$5,000"
"310","WR","Mohamed Sanu","ATL",0.7,"$3,000","$3,000"
"311","RB","Anthony Dixon","BUF",0.6,"$3,000","$3,000"
"312","RB","Stevan Ridley","DET",0.4,"$3,000","$3,000"
"313","FB","Will Tukuafu","SEA",0.4,"$3,000","$3,000"
"314","WR","Andre Caldwell","DET",0.3,"$3,000","$3,000"
"315","RB","Tim Hightower","NO",0.2,"$3,000","$3,000"
"316","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"317","DEF","Indianapolis Colts","IND",0,"$2,200","$2,200"
"318","DEF","Houston Texans","HOU",0,"$2,500","$2,500"
"319","WR","Deonte Thompson","CHI",0,"$3,000","$3,000"
"320","WR","Marcus Thigpen","BUF",0,"$3,000","$3,000"
"321","WR","Kenny Stills","MIA",0,"$3,200","$3,200"
"322","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"323","TE","Jeff Cumberland","SD",0,"$2,500","$2,500"
"324","WR","Matt Slater","NE",0,"$3,000","$3,000"
"325","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"326","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"327","WR","Travis Benjamin","SD",0,"$5,200","$5,200"
"328","FB","Malcolm Johnson","CLE",0,"$3,000","$3,000"
"329","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"330","WR","Quan Bray","IND",0,"$3,000","$3,000"
"331","TE","Jack Doyle","IND",0,"$2,500","$2,500"
"332","TE","Clay Harbor","NE",0,"$2,500","$2,500"
"333","WR","Keith Mumphery","HOU",0,"$3,000","$3,000"
"334","WR","Jaelen Strong","HOU",0,"$3,000","$3,000"
"335","TE","Phillip Supernaw","TEN",0,"$2,500","$2,500"
"336","WR","Tre McBride","TEN",0,"$3,000","$3,000"
"337","FB","Jalston Fowler","TEN",0,"$3,000","$3,000"
"338","RB","Bishop Sankey","TEN",0,"$3,000","$3,000"
"339","WR","Bennie Fowler","DEN",0,"$3,000","$3,000"
"340","WR","Frankie Hammond","KC",0,"$3,000","$3,000"
"341","WR","Chris Conley","KC",0,"$3,000","$3,000"
"342","RB","Knile Davis","KC",0,"$3,500","$3,500"
"343","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"344","WR","Cole Beasley","DAL",0,"$3,600","$3,600"
"345","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"346","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"347","WR","Seyi Ajirotutu","PHI",0,"$3,000","$3,000"
"348","WR","Josh Huff","PHI",0,"$3,200","$3,200"
"349","WR","Nelson Agholor","PHI",0,"$3,200","$3,200"
"350","FB","Darrel Young","CHI",0,"$3,000","$3,000"
"351","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"352","WR","Jeremy Ross","NYJ",0,"$3,000","$3,000"
"353","TE","Michael Williams","NE",0,"$2,500","$2,500"
"354","TE","Brandon Pettigrew","DET",0,"$2,500","$2,500"
"355","FB","Michael Burton","DET",0,"$3,000","$3,000"
"356","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"357","FB","John Kuhn","NO",0,"$3,000","$3,000"
"358","TE","Rhett Ellison","MIN",0,"$2,500","$2,500"
"359","FB","Zach Line","MIN",0,"$3,000","$3,000"
"360","LS","Kevin McDermott","MIN",0,"$2,500","$2,500"
"361","WR","Donteea Dye","TB",0,"$3,000","$3,000"
"362","WR","Kaelin Clay","BAL",0,"$3,000","$3,000"
"363","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"364","TE","Levine Toilolo","ATL",0,"$2,500","$2,500"
"365","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"366","DE","Charles Johnson","CAR",0,"$3,000","$3,000"
"367","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"368","WR","Quinton Patton","SF",0,"$3,000","$3,000"
"369","RB","Kendall Gaskins","SF",0,"$3,000","$3,000"
"370","RB","Benny Cunningham","LA",0,"$3,000","$3,000"
"371","FB","Derrick Coleman","SEA",0,"$3,000","$3,000"
"372","WR","Jermaine Kearse","SEA",0,"$3,400","$3,400"
"373","QB","Drew Stanton","ARI",-0.06,"$5,000","$5,000"
"374","QB","Landry Jones","PIT",-0.1,"$5,000","$5,000"
"375","RB","Matt Asiata","MIN",-0.1,"$3,000","$3,000"
"376","QB","Tarvaris Jackson","SEA",-0.2,"$5,000","$5,000"
"377","WR","Jacoby Jones","PIT",-1,"$3,000","$3,000"
"378","DEF","Cleveland Browns","CLE",-3,"$2,300","$2,300"
