"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"41","QB","Tyrod Taylor","BUF",19.02,"$5,400","$283.91"
"42","TE","Rob Gronkowski","NE",18.7,"$7,700","$411.76"
"43","WR","Albert Wilson","KC",18.7,"$3,000","$160.43"
"44","WR","Robert Woods","BUF",18.6,"$3,500","$188.17"
"45","WR","Demaryius Thomas","DEN",18.5,"$6,800","$367.57"
"46","QB","Tom Brady","NE",18.04,"$7,800","$432.37"
"47","QB","AJ McCarron","CIN",18,"$5,000","$277.78"
"48","WR","John Brown","ARI",17.8,"$4,500","$252.81"
"49","QB","Matthew Stafford","DET",17.3,"$5,800","$335.26"
"50","RB","David Johnson","ARI",17.3,"$2,500","$144.51"
"51","WR","Randall Cobb","GB",17,"$6,300","$370.59"
"52","TE","Heath Miller","PIT",16.8,"$3,200","$190.48"
"53","WR","Rueben Randle","PHI",16.8,"$3,500","$208.33"
"54","RB","Tim Hightower","NO",16.5,"$3,000","$181.82"
"55","TE","Julius Thomas","JAC",16.4,"$4,200","$256.10"
"56","QB","Brock Osweiler","HOU",16.32,"$5,200","$318.63"
"57","DEF","Pittsburgh Steelers","PIT",16,"$2,600","$162.50"
"58","RB","Jonathan Stewart","CAR",15.9,"$5,800","$364.78"
"59","QB","Ryan Tannehill","MIA",15.84,"$5,200","$328.28"
"60","WR","Julio Jones","ATL",15.8,"$8,900","$563.29"
"61","WR","Antonio Brown","PIT",15.7,"$8,900","$566.88"
"62","RB","Denard Robinson","JAC",15.7,"$3,000","$191.08"
"63","RB","Doug Martin","TB",15.6,"$6,200","$397.44"
"64","QB","Johnny Manziel","CLE",15.3,"$5,000","$326.80"
"65","WR","Nelson Agholor","PHI",15.2,"$3,200","$210.53"
"66","DEF","New England Patriots","NE",15,"$3,500","$233.33"
"67","DEF","Oakland Raiders","OAK",15,"$2,300","$153.33"
"68","RB","LeSean McCoy","BUF",14.9,"$6,100","$409.40"
"69","TE","Zach Ertz","PHI",14.8,"$2,600","$175.68"
"70","RB","Chris Ivory","JAC",14.7,"$5,000","$340.14"
"71","QB","Alex Smith","KC",14.64,"$5,100","$348.36"
"72","RB","Adrian Peterson","MIN",14.6,"$6,900","$472.60"
"73","TE","Vernon Davis","WAS",14.4,"$2,900","$201.39"
"74","WR","Jermaine Kearse","SEA",14.4,"$3,400","$236.11"
"75","WR","Jeremy Butler","BAL",14.2,"$3,000","$211.27"
"76","TE","Delanie Walker","TEN",14.1,"$5,600","$397.16"
"77","RB","Darren McFadden","DAL",14.1,"$5,000","$354.61"
"78","DEF","Kansas City Chiefs","KC",14,"$3,200","$228.57"
"79","RB","James White","NE",14,"$4,100","$292.86"
"80","WR","Kamar Aiken","BAL",14,"$4,600","$328.57"
"81","TE","Will Tye","NYG",14,"$2,800","$200.00"
"82","TE","Benjamin Watson","BAL",14,"$4,400","$314.29"
"83","TE","Mychal Rivera","OAK",13.9,"$2,500","$179.86"
"84","QB","Jameis Winston","TB",13.68,"$5,500","$402.05"
"85","QB","Blaine Gabbert","SF",13.66,"$5,100","$373.35"
"86","TE","Antonio Gates","SD",13.6,"$4,600","$338.24"
"87","RB","Charles Sims","TB",13.4,"$3,400","$253.73"
"88","RB","Theo Riddick","DET",13.2,"$3,600","$272.73"
"89","WR","Mike Wallace","BAL",13.2,"$3,300","$250.00"
"90","QB","Sam Bradford","PHI",13.18,"$5,100","$386.95"
"91","RB","Ronnie Hillman","DEN",13.1,"$4,700","$358.78"
"92","DEF","Cleveland Browns","CLE",13,"$2,600","$200.00"
"93","DEF","Los Angeles Rams","LA",13,"$2,800","$215.38"
"94","QB","Derek Carr","OAK",13,"$5,600","$430.77"
"95","WR","Kenny Stills","MIA",12.9,"$3,200","$248.06"
"96","TE","Kyle Rudolph","MIN",12.7,"$3,600","$283.46"
"97","WR","Jeremy Maclin","KC",12.6,"$5,500","$436.51"
"98","RB","Darren Sproles","PHI",12.5,"$3,500","$280.00"
"99","RB","Matt Forte","NYJ",12.3,"$6,800","$552.85"
"100","RB","Rashad Jennings","NYG",12.2,"$3,600","$295.08"
"101","WR","Marvin Jones","DET",12.1,"$4,200","$347.11"
"102","DEF","Seattle Seahawks","SEA",12,"$3,500","$291.67"
"103","WR","Martavis Bryant","PIT",12,"$5,700","$475.00"
"104","RB","Robert Turbin","IND",11.1,"$3,500","$315.32"
"105","DEF","New York Jets","NYJ",11,"$3,200","$290.91"
"106","RB","Dexter McCluster","TEN",11,"$3,000","$272.73"
"107","QB","Ben Roethlisberger","PIT",10.88,"$6,800","$625.00"
"108","WR","Danny Amendola","NE",10.6,"$5,200","$490.57"
"109","RB","Matt Jones","WAS",10.6,"$3,600","$339.62"
"110","WR","Markus Wheaton","PIT",10.5,"$3,600","$342.86"
"111","WR","Keshawn Martin","NE",10.3,"$3,000","$291.26"
"112","RB","Melvin Gordon III","SD",10.3,"$3,800","$368.93"
"113","WR","Pierre Garcon","WAS",10.2,"$4,000","$392.16"
"114","QB","Matt Hasselbeck","IND",10.08,"$5,200","$515.87"
"115","DEF","San Diego Chargers","SD",10,"$2,100","$210.00"
"116","DEF","Arizona Cardinals","ARI",10,"$3,500","$350.00"
"117","RB","Mike Gillislee","BUF",10,"$3,000","$300.00"
"118","WR","Seth Roberts","OAK",10,"$3,200","$320.00"
"119","WR","Jerome Simpson","SF",10,"$3,000","$300.00"
"120","QB","Philip Rivers","SD",9.92,"$6,000","$604.84"
"121","RB","Javorius Allen","BAL",9.8,"$5,300","$540.82"
"122","WR","Corey Brown","CAR",9.8,"$3,000","$306.12"
"123","RB","Fozzy Whittaker","CAR",9.8,"$3,000","$306.12"
"124","QB","Jimmy Clausen","BAL",9.76,"$5,000","$512.30"
"125","RB","Giovani Bernard","CIN",9.7,"$4,100","$422.68"
"126","TE","Daniel Brown","BAL",9.7,"$3,000","$309.28"
"127","RB","Zurlon Tipton","IND",9.7,"$3,000","$309.28"
"128","WR","Javontee Herndon","SD",9.7,"$3,000","$309.28"
"129","WR","Quinton Patton","SF",9.6,"$3,000","$312.50"
"130","WR","Harry Douglas","TEN",9.5,"$3,500","$368.42"
"131","RB","Joique Bell","DET",9.5,"$3,300","$347.37"
"132","RB","Duke Johnson","CLE",9.4,"$3,800","$404.26"
"133","RB","Jeremy Langford","CHI",9.4,"$4,400","$468.09"
"134","WR","Dwayne Harris","NYG",9.1,"$3,200","$351.65"
"135","WR","Jarius Wright","MIN",9.1,"$3,000","$329.67"
"136","WR","Larry Fitzgerald","ARI",9.1,"$7,400","$813.19"
"137","DEF","Indianapolis Colts","IND",9,"$2,300","$255.56"
"138","TE","Jason Witten","DAL",9,"$4,500","$500.00"
"139","WR","James Jones","SD",8.9,"$4,100","$460.67"
"140","WR","Tavon Austin","LA",8.9,"$4,100","$460.67"
"141","WR","Rashad Greene","JAC",8.8,"$3,000","$340.91"
"142","WR","Malcom Floyd","SD",8.6,"$3,600","$418.60"
"143","RB","Alfred Morris","DAL",8.4,"$3,500","$416.67"
"144","WR","Dorial Green-Beckham","TEN",8.3,"$3,700","$445.78"
"145","WR","Brandon LaFell","CIN",8.2,"$4,700","$573.17"
"146","WR","Donte Moncrief","IND",8.2,"$4,600","$560.98"
"147","WR","DeAndre Hopkins","HOU",8.2,"$8,500","$1,036.59"
"148","RB","Jonathan Grimes","HOU",8.2,"$3,000","$365.85"
"149","RB","Devonta Freeman","ATL",8.2,"$7,700","$939.02"
"150","TE","Greg Olsen","CAR",8.2,"$6,900","$841.46"
"151","WR","Travis Benjamin","SD",8.1,"$5,000","$617.28"
"152","RB","Antonio Andrews","TEN",8.04,"$3,600","$447.76"
"153","DEF","Green Bay Packers","GB",8,"$3,200","$400.00"
"154","DEF","San Francisco 49ers","SF",8,"$2,100","$262.50"
"155","WR","Nick Williams","ATL",8,"$3,000","$375.00"
"156","TE","Blake Bell","SF",7.9,"$2,500","$316.46"
"157","TE","Clive Walford","OAK",7.7,"$2,500","$324.68"
"158","WR","Adam Humphries","TB",7.6,"$3,000","$394.74"
"159","RB","Rex Burkhead","CIN",7.5,"$3,000","$400.00"
"160","WR","Roddy White","ATL",7.5,"$3,200","$426.67"
"161","WR","Allen Robinson","JAC",7.4,"$8,000","$1,081.08"
"162","TE","Ed Dickson","CAR",7.4,"$2,500","$337.84"
"163","RB","T.J. Yeldon","JAC",7.3,"$4,900","$671.23"
"164","TE","Owen Daniels","DEN",7.3,"$2,800","$383.56"
"165","WR","TJ Jones","DET",7.3,"$3,000","$410.96"
"166","TE","Richard Rodgers","GB",7.3,"$3,900","$534.25"
"167","TE","Darren Fells","ARI",7.3,"$2,500","$342.47"
"168","RB","Shaun Draughn","SF",7.1,"$4,800","$676.06"
"169","DEF","Denver Broncos","DEN",7,"$3,400","$485.71"
"170","RB","Frank Gore","IND",6.9,"$4,300","$623.19"
"171","FB","Juwan Thompson","DEN",6.9,"$3,000","$434.78"
"172","WR","Mike Evans","TB",6.9,"$7,200","$1,043.48"
"173","QB","Matt Ryan","ATL",6.86,"$6,100","$889.21"
"174","RB","Chris Polk","HOU",6.8,"$3,600","$529.41"
"175","WR","Terrance Williams","DAL",6.8,"$3,600","$529.41"
"176","TE","Jacob Tamme","ATL",6.6,"$3,400","$515.15"
"177","TE","Jordan Cameron","MIA",6.5,"$2,500","$384.62"
"178","RB","Ameer Abdullah","DET",6.4,"$3,600","$562.50"
"179","WR","DeSean Jackson","WAS",6.3,"$4,800","$761.90"
"180","TE","Tyler Eifert","CIN",6.2,"$5,600","$903.23"
"181","RB","Ryan Mathews","PHI",6.2,"$3,400","$548.39"
"182","WR","Brandon Coleman","NO",6.2,"$3,700","$596.77"
"183","WR","Bradley Marquez","LA",6.2,"$3,000","$483.87"
"184","TE","Austin Seferian-Jenkins","TB",6.1,"$2,700","$442.62"
"185","DEF","Philadelphia Eagles","PHI",6,"$2,500","$416.67"
"186","WR","Nate Washington","NE",5.9,"$3,400","$576.27"
"187","WR","Michael Crabtree","OAK",5.9,"$5,900","$1,000.00"
"188","WR","Brandin Cooks","NO",5.9,"$6,200","$1,050.85"
"189","WR","Riley Cooper","PHI",5.8,"$3,000","$517.24"
"190","WR","Marc Mariani","CHI",5.7,"$3,000","$526.32"
"191","TE","Eric Ebron","DET",5.7,"$3,000","$526.32"
"192","RB","DeMarco Murray","TEN",5.7,"$5,000","$877.19"
"193","TE","MyCole Pruitt","MIN",5.6,"$2,500","$446.43"
"194","WR","Cole Beasley","DAL",5.5,"$3,500","$636.36"
"195","WR","Devin Funchess","CAR",5.5,"$3,600","$654.55"
"196","WR","Kenny Britt","LA",5.5,"$3,500","$636.36"
"197","RB","Travaris Cadet","NO",5.4,"$3,000","$555.56"
"198","RB","Charcandrick West","KC",5.4,"$5,100","$944.44"
"199","RB","LeGarrette Blount","NE",5.3,"$4,800","$905.66"
"200","RB","Spencer Ware","KC",5.2,"$4,500","$865.38"
"201","QB","Brian Hoyer","CHI",5.1,"$5,200","$1,019.61"
"202","RB","Brandon Bolden","NE",5.1,"$3,200","$627.45"
"203","TE","Tyler Kroft","CIN",5.1,"$2,500","$490.20"
"204","TE","Rhett Ellison","MIN",5.1,"$2,500","$490.20"
"205","DEF","Houston Texans","HOU",5,"$2,200","$440.00"
"206","DEF","Washington Redskins","WAS",5,"$2,600","$520.00"
"207","DEF","Chicago Bears","CHI",5,"$2,500","$500.00"
"208","RB","Matt Asiata","MIN",5,"$3,000","$600.00"
"209","WR","Andre Johnson","TEN",4.9,"$3,300","$673.47"
"210","WR","Jordan Matthews","PHI",4.9,"$5,500","$1,122.45"
"211","TE","Travis Kelce","KC",4.8,"$4,700","$979.17"
"212","WR","Josh Huff","PHI",4.8,"$3,200","$666.67"
"213","WR","Rashad Ross","WAS",4.7,"$3,000","$638.30"
"214","WR","Deonte Thompson","CHI",4.6,"$3,000","$652.17"
"215","TE","Ladarius Green","PIT",4.6,"$3,000","$652.17"
"216","WR","Andrew Turzilli","TEN",4.5,"$3,000","$666.67"
"217","WR","Mohamed Sanu","ATL",4.4,"$3,000","$681.82"
"218","RB","Jeremy Hill","CIN",4.4,"$4,600","$1,045.45"
"219","RB","Thomas Rawls","SEA",4.4,"$5,800","$1,318.18"
"220","WR","Marlon Moore","CLE",4.3,"$3,000","$697.67"
"221","RB","Danny Woodhead","SD",4.3,"$4,400","$1,023.26"
"222","WR","Anquan Boldin","DET",4.2,"$4,000","$952.38"
"223","QB","Matt Cassel","TEN",4.16,"$5,100","$1,225.96"
"224","QB","Case Keenum","LA",4.16,"$5,000","$1,201.92"
"225","RB","Daniel Herron","BUF",4.1,"$3,300","$804.88"
"226","TE","Clay Harbor","NE",4.1,"$2,500","$609.76"
"227","DEF","Cincinnati Bengals","CIN",4,"$3,300","$825.00"
"228","WR","Chris Hogan","NE",4,"$3,000","$750.00"
"229","DEF","Detroit Lions","DET",4,"$2,700","$675.00"
"230","TE","Cooper Helfet","SEA",4,"$2,500","$625.00"
"231","RB","C.J. Spiller","NO",3.9,"$3,000","$769.23"
"232","TE","Demetrius Harris","KC",3.8,"$2,500","$657.89"
"233","WR","DeVante Parker","MIA",3.6,"$4,000","$1,111.11"
"234","TE","Cameron Brate","TB",3.6,"$2,500","$694.44"
"235","TE","Dion Sims","MIA",3.4,"$2,500","$735.29"
"236","FB","Zach Line","MIN",3.4,"$3,000","$882.35"
"237","RB","Fred Jackson","SEA",3.3,"$3,000","$909.09"
"238","WR","Greg Jennings","MIA",3.2,"$3,000","$937.50"
"239","WR","Davante Adams","GB",3.2,"$4,200","$1,312.50"
"240","WR","Stefon Diggs","MIN",3.2,"$4,400","$1,375.00"
"241","RB","DuJuan Harris","SF",3.2,"$3,000","$937.50"
"242","RB","Benny Cunningham","LA",3.2,"$3,000","$937.50"
"243","RB","Damien Williams","MIA",3.1,"$3,000","$967.74"
"244","WR","Marqise Lee","JAC",3.1,"$3,000","$967.74"
"245","DEF","Buffalo Bills","BUF",3,"$2,800","$933.33"
"246","DEF","New York Giants","NYG",3,"$2,500","$833.33"
"247","WR","Jerricho Cotchery","CAR",3,"$3,200","$1,066.67"
"248","WR","Cecil Shorts III","HOU",2.9,"$3,600","$1,241.38"
"249","RB","Tre Mason","LA",2.8,"$3,000","$1,071.43"
"250","WR","Emmanuel Sanders","DEN",2.7,"$5,900","$2,185.19"
"251","RB","Latavius Murray","OAK",2.7,"$4,800","$1,777.78"
"252","WR","Torrey Smith","SF",2.7,"$3,500","$1,296.30"
"253","TE","Phillip Supernaw","TEN",2.6,"$2,500","$961.54"
"254","RB","Orleans Darkwa","NYG",2.6,"$3,500","$1,346.15"
"255","WR","Calvin Johnson","DET",2.6,"$7,400","$2,846.15"
"256","WR","Donteea Dye","TB",2.6,"$3,000","$1,153.85"
"257","FB","John Kuhn","NO",2.6,"$3,000","$1,153.85"
"258","WR","Eddie Royal","CHI",2.5,"$3,000","$1,200.00"
"259","TE","Marcedes Lewis","JAC",2.4,"$2,500","$1,041.67"
"260","RB","Stevan Ridley","DET",2.3,"$3,000","$1,304.35"
"261","WR","Jamison Crowder","WAS",2.3,"$3,300","$1,434.78"
"262","WR","Bennie Fowler","DEN",2.2,"$3,000","$1,363.64"
"263","FB","Michael Burton","DET",2.2,"$3,000","$1,363.64"
"264","TE","Chris Gragg","BUF",2.1,"$2,500","$1,190.48"
"265","TE","Jared Cook","GB",2.1,"$2,500","$1,190.48"
"266","WR","Wes Welker","LA",2.1,"$3,000","$1,428.57"
"267","DEF","Minnesota Vikings","MIN",2,"$2,300","$1,150.00"
"268","DEF","Tampa Bay Buccaneers","TB",2,"$2,200","$1,100.00"
"269","DEF","New Orleans Saints","NO",2,"$2,100","$1,050.00"
"270","WR","Quincy Enunwa","NYJ",2,"$3,000","$1,500.00"
"271","RB","Shane Vereen","NYG",2,"$4,000","$2,000.00"
"272","TE","Scott Simonson","CAR",2,"$2,500","$1,250.00"
"273","TE","Charles Clay","BUF",1.9,"$3,500","$1,842.11"
"274","TE","Ryan Hewitt","CIN",1.9,"$2,500","$1,315.79"
"275","WR","Dez Bryant","DAL",1.9,"$6,800","$3,578.95"
"276","WR","Justin Hardy","ATL",1.9,"$3,000","$1,578.95"
"277","FB","Derrick Coleman","SEA",1.9,"$3,000","$1,578.95"
"278","RB","Jerick McKinnon","MIN",1.8,"$3,000","$1,666.67"
"279","TE","Luke Willson","SEA",1.8,"$2,500","$1,388.89"
"280","TE","Dwayne Allen","IND",1.7,"$2,500","$1,470.59"
"281","TE","Brandon Pettigrew","DET",1.7,"$2,500","$1,470.59"
"282","WR","Adam Thielen","MIN",1.7,"$3,000","$1,764.71"
"283","TE","Derek Carrier","WAS",1.7,"$2,500","$1,470.59"
"284","RB","Terrance West","BAL",1.6,"$3,500","$2,187.50"
"285","TE","Coby Fleener","NO",1.6,"$3,000","$1,875.00"
"286","WR","Jaelen Strong","HOU",1.6,"$3,000","$1,875.00"
"287","TE","Josh Hill","NO",1.6,"$2,500","$1,562.50"
"288","RB","Jay Ajayi","MIA",1.5,"$3,000","$2,000.00"
"289","WR","Hakeem Nicks","NYG",1.5,"$3,000","$2,000.00"
"290","WR","Jordan Norwood","DEN",1.5,"$3,000","$2,000.00"
"291","WR","Lucky Whitehead","DAL",1.5,"$3,000","$2,000.00"
"292","WR","Vincent Jackson","TB",1.5,"$4,500","$3,000.00"
"293","RB","Tevin Coleman","ATL",1.5,"$4,000","$2,666.67"
"294","WR","Kevin Smith","SEA",1.5,"$3,000","$2,000.00"
"295","RB","Stepfan Taylor","ARI",1.4,"$3,000","$2,142.86"
"296","QB","Andy Dalton","CIN",1.36,"$6,600","$4,852.94"
"297","TE","Justin Perillo","GB",1.3,"$2,500","$1,923.08"
"298","QB","Derek Anderson","CAR",1.24,"$5,000","$4,032.26"
"299","FB","Tommy Bohanon","NYJ",1.2,"$3,000","$2,500.00"
"300","FB","Darrel Young","CHI",1.2,"$3,000","$2,500.00"
"301","TE","Brent Celek","PHI",1.1,"$2,800","$2,545.45"
"302","WR","Jaron Brown","ARI",1.1,"$3,000","$2,727.27"
"303","DEF","Miami Dolphins","MIA",1,"$2,600","$2,600"
"304","DEF","Dallas Cowboys","DAL",1,"$2,100","$2,100"
"305","RB","Knile Davis","KC",0.6,"$3,000","$3,000"
"306","RB","Andre Williams","NYG",0.3,"$3,300","$3,300"
"307","FB","Bruce Miller","SF",0.3,"$3,000","$3,000"
"308","RB","Taiwan Jones","OAK",0.2,"$3,000","$3,000"
"309","RB","Kerwynn Williams","ARI",0.2,"$3,000","$3,000"
"310","QB","T.J. Yates","HOU",0.16,"$5,000","$5,000"
"311","RB","David Cobb","TEN",0.1,"$3,300","$3,300"
"312","RB","Akeem Hunt","HOU",0.1,"$3,000","$3,000"
"313","QB","Tarvaris Jackson","SEA",0.06,"$5,000","$5,000"
"314","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"315","DEF","Tennessee Titans","TEN",0,"$2,300","$2,300"
"316","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"317","FB","Jerome Felton","BUF",0,"$3,000","$3,000"
"318","WR","Devin Smith","NYJ",0,"$3,000","$3,000"
"319","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"320","TE","Jeff Cumberland","SD",0,"$2,500","$2,500"
"321","WR","Matt Slater","NE",0,"$3,000","$3,000"
"322","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"323","WR","Quan Bray","IND",0,"$3,000","$3,000"
"324","WR","Phillip Dorsett","IND",0,"$3,000","$3,000"
"325","WR","Neal Sterling","JAC",0,"$3,000","$3,000"
"326","TE","Khari Lee","CHI",0,"$2,500","$2,500"
"327","FB","Jay Prosch","HOU",0,"$3,000","$3,000"
"328","TE","Anthony Fasano","TEN",0,"$2,500","$2,500"
"329","WR","Tre McBride","TEN",0,"$3,000","$3,000"
"330","TE","Virgil Green","DEN",0,"$2,500","$2,500"
"331","WR","Amari Cooper","OAK",0,"$6,200","$6,200"
"332","TE","James Hanna","DAL",0,"$2,500","$2,500"
"333","WR","Devin Street","DAL",0,"$3,000","$3,000"
"334","WR","Seyi Ajirotutu","PHI",0,"$3,000","$3,000"
"335","FB","Nikita Whitlock","NYG",0,"$3,000","$3,000"
"336","TE","Jerome Cunningham","TEN",0,"$2,500","$2,500"
"337","WR","Ryan Grant","WAS",0,"$3,000","$3,000"
"338","RB","Ka'Deem Carey","CHI",0,"$3,200","$3,200"
"339","WR","Jeremy Ross","NYJ",0,"$3,000","$3,000"
"340","WR","Corey Fuller","DET",0,"$3,000","$3,000"
"341","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"342","WR","Jared Abbrederis","GB",0,"$3,000","$3,000"
"343","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"344","WR","Kaelin Clay","BAL",0,"$3,000","$3,000"
"345","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"346","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"347","TE","Levine Toilolo","ATL",0,"$2,500","$2,500"
"348","WR","Devin Hester","ATL",0,"$3,000","$3,000"
"349","DE","Charles Johnson","CAR",0,"$3,000","$3,000"
"350","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"351","WR","Bruce Ellington","SF",0,"$3,000","$3,000"
"352","LS","Kyle Nelson","SF",0,"$2,500","$2,500"
"353","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"354","WR","J.J. Nelson","ARI",0,"$3,000","$3,000"
"355","TE","Lance Kendricks","LA",0,"$2,500","$2,500"
"356","WR","Chris Givens","PHI",0,"$3,300","$3,300"
"357","RB","Chase Reynolds","LA",0,"$3,000","$3,000"
"358","QB","Landry Jones","PIT",-0.1,"$5,000","$5,000"
"359","QB","Scott Tolzien","IND",-0.3,"$5,000","$5,000"
"360","WR","Cody Latimer","DEN",-0.4,"$3,000","$3,000"
"361","QB","Charlie Whitehurst","IND",-0.48,"$5,000","$5,000"
"362","QB","Sean Renfree","ATL",-0.56,"$5,000","$5,000"
"363","WR","Marcus Thigpen","BUF",-1,"$3,000","$3,000"
"364","WR","Frankie Hammond","KC",-1,"$3,000","$3,000"
"365","RB","Glenn Winston","CLE",-1.8,"$3,000","$3,000"
"366","DEF","Baltimore Ravens","BAL",-2,"$2,300","$2,300"
"367","DEF","Atlanta Falcons","ATL",-2,"$2,500","$2,500"
