"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"16","NFL BIG $10 BoosterBIG $10 Booster (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$10.00","6,810","$60,000$60k","$100.00",172.68,219.78,"trevped"
"17","NFL $50K Safety$50K Safety (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",158.58,233.62,"mkings"
"18","NFL $50K Hail Mary$50K Hail Mary (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$12.00","4,775","$50,000$50k","$5,000.00",158.18,218.4,"Maddogg88"
"19","NFL $40K Blind Side$40K Blind Side (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$27.00","1,690","$40,000$40k","$5,000.00",160.02,219.88,"kb2794"
"20","NFL $40K Spy$40K Spy (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",161.44,233.62,"mkings"
"21","NFL $30K Red Zone$30K Red Zone (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$50.00","671","$30,000$30k","$3,000.00",159.72,197.58,"GoPackGo22"
"22","NFL $30K Hitch & Go$30K Hitch & Go (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$7.00","4,928","$30,000$30k","$2,000.00",156.12,218.4,"Maddogg88"
"23","NFL $25K Playmaker$25K Playmaker (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$530.00","50","$25,000$25k","$10,000.00",170.88,194.92,"superm123"
"24","NFL $25K Goal Line$25K Goal Line (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$300.00","93","$25,000$25k","$6,000.00",160.7,198.68,"NateBrock73072"
"25","NFL $25K Button Hook$25K Button Hook (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",159.22,214.82,"buck1097"
"26","NFL BIG $2 BoosterBIG $2 Booster (12/13/2015 1:00:00 PM)","12/13/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",171.38,231.48,"Uaintredi"
"27","NFL $350K Kickoff Special$350K Kickoff Special (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$5.00","80,500","$350,000$350k","$30,000.00",159.64,229.08,"jdkeith"
"28","NFL $150K Gridiron$150K Gridiron (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$27.00","6,337","$150,000$150k","$20,000.00",161.58,218.18,"MustardMan"
"29","NFL $75K Slant$75K Slant (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$9.00","9,583","$75,000$75k","$6,000.00",158.92,230.98,"mazz77"
"30","NFL $70K Blitz$70K Blitz (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$300.00","259","$70,000$70k","$12,000.00",163.9,203.08,"DrunkMick311"
"31","NFL $50K Play-Action$50K Play-Action (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$3.00","19,166","$50,000$50k","$4,000.00",160.28,228.48,"slacker18"
"32","GIANT NFL $10 Double UpGIANT  $10 Double Up (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$10.00","5,107","$45,000$45k","$20.00",145.08,217.68,"EOgull50"
"33","NFL $40K Hot Route$40K Hot Route (12/10/2015 8:25:00 PM)","12/10/2015 8:25:00 PM","$100.00","444","$40,000$40k","$7,000.00",161.68,217.68,"EOgull50"
