"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"22","NFL MASSIVE $100 Double UpMASSIVE $100 Double Up (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$100.00","1,111","$100,000$100k","$200.00",130.1,198.4,"Asl233"
"23","NFL $75K Play-Action$75K Play-Action (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$3.00","28,736","$75,000$75k","$5,000.00",147.4,227.38,"md30plus"
"24","NFL MASSIVE $1,000 Double UpMASSIVE $1,000 Double Up (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$1,000.00","64","$60,000$60k","$2,000.00",135.62,178.36,"funkhouse"
"25","NFL $50K Safety$50K Safety (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",145.46,230.02,"demondawgs76"
"26","NFL $50K Daily Dollar$50K Daily Dollar (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$1.00","57,500","$50,000$50k","$3,000.00",145,232.34,"nadams21"
"27","NFL $50K Blind Side$50K Blind Side (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",144.46,203.36,"eraml"
"28","NFL $40K Quarter Arcade$40K Quarter Arcade (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",144.4,232.74,"compuchef"
"29","NFL $40K Spy$40K Spy (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",144.98,189.2,"Tneimeyer"
"30","NFL $40K Gridiron$40K Gridiron (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$27.00","1,690","$40,000$40k","$5,000.00",148.5,207.64,"knecho"
"31","NFL $40K Red Zone$40K Red Zone (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$50.00","889","$40,000$40k","$4,000.00",144,224.32,"thesportsgeek"
"32","NFL $40K Button Hook$40K Button Hook (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$9.00","5,111","$40,000$40k","$4,000.00",143.46,206.86,"ajdiorio"
"33","NFL $40K Playmaker$40K Playmaker (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",145.5,171.86,"drfourcer"
"34","NFL MASSIVE $500 Double UpMASSIVE $500 Double Up (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$500.00","86","$40,000$40k","$1,000.00",134.5,174.16,"PSBC22"
"35","NFL $30K Chop Block$30K Chop Block (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$50.00","666","$30,000$30k","$3,000.00",146.2,211.46,"bobbyc102944"
"36","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$250.00","133","$30,000$30k","$500.00",131.5,174.16,"PSBC22"
"37","NFL $30K Play-Action$30K Play-Action (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$3.00","11,495","$30,000$30k","$2,000.00",142.52,223.96,"superman6015"
"38","NFL BIG $2 BoosterBIG $2 Booster (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",158.7,215.86,"Andrew0126"
"39","NFL $25K Hitch & Go$25K Hitch & Go (9/20/2015 1:00:00 PM)","9/20/2015 1:00:00 PM","$7.00","4,107","$25,000$25k","$2,000.00",145.24,215.64,"patfan1955"
"40","NFL $1M Kickoff Million$1M Kickoff Million (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$3.00","383,333","$1,000,000$1kk","$100,000.00",143.58,241.06,"kucheykoo13"
"41","NFL $400K Gridiron$400K Gridiron (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$27.00","16,900","$400,000$400k","$100,000.00",145.46,225.12,"thesportsgeek"
"42","NFL $150K Slant$150K Slant (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$9.00","19,167","$150,000$150k","$15,000.00",145.8,221.42,"BuffaloBill75"
"43","NFL $150K Blitz$150K Blitz (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$300.00","540","$150,000$150k","$25,000.00",145.76,200.76,"bigloeb21"
"44","NFL $50K Game Changer$50K Game Changer (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$1,060.00","50","$50,000$50k","$15,000.00",143.08,187.96,"BigPenguin"
"45","NFL $25K Play-Action$25K Play-Action (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$3.00","9,583","$25,000$25k","$2,000.00",145.56,223.54,"bean520"
"46","NFL $7.5K Safety$7.5K Safety (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$2.00","4,310","$7,500$7,500","$600.00",146.5,231.34,"lppgiv"
"47","NFL $7K Flea Flicker$7K Flea Flicker (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$5.00","1,610","$7,000$7k","$1,000.00",145.9,215.8,"oldmeaty"
"48","NFL $5K Safety$5K Safety (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$2.00","2,875","$5,000$5k","$500.00",145.74,215.8,"oldmeaty"
"49","NFL $5K Quarter Arcade$5K Quarter Arcade (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$0.25","23,500","$5,000$5k","$250.00",144.3,236.84,"lilhyppe"
"50","NFL $5K First Down$5K First Down (9/17/2015 8:25:00 PM)","9/17/2015 8:25:00 PM","$1.00","5,750","$5,000$5k","$300.00",145.34,223.36,"lToast"
