"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"40","QB","Andy Dalton","CIN",21.56,"$5,800","$269.02"
"41","QB","Matt Ryan","ATL",21.42,"$7,400","$345.47"
"42","QB","Peyton Manning","DEN",21.24,"$7,500","$353.11"
"43","DEF","Denver Broncos","DEN",21,"$2,800","$133.33"
"44","QB","Eli Manning","NYG",20.98,"$7,100","$338.42"
"45","WR","Rishard Matthews","TEN",20.5,"$3,000","$146.34"
"46","QB","Matthew Stafford","DET",20.44,"$6,800","$332.68"
"47","DEF","Cleveland Browns","CLE",20,"$2,900","$145.00"
"48","WR","Jordan Matthews","PHI",20,"$7,100","$355.00"
"49","RB","Giovani Bernard","CIN",19.9,"$4,500","$226.13"
"50","WR","Leonard Hankerson","BUF",19.7,"$3,000","$152.28"
"51","QB","Jameis Winston","TB",19.58,"$5,600","$286.01"
"52","TE","Anthony Fasano","TEN",19.4,"$2,500","$128.87"
"53","QB","Ryan Mallett","BAL",19.36,"$5,100","$263.43"
"54","DEF","Dallas Cowboys","DAL",19,"$2,800","$147.37"
"55","WR","Terrance Williams","DAL",18.4,"$4,200","$228.26"
"56","QB","Teddy Bridgewater","MIN",18.22,"$6,400","$351.26"
"57","QB","Marcus Mariota","TEN",18.18,"$6,000","$330.03"
"58","DEF","Arizona Cardinals","ARI",18,"$2,800","$155.56"
"59","WR","Sammy Watkins","BUF",18,"$6,200","$344.44"
"60","WR","Anquan Boldin","DET",18,"$5,700","$316.67"
"61","WR","Darrius Heyward-Bey","PIT",17.7,"$3,300","$186.44"
"62","RB","Latavius Murray","OAK",17.7,"$5,800","$327.68"
"63","RB","Shane Vereen","NYG",17.5,"$4,200","$240.00"
"64","RB","David Johnson","ARI",17.5,"$4,200","$240.00"
"65","QB","Ryan Fitzpatrick","NYJ",17.36,"$5,500","$316.82"
"66","RB","Dexter McCluster","TEN",16.4,"$3,000","$182.93"
"67","RB","Danny Woodhead","SD",16.4,"$4,000","$243.90"
"68","QB","Philip Rivers","SD",16.14,"$6,700","$415.12"
"69","RB","Devonta Freeman","ATL",15.9,"$4,200","$264.15"
"70","WR","Aaron Dobson","NE",15.7,"$3,000","$191.08"
"71","WR","Stevie Johnson","SD",15.5,"$4,200","$270.97"
"72","TE","Eric Ebron","DET",15.3,"$3,300","$215.69"
"73","WR","Robert Woods","BUF",15,"$3,100","$206.67"
"74","QB","Johnny Manziel","CLE",14.98,"$5,200","$347.13"
"75","TE","Tyler Eifert","CIN",14.9,"$4,200","$281.88"
"76","WR","Corey Brown","CAR",14.7,"$3,000","$204.08"
"77","RB","LeSean McCoy","BUF",14.6,"$6,600","$452.05"
"78","RB","Matt Forte","NYJ",14.5,"$7,700","$531.03"
"79","WR","Vincent Jackson","TB",14.4,"$5,500","$381.94"
"80","WR","Pierre Garcon","WAS",14.3,"$5,000","$349.65"
"81","TE","Jordan Reed","WAS",14.2,"$3,700","$260.56"
"82","WR","Ted Ginn Jr.","CAR",14.1,"$3,100","$219.86"
"83","DEF","New York Jets","NYJ",14,"$2,800","$200.00"
"84","WR","Golden Tate","DET",14,"$6,300","$450.00"
"85","TE","Kyle Rudolph","MIN",14,"$3,500","$250.00"
"86","RB","Mark Ingram","NO",13.8,"$5,900","$427.54"
"87","RB","Lorenzo Taliaferro","BAL",13.6,"$3,000","$220.59"
"88","RB","James Starks","GB",13.6,"$3,000","$220.59"
"89","WR","A.J. Green","CIN",13.5,"$7,500","$555.56"
"90","WR","Malcom Floyd","SD",13.5,"$4,400","$325.93"
"91","WR","Willie Snead","NO",13.4,"$3,000","$223.88"
"92","TE","Richard Rodgers","GB",13.3,"$2,500","$187.97"
"93","RB","Isaiah Crowell","CLE",13.2,"$4,400","$333.33"
"94","QB","Drew Brees","NO",13.1,"$7,800","$595.42"
"95","WR","Marvin Jones","DET",13.1,"$3,600","$274.81"
"96","DEF","New England Patriots","NE",13,"$2,900","$223.08"
"97","DEF","Tampa Bay Buccaneers","TB",13,"$2,600","$200.00"
"98","TE","Greg Olsen","CAR",13,"$4,900","$376.92"
"99","WR","Kamar Aiken","BAL",12.9,"$3,000","$232.56"
"100","TE","Larry Donnell","NYG",12.8,"$3,100","$242.19"
"101","TE","Jason Witten","DAL",12.6,"$4,300","$341.27"
"102","QB","Andrew Luck","IND",12.4,"$8,200","$661.29"
"103","WR","Kenny Britt","LA",12.4,"$4,100","$330.65"
"104","QB","Kirk Cousins","WAS",12.12,"$5,500","$453.80"
"105","RB","Justin Forsett","BAL",12,"$6,200","$516.67"
"106","WR","Joshua Bellamy","CHI",11.8,"$3,000","$254.24"
"107","RB","Karlos Williams","BUF",11.7,"$3,300","$282.05"
"108","TE","Jacob Tamme","ATL",11.7,"$2,500","$213.68"
"109","TE","Heath Miller","PIT",11.5,"$3,500","$304.35"
"110","RB","T.J. Yeldon","JAC",11.3,"$4,800","$424.78"
"111","WR","Louis Murphy","TB",11.2,"$3,000","$267.86"
"112","TE","Vernon Davis","WAS",11.2,"$3,000","$267.86"
"113","WR","Eddie Royal","CHI",11.1,"$3,700","$333.33"
"114","DEF","Cincinnati Bengals","CIN",11,"$3,000","$272.73"
"115","DEF","Kansas City Chiefs","KC",11,"$2,900","$263.64"
"116","RB","Damien Williams","MIA",11,"$3,000","$272.73"
"117","TE","Charles Clay","BUF",10.9,"$3,400","$311.93"
"118","WR","Marques Colston","NO",10.9,"$5,400","$495.41"
"119","QB","Sam Bradford","PHI",10.86,"$6,900","$635.36"
"120","WR","Allen Hurns","JAC",10.8,"$3,800","$351.85"
"121","RB","Melvin Gordon III","SD",10.8,"$5,000","$462.96"
"122","RB","Doug Martin","TB",10.8,"$5,600","$518.52"
"123","WR","Brandin Cooks","NO",10.8,"$7,000","$648.15"
"124","RB","Jonathan Grimes","HOU",10.7,"$3,000","$280.37"
"125","RB","DeMarco Murray","TEN",10.5,"$7,000","$666.67"
"126","WR","DeAndre Hopkins","HOU",10.3,"$7,400","$718.45"
"127","QB","Jay Cutler","CHI",10.2,"$6,000","$588.24"
"128","RB","Carlos Hyde","SF",10.1,"$5,100","$504.95"
"129","QB","Nick Foles","KC",10.1,"$5,500","$544.55"
"130","WR","Jaron Brown","ARI",10,"$3,000","$300.00"
"131","WR","James Jones","SD",9.9,"$4,700","$474.75"
"132","TE","Travis Kelce","KC",9.8,"$5,100","$520.41"
"133","TE","Ladarius Green","PIT",9.7,"$3,500","$360.82"
"134","TE","Jared Cook","GB",9.7,"$3,000","$309.28"
"135","WR","John Brown","ARI",9.5,"$5,100","$536.84"
"136","WR","Percy Harvin","BUF",9.4,"$4,500","$478.72"
"137","RB","Bilal Powell","NYJ",9.4,"$3,000","$319.15"
"138","WR","Cecil Shorts III","HOU",9.4,"$3,300","$351.06"
"139","WR","Nate Washington","NE",9.3,"$3,600","$387.10"
"140","TE","Jordan Cameron","MIA",9.2,"$4,000","$434.78"
"141","RB","Lamar Miller","HOU",9.2,"$5,500","$597.83"
"142","TE","Virgil Green","DEN",9.2,"$2,500","$271.74"
"143","WR","Jeremy Maclin","KC",9.2,"$6,500","$706.52"
"144","RB","Alfred Morris","DAL",9.2,"$5,000","$543.48"
"145","RB","Tevin Coleman","ATL",9.2,"$4,500","$489.13"
"146","RB","Marshawn Lynch","SEA",9.2,"$7,200","$782.61"
"147","TE","Martellus Bennett","NE",8.8,"$4,500","$511.36"
"148","WR","Markus Wheaton","PIT",8.7,"$3,800","$436.78"
"149","RB","Fred Jackson","SEA",8.6,"$3,300","$383.72"
"150","RB","Theo Riddick","DET",8.6,"$3,400","$395.35"
"151","WR","T.Y. Hilton","IND",8.5,"$7,200","$847.06"
"152","WR","Dorial Green-Beckham","TEN",8.3,"$3,300","$397.59"
"153","RB","Lance Dunbar","DAL",8.3,"$3,000","$361.45"
"154","WR","Davante Adams","GB",8.3,"$4,900","$590.36"
"155","TE","Chase Coffman","IND",8.2,"$2,500","$304.88"
"156","WR","Seth Roberts","OAK",8.2,"$3,000","$365.85"
"157","RB","Charles Sims","TB",8.2,"$3,600","$439.02"
"158","RB","Jeremy Langford","CHI",8.1,"$3,000","$370.37"
"159","DEF","Pittsburgh Steelers","PIT",8,"$2,800","$350.00"
"160","DEF","Philadelphia Eagles","PHI",8,"$2,700","$337.50"
"161","DEF","Minnesota Vikings","MIN",8,"$2,800","$350.00"
"162","RB","Chris Ivory","JAC",8,"$4,700","$587.50"
"163","WR","Andre Holmes","OAK",8,"$3,000","$375.00"
"164","QB","Tony Romo","DAL",8,"$7,100","$887.50"
"165","TE","Garrett Graham","DEN",7.7,"$2,500","$324.68"
"166","WR","Ty Montgomery","GB",7.7,"$3,000","$389.61"
"167","QB","Brandon Weeden","HOU",7.62,"$5,000","$656.17"
"168","RB","Joseph Randle","DAL",7.5,"$5,600","$746.67"
"169","WR","Ryan Grant","WAS",7.5,"$3,000","$400.00"
"170","TE","James O'Shaughnessy","KC",7.4,"$2,500","$337.84"
"171","WR","Andrew Hawkins","CLE",7.3,"$3,300","$452.05"
"172","RB","Darren McFadden","DAL",7.2,"$4,200","$583.33"
"173","RB","Chris Johnson","ARI",7.2,"$3,800","$527.78"
"174","QB","Alex Smith","KC",7.14,"$6,300","$882.35"
"175","DEF","Green Bay Packers","GB",7,"$3,000","$428.57"
"176","DEF","New Orleans Saints","NO",7,"$2,800","$400.00"
"177","RB","Knile Davis","KC",6.9,"$3,000","$434.78"
"178","RB","Jonathan Stewart","CAR",6.9,"$5,500","$797.10"
"179","WR","Mike Wallace","BAL",6.8,"$5,400","$794.12"
"180","RB","Chris Polk","HOU",6.7,"$3,000","$447.76"
"181","RB","Khiry Robinson","NYJ",6.7,"$3,000","$447.76"
"182","RB","Benny Cunningham","LA",6.7,"$4,400","$656.72"
"183","WR","Cameron Meredith","CHI",6.6,"$3,000","$454.55"
"184","WR","Quinton Patton","SF",6.5,"$3,000","$461.54"
"185","WR","Brandon Coleman","NO",6.3,"$3,300","$523.81"
"186","RB","Frank Gore","IND",6.1,"$4,800","$786.89"
"187","WR","Nelson Agholor","PHI",6.1,"$5,500","$901.64"
"188","FB","Zach Line","MIN",6.1,"$3,000","$491.80"
"189","FB","Austin Johnson","NO",6.1,"$3,000","$491.80"
"190","DEF","Houston Texans","HOU",6,"$2,900","$483.33"
"191","WR","Marqise Lee","JAC",5.9,"$3,700","$627.12"
"192","RB","Darren Sproles","PHI",5.9,"$3,500","$593.22"
"193","WR","Andre Johnson","TEN",5.7,"$5,800","$1,017.54"
"194","WR","Jarius Wright","MIN",5.6,"$3,000","$535.71"
"195","WR","Tavon Austin","LA",5.6,"$3,500","$625.00"
"196","TE","Luke Willson","SEA",5.6,"$2,500","$446.43"
"197","FB","Mike Tolbert","CAR",5.5,"$3,000","$545.45"
"198","WR","Justin Hunter","TEN",5.4,"$3,400","$629.63"
"199","WR","Cole Beasley","DAL",5.4,"$3,300","$611.11"
"200","TE","Scott Chandler","NE",5.3,"$2,600","$490.57"
"201","DEF","Washington Redskins","WAS",5,"$2,700","$540.00"
"202","DEF","Atlanta Falcons","ATL",5,"$2,700","$540.00"
"203","RB","Tre Mason","LA",5,"$4,700","$940.00"
"204","TE","Owen Daniels","DEN",4.9,"$3,300","$673.47"
"205","TE","Austin Seferian-Jenkins","TB",4.9,"$4,100","$836.73"
"206","TE","Zach Ertz","PHI",4.7,"$3,600","$765.96"
"207","WR","Preston Parker","NYG",4.7,"$3,000","$638.30"
"208","TE","Mychal Rivera","OAK",4.5,"$2,500","$555.56"
"209","WR","Jordan Norwood","DEN",4.4,"$3,000","$681.82"
"210","RB","Rashad Jennings","NYG",4.4,"$5,000","$1,136.36"
"211","RB","Duke Johnson","CLE",4.3,"$3,400","$790.70"
"212","RB","Andre Williams","NYG",4.3,"$3,000","$697.67"
"213","RB","Bishop Sankey","TEN",4.2,"$4,500","$1,071.43"
"214","WR","Danny Amendola","NE",4.2,"$3,300","$785.71"
"215","DEF","Indianapolis Colts","IND",4,"$2,900","$725.00"
"216","DEF","San Diego Chargers","SD",4,"$2,800","$700.00"
"217","DEF","Carolina Panthers","CAR",4,"$3,100","$775.00"
"218","DEF","Los Angeles Rams","LA",4,"$3,100","$775.00"
"219","DEF","Seattle Seahawks","SEA",4,"$3,100","$775.00"
"220","WR","Josh Huff","PHI",4,"$3,000","$750.00"
"221","RB","C.J. Anderson","DEN",3.9,"$6,700","$1,717.95"
"222","RB","Joique Bell","DET",3.8,"$4,600","$1,210.53"
"223","RB","Mike Davis","SF",3.8,"$3,200","$842.11"
"224","WR","DeAndrew White","SF",3.8,"$3,000","$789.47"
"225","WR","Quincy Enunwa","NYJ",3.7,"$3,000","$810.81"
"226","WR","Kendall Wright","TEN",3.7,"$5,000","$1,351.35"
"227","WR","Tyler Lockett","SEA",3.7,"$3,400","$918.92"
"228","RB","C.J. Spiller","NO",3.6,"$5,000","$1,388.89"
"229","WR","Phillip Dorsett","IND",3.5,"$3,300","$942.86"
"230","WR","Lance Moore","DET",3.4,"$3,000","$882.35"
"231","RB","Ronnie Hillman","DEN",3.4,"$5,600","$1,647.06"
"232","QB","Jimmy Clausen","BAL",3.34,"$5,000","$1,497.01"
"233","WR","Marlon Brown","DEN",3.2,"$3,200","$1,000.00"
"234","TE","Benjamin Watson","BAL",3.2,"$3,000","$937.50"
"235","FB","Jalston Fowler","TEN",3.2,"$3,000","$937.50"
"236","RB","Jeremy Hill","CIN",3.1,"$7,400","$2,387.10"
"237","DEF","Jacksonville Jaguars","JAC",3,"$2,600","$866.67"
"238","DEF","Oakland Raiders","OAK",3,"$2,400","$800.00"
"239","DEF","Detroit Lions","DET",3,"$2,900","$966.67"
"240","RB","De'Anthony Thomas","KC",3,"$3,000","$1,000.00"
"241","TE","Garrett Celek","SF",3,"$2,500","$833.33"
"242","TE","C.J. Fiedorowicz","HOU",2.9,"$2,500","$862.07"
"243","FB","Patrick DiMarco","ATL",2.9,"$3,000","$1,034.48"
"244","WR","Kenny Stills","MIA",2.8,"$4,100","$1,464.29"
"245","WR","Devin Street","DAL",2.8,"$3,000","$1,071.43"
"246","RB","Ameer Abdullah","DET",2.8,"$4,500","$1,607.14"
"247","TE","Gary Barnidge","CLE",2.7,"$2,500","$925.93"
"248","WR","Rashad Greene","JAC",2.7,"$3,500","$1,296.30"
"249","WR","Keenan Allen","SD",2.6,"$7,100","$2,730.77"
"250","FB","Marcel Reece","OAK",2.6,"$3,400","$1,307.69"
"251","TE","Gavin Escobar","DAL",2.6,"$2,500","$961.54"
"252","WR","Mohamed Sanu","ATL",2.5,"$3,300","$1,320.00"
"253","RB","Taiwan Jones","OAK",2.5,"$3,000","$1,200.00"
"254","TE","Michael Williams","NE",2.5,"$2,500","$1,000.00"
"255","WR","Devin Funchess","CAR",2.5,"$3,300","$1,320.00"
"256","TE","Lance Kendricks","LA",2.5,"$2,700","$1,080.00"
"257","TE","Craig Stevens","TEN",2.3,"$2,500","$1,086.96"
"258","WR","Chris Matthews","BAL",2.3,"$3,000","$1,304.35"
"259","WR","Nick Williams","ATL",2.2,"$3,000","$1,363.64"
"260","WR","Chris Hogan","NE",2.1,"$3,000","$1,428.57"
"261","FB","Kyle Juszczyk","BAL",2.1,"$3,100","$1,476.19"
"262","WR","Jerricho Cotchery","CAR",2.1,"$3,300","$1,571.43"
"263","TE","Blake Bell","SF",2.1,"$2,500","$1,190.48"
"264","TE","Jimmy Graham","SEA",2.1,"$5,800","$2,761.90"
"265","DEF","Buffalo Bills","BUF",2,"$2,900","$1,450.00"
"266","DEF","New York Giants","NYG",2,"$2,600","$1,300.00"
"267","RB","Alfred Blue","HOU",2,"$3,700","$1,850.00"
"268","RB","Chris Thompson","WAS",2,"$3,000","$1,500.00"
"269","WR","Marquess Wilson","CHI",2,"$3,400","$1,700.00"
"270","RB","Terron Ward","ATL",1.9,"$3,000","$1,578.95"
"271","RB","Rex Burkhead","CIN",1.8,"$3,000","$1,666.67"
"272","TE","Maxx Williams","BAL",1.8,"$2,500","$1,388.89"
"273","RB","Bobby Rainey","NYG",1.8,"$3,000","$1,666.67"
"274","RB","Javorius Allen","BAL",1.7,"$3,400","$2,000.00"
"275","WR","Jamison Crowder","WAS",1.7,"$3,000","$1,764.71"
"276","FB","Bruce Miller","SF",1.7,"$3,000","$1,764.71"
"277","WR","Chris Givens","PHI",1.7,"$3,000","$1,764.71"
"278","WR","Andre Caldwell","DET",1.6,"$3,000","$1,875.00"
"279","TE","Lee Smith","OAK",1.6,"$2,500","$1,562.50"
"280","WR","Rueben Randle","PHI",1.5,"$4,700","$3,133.33"
"281","WR","Geremy Davis","NYG",1.5,"$3,000","$2,000.00"
"282","TE","Jermaine Gresham","ARI",1.5,"$2,600","$1,733.33"
"283","TE","Clive Walford","OAK",1.4,"$2,500","$1,785.71"
"284","WR","DeVante Parker","MIA",1.3,"$3,700","$2,846.15"
"285","RB","Brandon Bolden","NE",1.3,"$3,000","$2,307.69"
"286","WR","Harry Douglas","TEN",1.3,"$3,000","$2,307.69"
"287","TE","Jerome Cunningham","TEN",1.3,"$2,500","$1,923.08"
"288","TE","Matthew Mulligan","DET",1.2,"$2,500","$2,083.33"
"289","RB","Travaris Cadet","NO",1.2,"$3,000","$2,500.00"
"290","TE","Josh Hill","NO",1.2,"$2,600","$2,166.67"
"291","RB","Jordan Todman","IND",1.1,"$3,000","$2,727.27"
"292","DEF","Tennessee Titans","TEN",1,"$3,000","$3,000"
"293","TE","Geoff Swaim","DAL",1,"$2,500","$2,500"
"294","WR","Andre Roberts","DET",1,"$3,300","$3,300"
"295","WR","Stedman Bailey","LA",1,"$3,000","$3,000"
"296","FB","Derrick Coleman","SEA",1,"$3,000","$3,000"
"297","RB","Denard Robinson","JAC",0.9,"$3,000","$3,000"
"298","RB","Eddie Lacy","GB",0.9,"$7,200","$7,200"
"299","RB","Jacquizz Rodgers","CHI",0.8,"$3,000","$3,000"
"300","RB","Matt Asiata","MIN",0.8,"$3,000","$3,000"
"301","WR","Taylor Gabriel","CLE",0.7,"$3,000","$3,000"
"302","RB","Jerick McKinnon","MIN",0.6,"$3,200","$3,200"
"303","RB","LeGarrette Blount","NE",0.4,"$5,000","$5,000"
"304","RB","Bernard Pierce","NYJ",0.4,"$3,000","$3,000"
"305","FB","Jay Prosch","HOU",0.4,"$3,000","$3,000"
"306","RB","Fozzy Whittaker","CAR",0.3,"$3,000","$3,000"
"307","RB","Jarryd Hayne","SF",0.3,"$3,000","$3,000"
"308","RB","Branden Oliver","SD",0.2,"$3,300","$3,300"
"309","FB","Michael Burton","DET",0.2,"$3,000","$3,000"
"310","RB","Corey Grant","JAC",0.1,"$3,000","$3,000"
"311","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"312","DEF","Miami Dolphins","MIA",0,"$3,300","$3,300"
"313","DEF","Chicago Bears","CHI",0,"$2,600","$2,600"
"314","WR","Marcus Thigpen","BUF",0,"$3,000","$3,000"
"315","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"316","WR","Greg Jennings","MIA",0,"$3,900","$3,900"
"317","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"318","FB","Tommy Bohanon","NYJ",0,"$3,000","$3,000"
"319","WR","Chris Owusu","NYJ",0,"$3,000","$3,000"
"320","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"321","TE","Ryan Hewitt","CIN",0,"$2,500","$2,500"
"322","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"323","WR","Brian Hartline","CLE",0,"$3,000","$3,000"
"324","RB","Terrance West","BAL",0,"$3,500","$3,500"
"325","RB","Shaun Draughn","SF",0,"$3,000","$3,000"
"326","FB","Malcolm Johnson","CLE",0,"$3,000","$3,000"
"327","WR","Dwayne Bowe","CLE",0,"$3,900","$3,900"
"328","TE","Darren Waller","BAL",0,"$3,000","$3,000"
"329","WR","Michael Campanaro","BAL",0,"$3,000","$3,000"
"330","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"331","RB","Tyler Varga","IND",0,"$3,000","$3,000"
"332","WR","Griff Whalen","MIA",0,"$3,000","$3,000"
"333","TE","Marcedes Lewis","JAC",0,"$2,500","$2,500"
"334","WR","Keith Mumphery","HOU",0,"$3,000","$3,000"
"335","LS","Beau Brinkley","TEN",0,"$2,500","$2,500"
"336","WR","Bennie Fowler","DEN",0,"$3,000","$3,000"
"337","TE","John Phillips","DEN",0,"$2,500","$2,500"
"338","WR","Albert Wilson","KC",0,"$3,000","$3,000"
"339","RB","Charcandrick West","KC",0,"$3,000","$3,000"
"340","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"341","RB","Ryan Mathews","PHI",0,"$3,600","$3,600"
"342","WR","Riley Cooper","PHI",0,"$3,000","$3,000"
"343","WR","Miles Austin","PHI",0,"$3,000","$3,000"
"344","WR","Dwayne Harris","NYG",0,"$3,000","$3,000"
"345","FB","Darrel Young","CHI",0,"$3,000","$3,000"
"346","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"347","WR","Marc Mariani","CHI",0,"$3,000","$3,000"
"348","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"349","TE","Rhett Ellison","MIN",0,"$2,500","$2,500"
"350","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"351","WR","Mike Evans","TB",0,"$7,400","$7,400"
"352","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"353","TE","Levine Toilolo","ATL",0,"$2,500","$2,500"
"354","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"355","WR","Roddy White","ATL",0,"$5,800","$5,800"
"356","TE","Ed Dickson","CAR",0,"$2,500","$2,500"
"357","DE","Charles Johnson","CAR",0,"$4,800","$4,800"
"358","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"359","TE","Vance McDonald","SF",0,"$2,500","$2,500"
"360","TE","Derek Carrier","WAS",0,"$2,500","$2,500"
"361","WR","Michael Floyd","ARI",0,"$4,800","$4,800"
"362","WR","Bradley Marquez","LA",0,"$3,000","$3,000"
"363","WR","Kevin Norwood","CAR",0,"$3,000","$3,000"
"364","WR","Jermaine Kearse","SEA",0,"$3,600","$3,600"
"365","QB","Michael Vick","PIT",-0.3,"$5,000","$5,000"
"366","DEF","Baltimore Ravens","BAL",-1,"$2,900","$2,900"
"367","WR","J.J. Nelson","ARI",-1,"$3,000","$3,000"
"368","DEF","San Francisco 49ers","SF",-4,"$2,700","$2,700"
