"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"75","DEF","Minnesota Vikings","MIN",15,"$2,800","$186.67"
"76","WR","Allen Hurns","JAC",15,"$3,700","$246.67"
"77","WR","Danny Amendola","NE",14.9,"$3,300","$221.48"
"78","WR","Brandin Cooks","NO",14.9,"$7,100","$476.51"
"79","WR","Emmanuel Sanders","DEN",14.7,"$7,600","$517.01"
"80","WR","Brian Hartline","CLE",14.6,"$3,000","$205.48"
"81","WR","Seth Roberts","OAK",14.6,"$3,000","$205.48"
"82","RB","Theo Riddick","DET",14.6,"$3,100","$212.33"
"83","RB","Bilal Powell","NYJ",14.5,"$3,000","$206.90"
"84","QB","Luke McCown","NO",14.4,"$5,000","$347.22"
"85","TE","Delanie Walker","TEN",13.8,"$3,400","$246.38"
"86","TE","Owen Daniels","DEN",13.8,"$2,900","$210.14"
"87","WR","Jermaine Kearse","SEA",13.6,"$3,500","$257.35"
"88","WR","Travis Benjamin","SD",13.5,"$4,200","$311.11"
"89","QB","Jameis Winston","TB",13.44,"$5,400","$401.79"
"90","WR","T.Y. Hilton","IND",13.4,"$6,700","$500.00"
"91","RB","Thomas Rawls","SEA",13.4,"$3,000","$223.88"
"92","TE","Clay Harbor","NE",13.3,"$2,500","$187.97"
"93","WR","Ted Ginn Jr.","CAR",13.3,"$3,300","$248.12"
"94","WR","Chris Hogan","NE",13.2,"$3,000","$227.27"
"95","WR","Donte Moncrief","IND",13.2,"$4,800","$363.64"
"96","RB","Charles Sims","TB",13.2,"$3,400","$257.58"
"97","RB","Antonio Andrews","TEN",13.1,"$3,000","$229.01"
"98","QB","Matthew Stafford","DET",12.58,"$6,300","$500.79"
"99","TE","Jason Witten","DAL",12.5,"$4,500","$360.00"
"100","WR","Jamison Crowder","WAS",12.5,"$3,000","$240.00"
"101","WR","Phillip Dorsett","IND",12.3,"$3,300","$268.29"
"102","WR","Keshawn Martin","NE",12.3,"$3,000","$243.90"
"103","RB","Ameer Abdullah","DET",12.2,"$4,500","$368.85"
"104","QB","Ryan Mallett","BAL",12.02,"$5,000","$415.97"
"105","DEF","Indianapolis Colts","IND",12,"$2,800","$233.33"
"106","QB","Philip Rivers","SD",11.84,"$6,400","$540.54"
"107","WR","Cecil Shorts III","HOU",11.8,"$3,500","$296.61"
"108","RB","Eddie Lacy","GB",11.7,"$7,200","$615.38"
"109","WR","Pierre Garcon","WAS",11.4,"$5,200","$456.14"
"110","RB","Giovani Bernard","CIN",11.3,"$4,700","$415.93"
"111","DEF","Baltimore Ravens","BAL",11,"$2,900","$263.64"
"112","DEF","Pittsburgh Steelers","PIT",11,"$3,000","$272.73"
"113","DEF","New York Giants","NYG",11,"$2,800","$254.55"
"114","DEF","Los Angeles Rams","LA",11,"$2,900","$263.64"
"115","WR","Jordan Matthews","PHI",10.9,"$6,900","$633.03"
"116","WR","Allen Robinson","JAC",10.8,"$5,200","$481.48"
"117","WR","Rashad Ross","WAS",10.7,"$3,000","$280.37"
"118","WR","Golden Tate","DET",10.7,"$5,700","$532.71"
"119","WR","Malcom Floyd","SD",10.3,"$3,900","$378.64"
"120","WR","Dorial Green-Beckham","TEN",10.2,"$3,300","$323.53"
"121","TE","Eric Ebron","DET",10.1,"$3,300","$326.73"
"122","DEF","Oakland Raiders","OAK",10,"$2,700","$270.00"
"123","WR","Quincy Enunwa","NYJ",10,"$3,000","$300.00"
"124","RB","Khiry Robinson","NYJ",10,"$3,000","$300.00"
"125","RB","LeSean McCoy","BUF",9.6,"$6,100","$635.42"
"126","RB","Lamar Miller","HOU",9.5,"$5,200","$547.37"
"127","RB","Duke Johnson","CLE",9.5,"$3,400","$357.89"
"128","RB","Darren McFadden","DAL",9.5,"$4,000","$421.05"
"129","WR","Ty Montgomery","GB",9.4,"$3,000","$319.15"
"130","WR","Willie Snead","NO",9.4,"$3,000","$319.15"
"131","QB","Colin Kaepernick","SF",9.28,"$6,300","$678.88"
"132","WR","John Brown","ARI",9.2,"$5,100","$554.35"
"133","TE","Coby Fleener","NO",9.1,"$3,000","$329.67"
"134","WR","Louis Murphy","TB",9.1,"$3,200","$351.65"
"135","WR","Bennie Fowler","DEN",9,"$3,000","$333.33"
"136","WR","Cole Beasley","DAL",8.9,"$3,300","$370.79"
"137","RB","Andre Williams","NYG",8.9,"$3,200","$359.55"
"138","WR","Tavon Austin","LA",8.8,"$3,700","$420.45"
"139","RB","Rashad Jennings","NYG",8.7,"$4,700","$540.23"
"140","WR","Marques Colston","NO",8.7,"$5,300","$609.20"
"141","RB","Ronnie Hillman","DEN",8.6,"$5,300","$616.28"
"142","QB","Sam Bradford","PHI",8.52,"$6,300","$739.44"
"143","QB","Brandon Weeden","HOU",8.28,"$5,200","$628.02"
"144","WR","Nate Washington","NE",8.2,"$3,600","$439.02"
"145","DEF","Green Bay Packers","GB",8,"$2,900","$362.50"
"146","WR","Mike Wallace","BAL",7.9,"$4,700","$594.94"
"147","QB","Nick Foles","KC",7.88,"$5,200","$659.90"
"148","WR","Robert Woods","BUF",7.8,"$3,300","$423.08"
"149","RB","Jonathan Grimes","HOU",7.8,"$3,100","$397.44"
"150","WR","DeVante Parker","MIA",7.6,"$3,200","$421.05"
"151","WR","Stevie Johnson","SD",7.6,"$4,300","$565.79"
"152","WR","Michael Crabtree","OAK",7.6,"$4,600","$605.26"
"153","TE","John Phillips","DEN",7.5,"$2,500","$333.33"
"154","WR","Leonard Hankerson","BUF",7.5,"$3,800","$506.67"
"155","RB","James White","NE",7.4,"$3,300","$445.95"
"156","TE","Maxx Williams","BAL",7.4,"$2,500","$337.84"
"157","RB","Matt Forte","NYJ",7.4,"$7,300","$986.49"
"158","FB","Mike Tolbert","CAR",7.4,"$3,000","$405.41"
"159","RB","Joique Bell","DET",7.4,"$4,200","$567.57"
"160","RB","Danny Woodhead","SD",7.3,"$4,400","$602.74"
"161","WR","Andre Holmes","OAK",7.3,"$3,000","$410.96"
"162","TE","Benjamin Watson","BAL",7.2,"$3,000","$416.67"
"163","RB","Carlos Hyde","SF",7.1,"$5,400","$760.56"
"164","RB","David Johnson","ARI",7.1,"$4,000","$563.38"
"165","DEF","New Orleans Saints","NO",7,"$2,700","$385.71"
"166","TE","Crockett Gillmore","BAL",7,"$3,300","$471.43"
"167","WR","Devin Smith","NYJ",6.9,"$3,000","$434.78"
"168","RB","Justin Forsett","BAL",6.9,"$6,000","$869.57"
"169","FB","Jalston Fowler","TEN",6.9,"$3,000","$434.78"
"170","QB","Ben Roethlisberger","PIT",6.68,"$7,200","$1,077.84"
"171","FB","Marcel Reece","OAK",6.6,"$3,200","$484.85"
"172","QB","Kellen Clemens","SD",6.52,"$5,000","$766.87"
"173","WR","Doug Baldwin","SEA",6.5,"$4,000","$615.38"
"174","TE","Jack Doyle","IND",6.2,"$2,500","$403.23"
"175","RB","T.J. Yeldon","JAC",6.2,"$4,400","$709.68"
"176","TE","Larry Donnell","NYG",6.2,"$3,100","$500.00"
"177","RB","Bishop Sankey","TEN",6.1,"$4,600","$754.10"
"178","RB","James Starks","GB",6.1,"$3,000","$491.80"
"179","FB","Zach Line","MIN",6.1,"$3,000","$491.80"
"180","DEF","Houston Texans","HOU",6,"$3,200","$533.33"
"181","DEF","Tennessee Titans","TEN",6,"$2,900","$483.33"
"182","WR","Vincent Jackson","TB",6,"$5,400","$900.00"
"183","RB","Marcus Murphy","NO",6,"$3,000","$500.00"
"184","WR","Tyler Lockett","SEA",6,"$3,400","$566.67"
"185","TE","Garrett Celek","SF",5.9,"$2,500","$423.73"
"186","WR","Taylor Gabriel","CLE",5.8,"$3,000","$517.24"
"187","WR","Jarius Wright","MIN",5.8,"$3,000","$517.24"
"188","WR","Jordan Norwood","DEN",5.7,"$3,000","$526.32"
"189","TE","Daniel Fells","NYG",5.7,"$2,500","$438.60"
"190","TE","Martellus Bennett","NE",5.5,"$4,600","$836.36"
"191","WR","Mohamed Sanu","ATL",5.4,"$3,300","$611.11"
"192","TE","Jermaine Gresham","ARI",5.4,"$2,500","$462.96"
"193","RB","Dexter McCluster","TEN",5.2,"$3,000","$576.92"
"194","RB","Jonathan Stewart","CAR",5.2,"$4,900","$942.31"
"195","RB","Melvin Gordon III","SD",5.1,"$5,000","$980.39"
"196","DEF","New England Patriots","NE",5,"$3,100","$620.00"
"197","DEF","Washington Redskins","WAS",5,"$2,700","$540.00"
"198","DEF","Detroit Lions","DET",5,"$2,700","$540.00"
"199","DEF","Carolina Panthers","CAR",5,"$3,100","$620.00"
"200","WR","Harry Douglas","TEN",5,"$3,000","$600.00"
"201","TE","Zach Ertz","PHI",5,"$3,500","$700.00"
"202","RB","Benny Cunningham","LA",5,"$4,000","$800.00"
"203","WR","Sammy Watkins","BUF",4.9,"$6,100","$1,244.90"
"204","WR","Marlon Brown","DEN",4.9,"$3,000","$612.24"
"205","WR","Darrius Heyward-Bey","PIT",4.9,"$3,500","$714.29"
"206","TE","Craig Stevens","TEN",4.9,"$2,500","$510.20"
"207","TE","Brandon Myers","TB",4.8,"$2,500","$520.83"
"208","WR","Eddie Royal","CHI",4.7,"$3,700","$787.23"
"209","TE","Jordan Cameron","MIA",4.6,"$3,800","$826.09"
"210","RB","Doug Martin","TB",4.6,"$5,100","$1,108.70"
"211","RB","C.J. Spiller","NO",4.6,"$4,800","$1,043.48"
"212","TE","Scott Chandler","NE",4.5,"$2,700","$600.00"
"213","RB","Fred Jackson","SEA",4.2,"$3,000","$714.29"
"214","RB","Tre Mason","LA",4.1,"$4,300","$1,048.78"
"215","DEF","Chicago Bears","CHI",4,"$2,600","$650.00"
"216","DEF","Tampa Bay Buccaneers","TB",4,"$2,500","$625.00"
"217","WR","Michael Campanaro","BAL",3.9,"$3,000","$769.23"
"218","TE","Nick Boyle","BAL",3.9,"$2,500","$641.03"
"219","WR","Justin Hunter","TEN",3.9,"$3,400","$871.79"
"220","TE","Ed Dickson","CAR",3.9,"$2,500","$641.03"
"221","QB","Jimmy Clausen","BAL",3.82,"$5,000","$1,308.90"
"222","WR","Andrew Hawkins","CLE",3.8,"$3,300","$868.42"
"223","QB","Teddy Bridgewater","MIN",3.74,"$6,200","$1,657.75"
"224","TE","Heath Miller","PIT",3.7,"$3,500","$945.95"
"225","RB","C.J. Anderson","DEN",3.7,"$6,200","$1,675.68"
"226","RB","Isaiah Crowell","CLE",3.6,"$4,500","$1,250.00"
"227","WR","Markus Wheaton","PIT",3.6,"$3,700","$1,027.78"
"228","TE","Anthony Fasano","TEN",3.6,"$2,800","$777.78"
"229","TE","Virgil Green","DEN",3.6,"$2,500","$694.44"
"230","WR","Adam Thielen","MIN",3.6,"$3,000","$833.33"
"231","TE","Levine Toilolo","ATL",3.6,"$2,500","$694.44"
"232","WR","Anquan Boldin","DET",3.6,"$5,400","$1,500.00"
"233","TE","Richard Rodgers","GB",3.5,"$2,500","$714.29"
"234","RB","Matt Asiata","MIN",3.5,"$3,000","$857.14"
"235","TE","Andrew Quarless","GB",3.4,"$2,500","$735.29"
"236","TE","Kyle Rudolph","MIN",3.4,"$3,300","$970.59"
"237","RB","Marshawn Lynch","SEA",3.3,"$7,400","$2,242.42"
"238","WR","Ricardo Lockette","SEA",3.3,"$3,000","$909.09"
"239","RB","Damien Williams","MIA",3.2,"$3,000","$937.50"
"240","TE","Lance Kendricks","LA",3.2,"$2,700","$843.75"
"241","FB","Kyle Juszczyk","BAL",3.1,"$3,000","$967.74"
"242","RB","Jacquizz Rodgers","CHI",3.1,"$3,000","$967.74"
"243","DEF","New York Jets","NYJ",3,"$3,000","$1,000.00"
"244","DEF","Cincinnati Bengals","CIN",3,"$3,000","$1,000.00"
"245","DEF","Atlanta Falcons","ATL",3,"$2,900","$966.67"
"246","TE","Jeff Cumberland","SD",3,"$2,500","$833.33"
"247","WR","Lance Moore","DET",3,"$3,000","$1,000.00"
"248","WR","Ryan Grant","WAS",2.9,"$3,000","$1,034.48"
"249","WR","Jason Avant","KC",2.8,"$3,000","$1,071.43"
"250","WR","Andre Roberts","DET",2.8,"$3,300","$1,178.57"
"251","RB","Matt Jones","WAS",2.8,"$4,000","$1,428.57"
"252","RB","Branden Oliver","SD",2.6,"$3,000","$1,153.85"
"253","WR","Chris Conley","KC",2.6,"$3,200","$1,230.77"
"254","WR","Marlon Moore","CLE",2.5,"$3,000","$1,200.00"
"255","RB","De'Anthony Thomas","KC",2.5,"$3,000","$1,200.00"
"256","RB","Bernard Pierce","NYJ",2.4,"$3,000","$1,250.00"
"257","RB","Corey Grant","JAC",2.4,"$3,000","$1,250.00"
"258","FB","Jay Prosch","HOU",2.4,"$3,000","$1,250.00"
"259","WR","Devin Funchess","CAR",2.4,"$3,100","$1,291.67"
"260","RB","Fozzy Whittaker","CAR",2.4,"$3,000","$1,250.00"
"261","RB","Todd Gurley","LA",2.4,"$4,700","$1,958.33"
"262","WR","Chris Givens","PHI",2.4,"$3,000","$1,250.00"
"263","TE","Jake Stoneburner","LA",2.3,"$2,500","$1,086.96"
"264","WR","Marqise Lee","JAC",2.3,"$3,400","$1,478.26"
"265","RB","Shane Vereen","NYG",2.3,"$4,300","$1,869.57"
"266","TE","Darren Fells","ARI",2.3,"$2,500","$1,086.96"
"267","RB","Roy Helu","OAK",2.2,"$3,000","$1,363.64"
"268","WR","Michael Floyd","ARI",2.2,"$4,000","$1,818.18"
"269","RB","Zac Stacy","NYJ",2.1,"$3,000","$1,428.57"
"270","RB","Jeremy Hill","CIN",2.1,"$7,300","$3,476.19"
"271","RB","Mike Davis","SF",2.1,"$3,200","$1,523.81"
"272","DEF","Cleveland Browns","CLE",2,"$2,900","$1,450.00"
"273","DEF","San Diego Chargers","SD",2,"$2,800","$1,400.00"
"274","DEF","San Francisco 49ers","SF",2,"$2,700","$1,350.00"
"275","WR","Greg Jennings","MIA",2,"$3,300","$1,650.00"
"276","TE","Josh Hill","NO",2,"$2,500","$1,250.00"
"277","TE","Garrett Graham","DEN",1.9,"$2,500","$1,315.79"
"278","RB","Alfred Morris","DAL",1.9,"$4,700","$2,473.68"
"279","WR","Brandon Coleman","NO",1.9,"$3,700","$1,947.37"
"280","TE","Lee Smith","OAK",1.8,"$2,500","$1,388.89"
"281","RB","Jerick McKinnon","MIN",1.8,"$3,000","$1,666.67"
"282","TE","Jacob Tamme","ATL",1.8,"$2,800","$1,555.56"
"283","RB","Alonzo Harris","GB",1.7,"$3,000","$1,764.71"
"284","WR","Quinton Patton","SF",1.7,"$3,000","$1,764.71"
"285","TE","Jared Cook","GB",1.7,"$2,800","$1,647.06"
"286","RB","Lorenzo Taliaferro","BAL",1.6,"$3,000","$1,875.00"
"287","RB","Taiwan Jones","OAK",1.6,"$3,000","$1,875.00"
"288","WR","Nick Williams","ATL",1.6,"$3,000","$1,875.00"
"289","WR","Aaron Dobson","NE",1.5,"$3,000","$2,000.00"
"290","FB","Patrick DiMarco","ATL",1.4,"$3,000","$2,142.86"
"291","QB","Michael Vick","PIT",1.32,"$5,000","$3,787.88"
"292","RB","Shaun Draughn","SF",1.2,"$3,000","$2,500.00"
"293","RB","Javorius Allen","BAL",1.2,"$3,100","$2,583.33"
"294","WR","Andre Caldwell","DET",1.2,"$3,000","$2,500.00"
"295","WR","Corey Brown","CAR",1.2,"$3,400","$2,833.33"
"296","FB","Juwan Thompson","DEN",1.1,"$3,000","$2,727.27"
"297","RB","Toby Gerhart","JAC",1,"$3,000","$3,000"
"298","TE","Blake Bell","SF",1,"$2,500","$2,500"
"299","WR","Chandler Worthy","NYJ",0.9,"$3,000","$3,000"
"300","WR","Cordarrelle Patterson","MIN",0.9,"$3,000","$3,000"
"301","RB","Cameron Artis-Payne","CAR",0.6,"$3,000","$3,000"
"302","RB","Stepfan Taylor","ARI",0.6,"$3,000","$3,000"
"303","RB","Chris Polk","HOU",0.5,"$3,400","$3,400"
"304","FB","Austin Johnson","NO",0.4,"$3,000","$3,000"
"305","RB","DeAngelo Williams","PIT",0.2,"$4,400","$4,400"
"306","FB","Darrel Young","CHI",0.2,"$3,000","$3,000"
"307","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"308","WR","Marcus Thigpen","BUF",0,"$3,000","$3,000"
"309","WR","Kenny Stills","MIA",0,"$3,400","$3,400"
"310","WR","Matt Slater","NE",0,"$3,000","$3,000"
"311","LS","Clark Harris","CIN",0,"$2,500","$2,500"
"312","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"313","TE","Tyler Eifert","CIN",0,"$4,800","$4,800"
"314","RB","Rex Burkhead","CIN",0,"$3,000","$3,000"
"315","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"316","TE","Rob Housler","CHI",0,"$2,500","$2,500"
"317","WR","Kamar Aiken","BAL",0,"$3,400","$3,400"
"318","TE","Darren Waller","BAL",0,"$3,000","$3,000"
"319","RB","Tyler Varga","IND",0,"$3,000","$3,000"
"320","WR","Andre Johnson","TEN",0,"$5,500","$5,500"
"321","WR","Griff Whalen","MIA",0,"$3,000","$3,000"
"322","TE","Marcedes Lewis","JAC",0,"$2,500","$2,500"
"323","WR","Albert Wilson","KC",0,"$3,000","$3,000"
"324","TE","James O'Shaughnessy","KC",0,"$2,500","$2,500"
"325","TE","Demetrius Harris","KC",0,"$2,500","$2,500"
"326","RB","Knile Davis","KC",0,"$3,000","$3,000"
"327","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"328","RB","Charcandrick West","KC",0,"$3,000","$3,000"
"329","TE","Mychal Rivera","OAK",0,"$2,500","$2,500"
"330","WR","Terrance Williams","DAL",0,"$4,600","$4,600"
"331","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"332","WR","Seyi Ajirotutu","PHI",0,"$3,000","$3,000"
"333","RB","Kenjon Barner","PHI",0,"$3,000","$3,000"
"334","WR","Miles Austin","PHI",0,"$3,000","$3,000"
"335","WR","Nelson Agholor","PHI",0,"$5,000","$5,000"
"336","RB","Orleans Darkwa","NYG",0,"$3,000","$3,000"
"337","FB","Nikita Whitlock","NYG",0,"$3,000","$3,000"
"338","WR","Dwayne Harris","NYG",0,"$3,000","$3,000"
"339","WR","Marc Mariani","CHI",0,"$3,000","$3,000"
"340","WR","Joshua Bellamy","CHI",0,"$3,100","$3,100"
"341","WR","Marquess Wilson","CHI",0,"$3,200","$3,200"
"342","WR","TJ Jones","DET",0,"$3,000","$3,000"
"343","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"344","FB","John Kuhn","NO",0,"$3,000","$3,000"
"345","WR","Davante Adams","GB",0,"$5,000","$5,000"
"346","TE","Rhett Ellison","MIN",0,"$2,500","$2,500"
"347","TE","MyCole Pruitt","MIN",0,"$2,500","$2,500"
"348","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"349","LS","Andrew DePaola","TB",0,"$2,500","$2,500"
"350","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"351","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"352","RB","Jordan Todman","IND",0,"$3,000","$3,000"
"353","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"354","DE","Charles Johnson","CAR",0,"$4,000","$4,000"
"355","FB","Bruce Miller","SF",0,"$3,000","$3,000"
"356","TE","Vernon Davis","WAS",0,"$3,200","$3,200"
"357","TE","Derek Carrier","WAS",0,"$2,500","$2,500"
"358","RB","Jarryd Hayne","SF",0,"$3,000","$3,000"
"359","WR","DeAndrew White","SF",0,"$3,000","$3,000"
"360","WR","Torrey Smith","SF",0,"$5,400","$5,400"
"361","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"362","TE","Cory Harkey","LA",0,"$2,500","$2,500"
"363","WR","Bradley Marquez","LA",0,"$3,000","$3,000"
"364","WR","Stedman Bailey","LA",0,"$3,000","$3,000"
"365","FB","Derrick Coleman","SEA",0,"$3,000","$3,000"
"366","WR","Chris Matthews","BAL",0,"$3,000","$3,000"
"367","TE","Cooper Helfet","SEA",0,"$2,500","$2,500"
"368","RB","Anthony Dixon","BUF",-0.1,"$3,000","$3,000"
"369","QB","EJ Manuel","BUF",-0.2,"$5,000","$5,000"
"370","QB","Jimmy Garoppolo","NE",-0.2,"$5,000","$5,000"
"371","QB","Drew Stanton","ARI",-0.3,"$5,000","$5,000"
"372","DEF","Jacksonville Jaguars","JAC",-2,"$2,600","$2,600"
"373","DEF","Kansas City Chiefs","KC",-3,"$2,900","$2,900"
"374","DEF","Dallas Cowboys","DAL",-3,"$2,800","$2,800"
"375","DEF","Miami Dolphins","MIA",-4,"$2,900","$2,900"
