"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"64","TE","Brent Celek","PHI",14.9,"$2,900","$194.63"
"65","RB","Darren Sproles","PHI",14.9,"$3,400","$228.19"
"66","RB","Eddie Lacy","GB",14.6,"$4,800","$328.77"
"67","WR","Cecil Shorts III","HOU",14.54,"$3,000","$206.33"
"68","WR","Dez Bryant","DAL",14.5,"$7,700","$531.03"
"69","TE","Greg Olsen","CAR",14.4,"$6,200","$430.56"
"70","RB","Ronnie Hillman","DEN",14.4,"$3,900","$270.83"
"71","WR","Anquan Boldin","DET",14.3,"$4,000","$279.72"
"72","WR","John Brown","ARI",14.2,"$5,200","$366.20"
"73","QB","Tom Brady","NE",14.08,"$8,500","$603.69"
"74","QB","Joe Flacco","BAL",13.96,"$5,300","$379.66"
"75","RB","Bilal Powell","NYJ",13.9,"$3,000","$215.83"
"76","TE","Julius Thomas","JAC",13.8,"$3,500","$253.62"
"77","WR","Calvin Johnson","DET",13.8,"$7,200","$521.74"
"78","TE","Cameron Brate","TB",13.7,"$2,500","$182.48"
"79","RB","Theo Riddick","DET",13.6,"$3,300","$242.65"
"80","WR","Leonard Hankerson","BUF",13.6,"$3,300","$242.65"
"81","QB","Alex Smith","KC",13.42,"$5,000","$372.58"
"82","WR","Kenny Stills","MIA",13.2,"$3,000","$227.27"
"83","RB","Jeremy Langford","CHI",13.2,"$5,600","$424.24"
"84","RB","Adrian Peterson","MIN",13.1,"$6,800","$519.08"
"85","TE","Vernon Davis","WAS",12.8,"$2,500","$195.31"
"86","WR","Stefon Diggs","MIN",12.6,"$5,000","$396.83"
"87","QB","Blake Bortles","JAC",12.58,"$5,900","$469.00"
"88","WR","Stevie Johnson","SD",12.4,"$3,900","$314.52"
"89","TE","Lance Kendricks","LA",12.3,"$2,500","$203.25"
"90","RB","DeMarco Murray","TEN",12.1,"$6,000","$495.87"
"91","WR","Eric Decker","NYJ",12.1,"$5,800","$479.34"
"92","DEF","Dallas Cowboys","DAL",12,"$2,400","$200.00"
"93","DEF","Green Bay Packers","GB",12,"$3,100","$258.33"
"94","RB","Frank Gore","IND",12,"$4,700","$391.67"
"95","WR","Doug Baldwin","SEA",12,"$3,500","$291.67"
"96","WR","A.J. Green","CIN",11.9,"$7,700","$647.06"
"97","RB","Todd Gurley","LA",11.6,"$7,600","$655.17"
"98","QB","Jay Cutler","CHI",11.5,"$5,100","$443.48"
"99","RB","Antonio Andrews","TEN",11.4,"$3,700","$324.56"
"100","RB","T.J. Yeldon","JAC",11.2,"$4,800","$428.57"
"101","WR","Michael Crabtree","OAK",11,"$6,000","$545.45"
"102","TE","Owen Daniels","DEN",10.9,"$2,700","$247.71"
"103","WR","Josh Huff","PHI",10.9,"$3,000","$275.23"
"104","WR","Cody Latimer","DEN",10.7,"$3,000","$280.37"
"105","WR","Jarvis Landry","MIA",10.6,"$6,700","$632.08"
"106","WR","Brandon LaFell","CIN",10.6,"$4,300","$405.66"
"107","RB","David Johnson","ARI",10.6,"$3,400","$320.75"
"108","WR","Randall Cobb","GB",10.4,"$6,700","$644.23"
"109","TE","Jordan Cameron","MIA",10.1,"$2,500","$247.52"
"110","DEF","Jacksonville Jaguars","JAC",10,"$2,600","$260.00"
"111","WR","Marvin Jones","DET",10,"$4,300","$430.00"
"112","WR","Joshua Bellamy","CHI",9.7,"$3,000","$309.28"
"113","WR","Jerricho Cotchery","CAR",9.7,"$3,000","$309.28"
"114","QB","Kirk Cousins","WAS",9.68,"$5,300","$547.52"
"115","WR","Albert Wilson","KC",9.6,"$3,000","$312.50"
"116","TE","Travis Kelce","KC",9.6,"$4,700","$489.58"
"117","TE","Jordan Reed","WAS",9.6,"$4,900","$510.42"
"118","RB","Jonathan Grimes","HOU",9.5,"$3,000","$315.79"
"119","QB","Tyrod Taylor","BUF",9.42,"$5,200","$552.02"
"120","RB","C.J. Anderson","DEN",9.2,"$3,700","$402.17"
"121","WR","Donte Moncrief","IND",9.1,"$4,700","$516.48"
"122","DEF","Tennessee Titans","TEN",9,"$2,400","$266.67"
"123","DEF","Atlanta Falcons","ATL",9,"$3,400","$377.78"
"124","WR","Jarius Wright","MIN",9,"$3,000","$333.33"
"125","WR","Adam Humphries","TB",9,"$3,000","$333.33"
"126","FB","Mike Tolbert","CAR",9,"$3,000","$333.33"
"127","RB","Latavius Murray","OAK",8.8,"$5,600","$636.36"
"128","TE","Darren Fells","ARI",8.8,"$2,500","$284.09"
"129","WR","Jeremy Butler","BAL",8.5,"$3,000","$352.94"
"130","WR","Robert Woods","BUF",8.4,"$3,400","$404.76"
"131","RB","Charcandrick West","KC",8.4,"$4,500","$535.71"
"132","WR","Dontrelle Inman","SD",8.1,"$3,000","$370.37"
"133","DEF","New England Patriots","NE",8,"$3,200","$400.00"
"134","DEF","Houston Texans","HOU",8,"$2,500","$312.50"
"135","WR","Javontee Herndon","SD",7.7,"$3,000","$389.61"
"136","QB","Derek Carr","OAK",7.56,"$6,300","$833.33"
"137","RB","Lamar Miller","HOU",7.5,"$6,200","$826.67"
"138","TE","Coby Fleener","NO",7.5,"$3,200","$426.67"
"139","RB","Chris Johnson","ARI",7.5,"$4,700","$626.67"
"140","QB","Case Keenum","LA",7.44,"$5,000","$672.04"
"141","WR","Seth Roberts","OAK",7.4,"$3,000","$405.41"
"142","WR","Russell Shepard","TB",7.4,"$3,000","$405.41"
"143","WR","Pierre Garcon","WAS",7.3,"$4,300","$589.04"
"144","RB","LeGarrette Blount","NE",7.1,"$5,000","$704.23"
"145","TE","Jared Cook","GB",7.1,"$2,500","$352.11"
"146","DEF","Miami Dolphins","MIA",7,"$2,500","$357.14"
"147","DEF","Denver Broncos","DEN",7,"$3,900","$557.14"
"148","WR","Dorial Green-Beckham","TEN",7,"$3,200","$457.14"
"149","QB","Philip Rivers","SD",6.92,"$6,900","$997.11"
"150","WR","Sammy Watkins","BUF",6.9,"$4,800","$695.65"
"151","TE","Jimmy Graham","SEA",6.9,"$4,900","$710.14"
"152","WR","Davante Adams","GB",6.6,"$4,600","$696.97"
"153","WR","Roddy White","ATL",6.4,"$3,400","$531.25"
"154","WR","Jermaine Kearse","SEA",6.4,"$3,300","$515.63"
"155","WR","Riley Cooper","PHI",6.2,"$3,000","$483.87"
"156","DEF","Washington Redskins","WAS",6,"$2,100","$350.00"
"157","DEF","Chicago Bears","CHI",6,"$2,000","$333.33"
"158","DEF","Los Angeles Rams","LA",6,"$3,600","$600.00"
"159","DEF","Seattle Seahawks","SEA",6,"$4,000","$666.67"
"160","WR","Andre Roberts","DET",6,"$3,000","$500.00"
"161","RB","Melvin Gordon III","SD",5.9,"$3,900","$661.02"
"162","WR","Jeremy Maclin","KC",5.9,"$5,000","$847.46"
"163","TE","Rob Gronkowski","NE",5.7,"$7,700","$1,350.88"
"164","RB","Ameer Abdullah","DET",5.6,"$3,400","$607.14"
"165","RB","Jay Ajayi","MIA",5.6,"$3,200","$571.43"
"166","RB","Chris Ivory","JAC",5.5,"$6,100","$1,109.09"
"167","WR","Bryan Walters","JAC",5.5,"$3,300","$600.00"
"168","TE","Garrett Celek","SF",5.5,"$2,500","$454.55"
"169","RB","James Starks","GB",5.4,"$5,300","$981.48"
"170","WR","Jordan Matthews","PHI",5.3,"$6,000","$1,132.08"
"171","DEF","Cincinnati Bengals","CIN",5,"$3,000","$600.00"
"172","DEF","Oakland Raiders","OAK",5,"$2,600","$520.00"
"173","DEF","Detroit Lions","DET",5,"$2,200","$440.00"
"174","DEF","Arizona Cardinals","ARI",5,"$3,500","$700.00"
"175","TE","Maxx Williams","BAL",5,"$2,500","$500.00"
"176","RB","Joique Bell","DET",5,"$3,300","$660.00"
"177","WR","Allen Hurns","JAC",4.9,"$5,800","$1,183.67"
"178","RB","Terron Ward","ATL",4.8,"$3,000","$625.00"
"179","TE","Jason Witten","DAL",4.7,"$5,100","$1,085.11"
"180","RB","Chris Thompson","WAS",4.7,"$3,200","$680.85"
"181","TE","Demetrius Harris","KC",4.6,"$2,500","$543.48"
"182","WR","Jason Avant","KC",4.6,"$3,000","$652.17"
"183","TE","Martellus Bennett","NE",4.6,"$4,200","$913.04"
"184","TE","Clive Walford","OAK",4.5,"$2,500","$555.56"
"185","WR","Chris Givens","PHI",4.5,"$3,200","$711.11"
"186","WR","Kenny Britt","LA",4.4,"$3,400","$772.73"
"187","FB","Kyle Juszczyk","BAL",4.3,"$3,000","$697.67"
"188","RB","Devonta Freeman","ATL",4.3,"$8,400","$1,953.49"
"189","RB","Fred Jackson","SEA",4.2,"$3,000","$714.29"
"190","WR","Mohamed Sanu","ATL",4.1,"$3,000","$731.71"
"191","WR","T.Y. Hilton","IND",4.1,"$6,200","$1,512.20"
"192","WR","Nelson Agholor","PHI",4.1,"$3,300","$804.88"
"193","DEF","Buffalo Bills","BUF",4,"$2,500","$625.00"
"194","WR","Griff Whalen","MIA",4,"$3,200","$800.00"
"195","TE","Gavin Escobar","DAL",4,"$2,500","$625.00"
"196","TE","Rhett Ellison","MIN",3.9,"$2,500","$641.03"
"197","RB","Dexter McCluster","TEN",3.8,"$3,300","$868.42"
"198","RB","Tevin Coleman","ATL",3.8,"$3,400","$894.74"
"199","TE","Clay Harbor","NE",3.7,"$2,500","$675.68"
"200","FB","Jamize Olawale","OAK",3.7,"$3,000","$810.81"
"201","RB","Kenjon Barner","PHI",3.7,"$3,000","$810.81"
"202","TE","Richard Rodgers","GB",3.7,"$3,100","$837.84"
"203","WR","Harry Douglas","TEN",3.6,"$3,100","$861.11"
"204","RB","Jerick McKinnon","MIN",3.5,"$3,000","$857.14"
"205","WR","Quinton Patton","SF",3.5,"$3,200","$914.29"
"206","TE","Luke Willson","SEA",3.5,"$2,500","$714.29"
"207","TE","Anthony Fasano","TEN",3.4,"$2,500","$735.29"
"208","WR","Nate Washington","NE",3.3,"$4,400","$1,333.33"
"209","WR","Wes Welker","LA",3.3,"$3,000","$909.09"
"210","TE","Zach Ertz","PHI",3.2,"$3,100","$968.75"
"211","RB","Ka'Deem Carey","CHI",3.2,"$3,000","$937.50"
"212","TE","Mychal Rivera","OAK",3.1,"$2,500","$806.45"
"213","WR","Lance Moore","DET",3.1,"$3,000","$967.74"
"214","DEF","New York Jets","NYJ",3,"$3,000","$1,000.00"
"215","DEF","San Diego Chargers","SD",3,"$2,300","$766.67"
"216","DEF","San Francisco 49ers","SF",3,"$2,100","$700.00"
"217","RB","Benny Cunningham","LA",3,"$3,000","$1,000.00"
"218","WR","Devin Street","DAL",2.9,"$3,000","$1,034.48"
"219","WR","Aaron Dobson","NE",2.7,"$3,000","$1,111.11"
"220","RB","Denard Robinson","JAC",2.7,"$3,000","$1,111.11"
"221","WR","Chris Conley","KC",2.7,"$3,000","$1,111.11"
"222","TE","Derek Carrier","WAS",2.7,"$2,500","$925.93"
"223","RB","Justin Forsett","BAL",2.6,"$5,800","$2,230.77"
"224","TE","Phillip Supernaw","TEN",2.6,"$2,500","$961.54"
"225","RB","Danny Woodhead","SD",2.6,"$5,300","$2,038.46"
"226","TE","Jacob Tamme","ATL",2.6,"$3,600","$1,384.62"
"227","WR","Torrey Smith","SF",2.6,"$3,600","$1,384.62"
"228","WR","Rishard Matthews","TEN",2.5,"$4,700","$1,880.00"
"229","WR","Brenton Bersin","CAR",2.5,"$3,000","$1,200.00"
"230","TE","Charles Clay","BUF",2.4,"$4,000","$1,666.67"
"231","WR","Cole Beasley","DAL",2.4,"$3,300","$1,375.00"
"232","WR","Andre Johnson","TEN",2.3,"$3,700","$1,608.70"
"233","RB","Matt Jones","WAS",2.2,"$4,000","$1,818.18"
"234","WR","Tavon Austin","LA",2.1,"$4,600","$2,190.48"
"235","WR","Marc Mariani","CHI",2,"$3,000","$1,500.00"
"236","TE","Virgil Green","DEN",1.9,"$2,500","$1,315.79"
"237","TE","Ladarius Green","PIT",1.9,"$3,000","$1,578.95"
"238","RB","Matt Asiata","MIN",1.9,"$3,000","$1,578.95"
"239","WR","Jordan Norwood","DEN",1.8,"$3,000","$1,666.67"
"240","TE","Brandon Pettigrew","DET",1.8,"$2,500","$1,388.89"
"241","TE","MyCole Pruitt","MIN",1.8,"$2,500","$1,388.89"
"242","RB","Fozzy Whittaker","CAR",1.8,"$3,000","$1,666.67"
"243","RB","Rex Burkhead","CIN",1.7,"$3,000","$1,764.71"
"244","TE","Dwayne Allen","IND",1.7,"$2,500","$1,470.59"
"245","FB","Zach Line","MIN",1.7,"$3,000","$1,764.71"
"246","WR","Justin Hardy","ATL",1.7,"$3,000","$1,764.71"
"247","RB","Andre Ellington","ARI",1.7,"$3,700","$2,176.47"
"248","TE","Cooper Helfet","SEA",1.7,"$2,500","$1,470.59"
"249","TE","Antonio Gates","SD",1.6,"$4,800","$3,000.00"
"250","WR","Cameron Meredith","CHI",1.6,"$3,000","$1,875.00"
"251","RB","Brandon Bolden","NE",1.5,"$3,000","$2,000.00"
"252","WR","Jamison Crowder","WAS",1.5,"$3,800","$2,533.33"
"253","WR","Amari Cooper","OAK",1.4,"$6,800","$4,857.14"
"254","TE","Scott Chandler","NE",1.3,"$2,500","$1,923.08"
"255","FB","Jalston Fowler","TEN",1.2,"$3,000","$2,500.00"
"256","RB","Karlos Williams","BUF",1.1,"$4,200","$3,818.18"
"257","DEF","Minnesota Vikings","MIN",1,"$2,300","$2,300"
"258","RB","De'Anthony Thomas","KC",0.7,"$3,000","$3,000"
"259","WR","Mike Wallace","BAL",0.6,"$3,500","$3,500"
"260","RB","Stevan Ridley","DET",0.5,"$3,000","$3,000"
"261","RB","Bobby Rainey","NYG",0.5,"$3,000","$3,000"
"262","FB","John Kuhn","NO",0.4,"$3,000","$3,000"
"263","FB","Jay Prosch","HOU",0.3,"$3,000","$3,000"
"264","FB","Marcel Reece","OAK",0.2,"$3,400","$3,400"
"265","QB","Derek Anderson","CAR",0.2,"$5,000","$5,000"
"266","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"267","WR","Deonte Thompson","CHI",0,"$3,000","$3,000"
"268","TE","Chris Gragg","BUF",0,"$2,500","$2,500"
"269","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"270","WR","Greg Jennings","MIA",0,"$3,000","$3,000"
"271","WR","Devin Smith","NYJ",0,"$3,000","$3,000"
"272","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"273","TE","Kellen Davis","NYJ",0,"$2,500","$2,500"
"274","FB","Tommy Bohanon","NYJ",0,"$3,000","$3,000"
"275","WR","Matt Slater","NE",0,"$3,000","$3,000"
"276","WR","Denarius Moore","BUF",0,"$3,000","$3,000"
"277","TE","Tyler Kroft","CIN",0,"$2,500","$2,500"
"278","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"279","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"280","WR","Quan Bray","IND",0,"$3,000","$3,000"
"281","TE","Marcedes Lewis","JAC",0,"$2,500","$2,500"
"282","WR","Keith Mumphery","HOU",0,"$3,000","$3,000"
"283","WR","Jaelen Strong","HOU",0,"$3,000","$3,000"
"284","TE","Craig Stevens","TEN",0,"$2,500","$2,500"
"285","WR","Rico Richardson","SD",0,"$3,000","$3,000"
"286","WR","Andre Holmes","OAK",0,"$3,000","$3,000"
"287","RB","Taiwan Jones","OAK",0,"$3,000","$3,000"
"288","TE","James Hanna","DAL",0,"$2,500","$2,500"
"289","WR","Lucky Whitehead","DAL",0,"$3,000","$3,000"
"290","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"291","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"292","WR","Miles Austin","PHI",0,"$3,000","$3,000"
"293","RB","Alfred Morris","DAL",0,"$3,900","$3,900"
"294","TE","Michael Williams","NE",0,"$2,500","$2,500"
"295","TE","Eric Ebron","DET",0,"$3,500","$3,500"
"296","WR","Corey Fuller","DET",0,"$3,000","$3,000"
"297","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"298","QB","Shaun Hill","MIN",0,"$5,000","$5,000"
"299","WR","Adam Thielen","MIN",0,"$3,000","$3,000"
"300","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"301","FB","Jorvorskie Lane","TB",0,"$3,000","$3,000"
"302","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"303","TE","Ed Dickson","CAR",0,"$2,500","$2,500"
"304","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"305","WR","Bruce Ellington","SF",0,"$3,000","$3,000"
"306","LS","Kyle Nelson","SF",0,"$2,500","$2,500"
"307","TE","Jermaine Gresham","ARI",0,"$2,500","$2,500"
"308","TE","Cory Harkey","LA",0,"$2,500","$2,500"
"309","FB","Derrick Coleman","SEA",0,"$3,000","$3,000"
"310","RB","David Cobb","TEN",-0.3,"$3,000","$3,000"
"311","DEF","Philadelphia Eagles","PHI",-1,"$3,100","$3,100"
