"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"17","NFL $100K Hail Mary$100K Hail Mary (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$12.00","9,550","$100,000$100k","$10,000.00",161.02,244.52,"00oreo00"
"18","NFL $100K Double Bubble$100K Double Bubble (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",148.34,244.52,"00oreo00"
"19","NFL $100K Super Booster$100K Super Booster (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$27.00","4,200","$100,000$100k","$1,000.00",192.02,226.18,"tashonwalker"
"20","NFL $100K Sunday Kickoff presented by Fox Sports$100K Sunday Kickoff presented by Fox Sports (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",163.06,234,"Jwayner3"
"21","NFL MASSIVE $1,000 Double UpMASSIVE $1,000 Double Up (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$1,000.00","106","$100,000$100k","$2,000.00",151.14,202.58,"Stavey"
"22","NFL MASSIVE $500 Double UpMASSIVE $500 Double Up (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$500.00","171","$80,000$80k","$1,000.00",149.86,203.4,"mfurd88"
"23","Beginner NFL $75K Play-ActionBeginner  $75K Play-Action (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$3.00","28,736","$75,000$75k","$5,000.00",162.4,240.94,"Neezo6"
"24","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$250.00","266","$60,000$60k","$500.00",146.14,200.2,"Truluck32"
"25","NFL BIG $10 BoosterBIG $10 Booster (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$10.00","6,810","$60,000$60k","$100.00",176.14,233.06,"dfwjustin"
"26","NFL $60K Quarter Arcade$60K Quarter Arcade (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$0.25","282,000","$60,000$60k","$1,000.00",163.7,253.82,"gzilla9"
"27","NFL $50K Huddle$50K Huddle (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$5.00","11,500","$50,000$50k","$5,000.00",163.8,241.96,"mattym99"
"28","NFL $50K Safety$50K Safety (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",163.96,244.52,"00oreo00"
"29","NFL $50K Blind Side$50K Blind Side (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",163.74,236.5,"fishyboy"
"30","NFL $50K Hitch & Go$50K Hitch & Go (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$7.00","8,214","$50,000$50k","$4,000.00",160.22,244.52,"00oreo00"
"31","Beginner NFL $50K GridironBeginner  $50K Gridiron (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",162.64,225.14,"rhunley14"
"32","Beginner NFL $40K SlantBeginner  $40K Slant (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$9.00","5,111","$40,000$40k","$4,000.00",162.8,226.1,"justdavenj"
"33","Beginner NFL $40K First DownBeginner  $40K First Down (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$1.00","46,000","$40,000$40k","$3,000.00",163.16,243.04,"justh22"
"34","NFL $40K Daily Dollar$40K Daily Dollar (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$1.00","46,000","$40,000$40k","$3,000.00",164.1,243.04,"justh22"
"35","NFL $40K Spy$40K Spy (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",160.72,208.18,"bartlax21"
"36","NFL $40K Playmaker$40K Playmaker (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",169.6,214.5,"CONDIA"
"37","NFL BIG $2 BoosterBIG $2 Booster (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$2.00","20,125","$35,000$35k","$20.00",176.4,247.68,"JoeJoeMcFun"
"38","NFL $30K Button Hook$30K Button Hook (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$9.00","3,832","$30,000$30k","$2,500.00",163.3,233.82,"frankfisch"
"39","NFL $25K Red Zone$25K Red Zone (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$50.00","555","$25,000$25k","$4,000.00",163.9,214.5,"CONDIA"
"40","NFL $25K Touchdown$25K Touchdown (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$200.00","138","$25,000$25k","$5,000.00",163.14,197.22,"nattyboy79"
"41","Beginner NFL $25K Hot RouteBeginner  $25K Hot Route (10/11/2015 1:00:00 PM)","10/11/2015 1:00:00 PM","$100.00","278","$25,000$25k","$2,500.00",161.64,202.24,"khrispy"
"42","NFL $1M Kickoff Million$1M Kickoff Million (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$3.00","380,152","$1,000,000$1kk","$100,000.00",165.54,260,"james.shear1"
"43","NFL $400K Gridiron$400K Gridiron (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$27.00","14,893","$400,000$400k","$100,000.00",162.48,242.94,"markymark4141"
"44","NFL $175K Slant$175K Slant (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$9.00","22,283","$175,000$175k","$12,000.00",164.88,245.5,"hassan2133"
"45","NFL $150K Blitz$150K Blitz (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$300.00","525","$150,000$150k","$25,000.00",164.4,231,"joec508"
"46","NFL GIANT $25 Double UpGIANT $25 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$25.00","6,787","$150,000$150k","$50.00",147.94,235.28,"tmat97"
"47","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$5.00","22,700","$100,000$100k","$10.00",149.2,236.9,"JKRiling"
"48","NFL MASSIVE $50 Double UpMASSIVE $50 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$50.00","1,680","$75,000$75k","$100.00",146.86,231.24,"spacemuseum"
"49","NFL $75K First Down$75K First Down (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$1.00","86,250","$75,000$75k","$5,000.00",167.74,251.3,"catball12"
"50","NFL $75K Hot Route$75K Hot Route (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$100.00","833","$75,000$75k","$15,000.00",165.16,217.96,"bigneeks1"
"51","NFL $75K Chop Block$75K Chop Block (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$50.00","1,577","$75,000$75k","$7,500.00",164.6,228.18,"rza199gza"
"52","NFL $75K Flea Flicker$75K Flea Flicker (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$5.00","17,250","$75,000$75k","$7,000.00",166.88,249.38,"prinzo"
"53","NFL $60K Hail Mary$60K Hail Mary (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$12.00","5,730","$60,000$60k","$5,000.00",166.94,242.48,"adrianbarco"
"54","NFL $50K Safety$50K Safety (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",168,247.76,"Sheeha01"
"55","NFL $50K Game Changer$50K Game Changer (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$1,060.00","47","$50,000$50k","$15,000.00",164.9,182,"PSBC22"
"56","NFL GIANT $10 Double UpGIANT $10 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$10.00","5,674","$50,000$50k","$20.00",147.86,226.98,"32Dawg"
"57","NFL GIANT $100 Double UpGIANT $100 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$100.00","555","$50,000$50k","$200.00",145.34,233.3,"seattleseahawks2016"
"58","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$250.00","177","$40,000$40k","$500.00",150.16,225.12,"tres33"
"59","NFL $40K Quarter Arcade$40K Quarter Arcade (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",166.2,269.28,"AMSO23"
"60","NFL $40K Hitch & Go$40K Hitch & Go (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$7.00","6,571","$40,000$40k","$3,000.00",166.5,244.84,"VinciDaGreatest89"
"61","NFL GIANT $2 Double UpGIANT $2 Double Up (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$2.00","19,861","$35,000$35k","$4.00",148.3,251.3,"catball12"
"62","Beginner NFL $25K SlantBeginner  $25K Slant (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",167.3,228.72,"LAFAMILIA87"
"63","Beginner NFL $25K GridironBeginner  $25K Gridiron (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$27.00","1,056","$25,000$25k","$3,500.00",167.84,218.7,"NateBrock73072"
"64","Beginner NFL $25K Play-ActionBeginner  $25K Play-Action (10/8/2015 8:25:00 PM)","10/8/2015 8:25:00 PM","$3.00","9,583","$25,000$25k","$2,000.00",166.94,232.84,"prnowlin15"
