"","Score","ProjPoints","Points","ActualPoints","PlayerId","FantasyResultId","PositionId","LineupCount","CurrentExposure","ExposureProbability","IsExposureLocked","FirstPosition","Positions","Position","TeamName","FullName","Cnt","Correlation","PositionCount","Salary","IsLocked","IsExcluded","Exposure","IsLiked","Properties.IsLocked","Properties.InjuryStatus","Properties.Confirmed","Properties.IsExcluded","Properties.Score","Properties.Player_Name","Properties.Salary","Properties.Position","Properties.Team","Properties.Opposing_TeamFB","Properties.Exp","Properties.AvgPts","Properties.Ceiling","Properties.Floor","Properties.ProjPlusMinus","Properties.PtVal","Properties.ImpPts","Properties.Trend","Properties.MyTrends","Properties.Site_Salary","Properties.p_own","Properties.OppPlusMinus","Properties.OffensiveSnapsPlayed","Properties.Pts","Properties.OppPts","Properties.Run_Change","Properties.Spread","Properties.Total","Properties.SpreadPct","Properties.InterceptionPct","Properties.PassingSuccessfulPct","Properties.RushingSuccessfulAllowedPct","Properties.SackPct","Properties.TakeawayPct","Properties.TouchdownAllowedPct","Properties.YardsPerPassingAttempt","Properties.ReceivingTargetsMarketShare","Properties.ReceivingTouchdownsMarketShare","Properties.ReceivingYardsMarketShare","Properties.RushingTouchdownsMarketShare","Properties.RushingYardsMarketShare","Properties.OffensiveSnapsMarketShare","Properties.PassingCompletions","Properties.PassingAttempts","Properties.PassYards","Properties.PassingCompletionPercentage","Properties.PassingYardsPerAttempt","Properties.AdjYPA","Properties.PassingTouchdowns","Properties.PassingRating","Properties.PassingLong","Properties.PassingAttemptsRBPct","Properties.PassingAttemptsWRPct","Properties.PassingAttemptsTEPct","Properties.PassTDPct","Properties.PassINTPct","Properties.PassSackPct","Properties.RushingAttempts","Properties.RushingLong","Properties.RushYards","Properties.RushingYardsPerAttempt","Properties.RushingTouchdowns","Properties.RushingSuccessfulPct","Properties.ReceiveTgts","Properties.Receptions","Properties.ReceivingYards","Properties.ReceivingLong","Properties.ReceivingYardsPerReception","Properties.ReceivingTouchdowns","Properties.ReceivingYardsPerTarget","Properties.RedZoneSnaps","Properties.OpportunitiesRedZone","Properties.OpportunitiesRedZone10","Properties.OpportunitiesRedZone5","Properties.RushingTouchdownsRedZonePct","Properties.ReceivingTouchdownsRedZonePct","Properties.RushingSuccessfulPctRedZone","Properties.RedZoneSnaps10","Properties.RedZoneSnaps5","Properties.RedZoneTouchdownPct","Properties.WeatherRating","Properties.Temperature","Properties.Wind_Speed","Properties.Wind_Direction","Properties.Humidity","Properties.PrecipProb","Properties.Month_PPG","Properties.Month_FPOpp","Properties.Month_FPSnap","Properties.Month_Salary_Change","Properties.Month_X1","Properties.Month_X2","Properties.Month_X0","Properties.Month_Count","Properties.Season_PPG","Properties.Season_FPOpp","Properties.Season_FPSnap","Properties.Season_Plus_Minus","Properties.Season_Salary_Change","Properties.Season_X1","Properties.Season_X2","Properties.Season_X0","Properties.Season_Count","Properties.ExpectedSacksPct","Properties.OppPlusMinusPct","Properties.ProjPlaysPct","Properties.MktShrPct","Properties.CeilingPct","Properties.ProjPct","Properties.PtPerDPct","Properties.FloorPct","Properties.FloorPtPerDPct","Properties.ProjPlusMinusPct","Properties.Vegas","Properties.Salary_Movement","Properties.Consistency","Properties.Upside","Properties.Pro_Pct","Properties.RushingFantasyPct","Properties.Plus_Minus","Properties.Season_PPG_Percentile","Properties.ActualPoints","Properties.SourceId","Properties.IsProjected","Properties.PositionId","Properties.PlayerId","Properties.EventTeamId","Properties.EventId","Properties.FantasyResultId","Properties.FullName"
"1","76.75","0","0","39.8","4907","424909","102","0","0","0","FALSE","RB","RB","RB","TB","","0","0","1","4700","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","76.75","Doug Martin","4700","RB","TB","JAX","-1","12.5","16.7","8.3","2.89","2.7","9.6","5","0","60","5-8","1.5","31","21","20","-2","-1","41","41","2.45","51.12","42.26","7.16","1.28","4.36","7.35","4.9","0","2.7","40","62.1","47.5","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"13","20","56","4.2","0.2","38.4","1","1","5","4","4.7","0","2.3","9.93","1.42","0.58","0.08","14.3","0","42.9","5.43","3.54","22.15","50","83","9","To Left","0.56","0","12.5","0.68","0.37","200","25","25","50","4","8.9","0.59","0.29","0.7","200","16","33","50","12","96","75","37","57","79","78","81","78","58","77","44","21","51","58","82",NA,"66","67","39.8","4","TRUE","102","4907","29252102","2925210","424909",""
"2","82.9","0","0","35.7","3032","424906","102","0","0","0","FALSE","RB","RB","RB","ATL","","0","0","1","6300","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","82.9","Devonta Freeman","6300","RB","ATL","WAS","-1","20.7","26.6","14.8","6.55","3.3","14.14","14","0","17","21-25","-1.5","23","28","20.5","0.2","-7.5","48.5","73","3.11","53.54","44.97","4.15","1.93","4.27","7.81","8.1","4.3","7.4","57.1","31.1","34.7","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"7","11","28","3.8","0.5","42","3","2","21","12","9.1","0.1","5.3","9.2","1.8","0.93","0.47","30","14.3","60","4.8","2.64","22.46","50","72","0",NA,"0","0","26.7","1.2","0.58","2000","25","75","0","4","11.1","1.05","0.48","5","2000","53","40","6","15","4","8","15","69","97","97","95","98","75","97","93","1","66","76","99",NA,"94","78","35.7","4","TRUE","102","3032","29252002","2925200","424906",""
"3","89.15","0","0","30","2972","424918","102","0","0","0","FALSE","RB","RB","RB","BAL","","0","0","1","5800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","89.15","Justin Forsett","5800","RB","BAL","CLE","-1","18.9","25.1","12.7","6.17","3.3","12.72","12","0","22","21-25","1.8","47","24.5","18.5","-0.8","-6","43","53","2.15","52.05","44.02","10.76","1.19","3.77","6.98","9.9","0","5","38.5","69.1","69.4","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"16","23","82","5","0.3","42.2","3","2","12","7","5.6","0","2.6","8.57","3.27","1.33","0.67","14","0","39.5","3.54","2.45","19.17","50","67","1","In","0.47","0","11.6","0.55","0.23","-400","50","0","50","4","15.1","0.75","0.32","1.5","-400","60","13","26","15","76","81","90","87","96","95","95","95","70","95","76","85","77","28","99",NA,"73","90","30","4","TRUE","102","2972","29252302","2925230","424918",""
"4","88.3","0","0","25.9","8732","424643","102","0","0","0","FALSE","RB","RB","RB","SEA","","0","0","1","3800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","88.3","Thomas Rawls","3800","RB","SEA","@CIN","-1","13.3","17.9","8.7","6.24","3.5","7.05","4","0","90","2-4","2.3","20","20.8","23.8","0","3","44.5","44","2.37","44.09","44.16","7.96","1.31","2.71","6.34","1.6","0","-0.1",NA,"30.7","30.2","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"8","8","39","4.5","0","57.1","0","0","0","0","-1","0","-0.3","6.8","0.25","0","0","0",NA,"100","4.46","3","17.65","50","71","6","In","0.46","0","4.9","0.53","0.25","800","25","25","50","4","4.9","0.53","0.25","0","800","25","25","50","4","44","88","64","38","82","81","97","80","74","96","41","8","74","84","74",NA,"60","46","25.9","4","TRUE","102","8732","29251901","2925190","424643",""
"5","79.6","0","0","25.7","1368","438262","102","0","0","0","FALSE","RB","RB","RB","PIT","","0","0","1","8500","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","79.6","Le'Veon Bell","8500","RB","PIT","@SD","-1","23.9","30.7","17.1","3.5","2.8","20.39","13","0","1","31-40","0.7","60","20.8","24.8","0","4","45.5","48","1.98","52.48","43.36","7.72","1.16","4.58","8","18.9","11.1","18.2","100","84.3","87.8","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"18","17","84","4.5","0.7","50.4","7","5","55","21","9.8","0.2","7.5","9.2","4.08","1.46","0.92","20","23.1","45","4.07","3.45","19.57","50","80","2","Right To Left","0.53","0","28.6","1.02","0.47","1000","0","100","0","2","27","1.05","0.45","7.9","1000","16","66","16","12","63","58","46","99","99","99","84","99","62","82","41","6","93","88","99",NA,"98","99","25.7","4","TRUE","102","1368","29253001","2925300","438262",""
"6","64.55","0","0","25","7477","424763","102","0","0","0","FALSE","RB","RB","RB","NYG","","0","0","1","4200","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","64.55","Shane Vereen","4200","RB","NYG","SF","-1","9.5","12.4","6.6","1.31","2.3","8.18","2","0","22",NA,"1.1","35","25.5","18","0.5","-7.5","43.5","65","2.64","51.22","45.57","7.91","1.5","4.06","7.68","12.4","8.8","11.1","8.3","17.2","51.2","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"5","8","17","3.2","0.1","43","4","3","30","17","9.7","0.2","6.1","8.33","1.47","0.87","0.47","9.1","18.2","36.4","4.46","2.5","19.2","50","57","2","From Right","0.69","0","8","0.89","0.3","0","25","25","50","4","9.5","0.96","0.27","-0.5","0","33","20","46","15","63","67","64","47","65","66","66","68","51","65","82","74","58","44","42",NA,"55","70","25","4","TRUE","102","7477","29252902","2925290","424763",""
"7","82.15","0","0","25","5459","424915","102","0","0","0","FALSE","RB","RB","RB","PHI","","0","0","1","6200","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","82.15","DeMarco Murray","6200","RB","PHI","NO","-1","17","21.9","12.1","3.13","2.7","13.86","13","0","13","2-4","2.2","40","28","21.5","1.5","-6.5","49.5","39","2.79","50.5","43.55","8.78","1.42","3.72","7.97","12.5","2.9","10","64.3","66.6","61.9","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"19","21","81","4.2","0.6","47.6","3","3","24","10","6.9","0.1","5.6","8.64","3.87","1.47","0.8","17.6","14.3","49","5.23","2.67","14.88","50","67","4","Right To Left","0.48","0","11.8","1.15","0.47","-500","33","0","66","3","20.9","0.9","0.52","0.9","-500","50","21","28","14","94","86","72","83","92","93","81","93","62","80","93","88","74","37","99",NA,"68","97","25","4","TRUE","102","5459","29252202","2925220","424915",""
"8","94.5","0","0","23.3","4661","424664","102","0","0","0","FALSE","RB","RB","RB","NE","","0","0","1","4800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","94.5","Dion Lewis","4800","RB","NE","@DAL","-1","18.4","23.8","13","8.5","3.8","9.88","14","0","87","26-30","1.7","51","29.5","21.5","1.2","-8","51","82","2.91","46.71","44.35","8.33","1.73","3.33","7.52","14.4","0","16.1","40","55.9","67.5","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"10","12","48","4.9","0.7","56.7","6","5","59","22","11.9","0","9","8.43","3","1.67","0.33","22.2",NA,"77.8","4.23","2.5","18.64","50","72","0","","0","0","21.3","1.47","0.39","1400","0","100","0","2","19.5","1.19","0.38","13.3","1800","0","100","0","3","37","80","64","91","94","95","98","95","85","99","96","4","100","100","99",NA,"99","96","23.3","4","TRUE","102","4661","29252701","2925270","424664",""
"9","76.15","0","0","21.9","2977","424730","102","0","0","0","FALSE","RB","RB","RB","CHI","","0","0","1","7000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","76.15","Matt Forte","7000","RB","CHI","@KC","-1","20.5","26.4","14.6","4.36","2.9","16.13","13","0","22","5-8","-0.9","59","17","27","-1.5","10","44","45","1.81","55.24","48","6.85","1.01","4.91","8","19.9","13.6","18.1","77.8","76.3","89.6","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"17","15","72","4.1","0.5","48.5","7","5","42","17","8.1","0.2","6.2","11.64","3.67","2.4","1","18.4","23.5","44.7","5.77","3.2","20.86","50","76","9","In","0.45","0","17.8","0.68","0.32","-800","50","25","25","4","21.9","0.86","0.36","1.6","-800","46","30","23","13","92","15","37","97","97","97","88","97","65","88","9","93","84","36","99",NA,"65","98","21.9","4","TRUE","102","2977","29251801","2925180","424730",""
"10","81.55","0","0","21.3","6246","424590","102","0","0","0","FALSE","RB","RB","RB","DET","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","81.55","Theo Riddick","3000","RB","DET","ARI","-1","11.6","15.1","8.1","6.81","3.9","4.77","5","0","82","0-1","0.3","17","20.8","25.3","-0.2","4.5","46","29","3.45","50.55","41.69","7.27","2.11","3.87","7.38","13.7","26.3","13.7","0","3.4","26.1","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1","2","2","2.4","0","31.3","5","3","35","15","9.1","0.4","6.1","8.93","1.29","0.43","0.29","0","25","50","5.85","3.64","21.64","50","72","0",NA,"0","0","10.9","1.74","0.54","-300","0","100","0","4","9.7","1.53","0.57","4.1","-300","14","71","14","14","73","42","15","58","74","74","98","77","85","97","41","83","94","94","82",NA,"91","71","21.3","4","TRUE","102","6246","29252602","2925260","424590",""
"11","78.4","0","0","20.8","2980","424939","102","0","0","0","FALSE","RB","RB","RB","HOU","","0","0","1","7000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","78.4","Arian Foster","7000","RB","HOU","IND","-1","19","24.5","13.5","2.86","2.7","16.13","9","0","13","","0.7","35","22.5","18","0.2","-4.5","40.5","56","3.04","44.46","40.8","6.43","1.77","4.16","6.76","9.4","23.8","8","45.5","51.7","47.7","0","0","0","100","5",NA,"0.1","9.8","0","0","0","100",NA,NA,NA,"14","20","65","4.7","0.4","42.3","3","2","19","13","9","0.4","5.3","6.87","2.46","1","0.77","18.2","44.4","40.9","4.17","2.33","22.33","50","72","0","","0","0","5.5","1.69","0.69","0","0","0","100","1","21.3","1.22","0.61","0.8","0","50","20","30","10","52","58","97","94","95","95","81","96","58","77","59","74","74","36","97",NA,"67","97","20.8","4","TRUE","102","2980","29251702","2925170","424939",""
"12","82.3","0","0","18.9","8634","435319","102","0","0","0","FALSE","RB","RB","RB","LA","","0","0","1","4300","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","82.3","Todd Gurley","4300","RB","LA","@GB","-1","15.1","20.1","10.1","6.62","3.5","8.46","5","0","96","21-25","-0.7","12","18.3","26.8","-0.5","8.5","45","39","2.25","51.47","39.71","9.71","1.33","2.83","7.61","2.7","0","2.5","0","41","23","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"6","14","38","6.2","0","32","0","0","5","3","6.7","0","3.1","7.86","1","0.5","0","0","0","0","3.85","2.56","14.55","50","72","10","From Right","0.56","0","11.8","1.68","0.98","-400","0","50","50","2","11.8","1.68","0.98","2.5","-400","0","50","50","2","37","19","0","91","88","87","97","87","75","97","17","85","74","84","82",NA,"80","81","18.9","4","TRUE","102","8634","29252401","2925240","435319",""
"13","54.4","0","0","18.6","4972","424487","102","0","0","0","FALSE","RB","RB","RB","PHI","","0","0","1","3500","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","54.4","Ryan Mathews","3500","RB","PHI","NO","-1","5.2","7.1","3.3","-1.01","1.5","6.19","3","0","75",NA,"2.2","24","28","21.5","1.5","-6.5","49.5","39","2.79","50.5","43.55","8.78","1.42","3.72","7.97","4.8","8.3","3.3","60","60.6","36.9","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"10","15","48","4.7","0.4","47.6","1","1","8","7","6.7","0.1","3.4","8.64","1.25","0.5","0.13","22.2","0","77.8","5.23","2.67","14.88","50","67","4","Right To Left","0.48","0","8.9","0.87","0.47","-100","0","50","50","4","10.5","0.86","0.44","2.4","-100","25","37","37","8","94","86","72","50","48","48","46","47","35","44","93","77","74","62","60",NA,"79","76","18.6","4","TRUE","102","4972","29252202","2925220","424487",""
"14","41.9","0","0","18.5","6154","424598","102","0","0","0","FALSE","RB","RB","RB","OAK","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","41.9","Marcel Reece","3000","RB","OAK","DEN","-1","3.8","5.2","2.4","-0.99","1.3","4.77","3","0","67",NA,"0.1","23","19.8","24.8","0.8","5","44.5","30","1.69","46.71","44.57","4.38","0.98","4.68","7.37","9.4","11.5","9.8","0","6","35","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1","3","5","4","0","40","3","2","22","13","9.2","0.2","6.3","11","0.87","0.47","0.2","0","44.4","50","5.47","2.92","18.79","50","75","6","To Left","0.56","0","7.6","2.76","0.54","0","75","25","0","4","6.4","1.26","0.28","1.3","0","66","26","6","15","59","40","21","51","40","40","42","40","33","45","31","74","66","76","60",NA,"71","54","18.5","4","TRUE","102","6154","29252802","2925280","424598",""
"15","63.55","0","0","17.6","6751","424580","102","0","0","0","FALSE","RB","RB","RB","TB","","0","0","1","3600","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","63.55","Charles Sims","3600","RB","TB","JAX","-1","7.9","10.7","5.1","1.41","2.2","6.48","3","0","87",NA,"1.5","29","21","20","-2","-1","41","41","2.45","51.12","42.26","7.16","1.28","4.36","7.35","11","13.3","10.8","20","24.8","46.1","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"7","9","22","3","0.1","36.3","3","2","24","15","10.3","0.2","8","9.93","1.25","0.17","0.08","8.3","33.3","50","5.43","3.54","22.15","50","83","9","To Left","0.56","0","10.3","1.03","0.32","-200","25","75","0","4","8.6","0.77","0.3","2.6","-200","41","58","0","12","96","75","37","55","60","60","63","60","47","66","44","80","90","96","60",NA,"81","66","17.6","4","TRUE","102","6751","29252102","2925210","424580",""
"16","85.3","0","0","17.3","8803","424484","102","0","0","0","FALSE","RB","RB","RB","JAX","","0","0","1","4400","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","85.3","T.J. Yeldon","4400","RB","JAX","@TB","-1","15","20","10","6.24","3.4","8.75","11","0","90","9-12","0.4","54","20","21","0","1","41","59","1.19","49.41","40","7.71","0.64","3.64","7.31","9.2","0","4.2",NA,"62","77.8","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"17","17","64","3.7","0","40","3","2","10","8","4.2","0","2.9","9.93","2.75","1","0.5","0",NA,"54.5","5.47","3","18.79","50","83","9","To Left","0.56","0","10.8","0.51","0.2","-1100","50","25","25","4","10.8","0.51","0.2","1","-1100","50","25","25","4","56","50","55","61","87","87","96","87","74","96","34","96","74","42","99",NA,"69","77","17.3","4","TRUE","102","8803","29252101","2925210","424484",""
"17","78.6","0","0","16.8","5104","424925","102","0","0","0","FALSE","RB","RB","RB","DAL","","0","0","1","3400","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","78.6","Darren McFadden","3400","RB","DAL","NE","-1","10.9","14.2","7.6","4.98","3.2","5.91","5","0","98","0-1","-0.1","25","21.5","29.5","0.7","8","51","18","2.59","49.17","42.9","5.18","1.54","4.38","7.37","7.7","0","4.8","25","34.9","38.3","0","0","0","0","0",NA,"0","2.5","0","0","0","0",NA,NA,NA,"8","10","31","3.5","0.1","42.3","2","1","11","6","6.3","0","3.9","10.13","1.25","0.44","0.38","17.6","0","47.1","5.2","3.36","19.74","50","72","0","","0","0","6.1","0.69","0.41","-1000","75","0","25","4","6.6","0.56","0.27","-0.6","-1000","62","12","25","16","67","33","29","66","71","72","93","74","70","91","49","95","54","50","82",NA,"54","55","16.8","4","TRUE","102","5104","29252702","2925270","424925",""
"18","58.7","0","0","16.7","2357","424488","102","0","0","0","FALSE","RB","RB","RB","CLE","","0","0","1","4100","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","58.7","Isaiah Crowell","4100","RB","CLE","@BAL","-1","9.3","12.5","6.1","1.39","2.3","7.9","3","0","82",NA,"-1.3","26","18.5","24.5","-0.3","6","43","47","3.27","42.51","49.4","5.34","1.77","3.34","6.49","3.6","0","4.2","46.2","42.5","40.3","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"10","14","39","3.9","0.4","40.2","1","0","9","8","12.2","0","4.5","9.81","1.13","0.5","0.25","27.8",NA,"66.7","4.5","2.92","17.83","50","67","1","In","0.47","0","9.4","0.7","0.32","-500","25","25","50","4","7.9","0.7","0.3","0.3","-500","25","31","43","16","44","10","29","40","66","65","66","65","50","65","19","88","62","62","60",NA,"63","62","16.7","4","TRUE","102","2357","29252301","2925230","424488",""
