"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"39","WR","Marquess Wilson","CHI",20.5,"$3,400","$165.85"
"40","WR","Jaelen Strong","HOU",19.3,"$3,000","$155.44"
"41","RB","Todd Gurley","LA",18.9,"$4,300","$227.51"
"42","RB","Ryan Mathews","PHI",18.6,"$3,500","$188.17"
"43","QB","Jay Cutler","CHI",18.58,"$5,300","$285.25"
"44","QB","Aaron Rodgers","GB",18.54,"$7,900","$426.11"
"45","FB","Marcel Reece","OAK",18.5,"$3,000","$162.16"
"46","QB","Carson Palmer","ARI",18.34,"$6,600","$359.87"
"47","WR","Josh Huff","PHI",17.8,"$3,000","$168.54"
"48","WR","Julio Jones","ATL",17.7,"$9,200","$519.77"
"49","RB","Charles Sims","TB",17.6,"$3,600","$204.55"
"50","WR","Lance Moore","DET",17.5,"$3,000","$171.43"
"51","TE","Jacob Tamme","ATL",17.4,"$2,500","$143.68"
"52","RB","T.J. Yeldon","JAC",17.3,"$4,400","$254.34"
"53","WR","John Brown","ARI",17.3,"$5,100","$294.80"
"54","RB","Darren McFadden","DAL",16.8,"$3,400","$202.38"
"55","WR","Larry Fitzgerald","ARI",16.8,"$6,800","$404.76"
"56","RB","Carlos Hyde","SF",16.7,"$4,900","$293.41"
"57","RB","Isaiah Crowell","CLE",16.7,"$4,100","$245.51"
"58","WR","Jamison Crowder","WAS",16.7,"$3,500","$209.58"
"59","WR","Jeremy Maclin","KC",16.5,"$6,000","$363.64"
"60","QB","Matt Hasselbeck","IND",16.22,"$5,000","$308.26"
"61","WR","Ty Montgomery","GB",15.9,"$3,400","$213.84"
"62","RB","Frank Gore","IND",15.8,"$5,000","$316.46"
"63","WR","James Jones","SD",15.7,"$5,700","$363.06"
"64","TE","Larry Donnell","NYG",15.5,"$2,900","$187.10"
"65","RB","Melvin Gordon III","SD",15.4,"$4,900","$318.18"
"66","QB","Jameis Winston","TB",15.26,"$5,100","$334.21"
"67","WR","Golden Tate","DET",15.2,"$5,200","$342.11"
"68","RB","Giovani Bernard","CIN",15.1,"$4,800","$317.88"
"69","DEF","Tampa Bay Buccaneers","TB",15,"$2,500","$166.67"
"70","RB","Antonio Andrews","TEN",14.4,"$3,500","$243.06"
"71","WR","Chris Hogan","NE",14.36,"$3,200","$222.84"
"72","WR","Travis Benjamin","SD",14.3,"$4,500","$314.69"
"73","WR","Markus Wheaton","PIT",14.2,"$3,300","$232.39"
"74","DEF","New England Patriots","NE",14,"$3,300","$235.71"
"75","DEF","Philadelphia Eagles","PHI",14,"$3,000","$214.29"
"76","DEF","Arizona Cardinals","ARI",14,"$3,800","$271.43"
"77","DEF","Seattle Seahawks","SEA",14,"$4,000","$285.71"
"78","WR","Andrew Hawkins","CLE",13.9,"$3,000","$215.83"
"79","WR","A.J. Green","CIN",13.8,"$7,700","$557.97"
"80","WR","T.Y. Hilton","IND",13.8,"$6,800","$492.75"
"81","RB","Duke Johnson","CLE",13.7,"$4,600","$335.77"
"82","QB","Russell Wilson","SEA",13.62,"$6,900","$506.61"
"83","QB","Michael Vick","PIT",13.52,"$5,100","$377.22"
"84","TE","Brent Celek","PHI",13.4,"$2,500","$186.57"
"85","QB","Alex Smith","KC",13.34,"$5,500","$412.29"
"86","RB","Chris Johnson","ARI",13.3,"$4,400","$330.83"
"87","WR","Dwayne Harris","NYG",13.2,"$3,400","$257.58"
"88","DEF","Pittsburgh Steelers","PIT",13,"$2,800","$215.38"
"89","DEF","Washington Redskins","WAS",13,"$2,400","$184.62"
"90","RB","Danny Woodhead","SD",12.6,"$4,600","$365.08"
"91","TE","Benjamin Watson","BAL",12.6,"$2,500","$198.41"
"92","RB","David Johnson","ARI",12.6,"$4,300","$341.27"
"93","RB","Andre Ellington","ARI",12.3,"$5,300","$430.89"
"94","FB","Kyle Juszczyk","BAL",12.1,"$3,000","$247.93"
"95","DEF","Atlanta Falcons","ATL",12,"$3,200","$266.67"
"96","WR","Mohamed Sanu","ATL",11.9,"$3,300","$277.31"
"97","QB","Derek Carr","OAK",11.86,"$5,500","$463.74"
"98","WR","Kamar Aiken","BAL",11.8,"$3,800","$322.03"
"99","WR","Jermaine Kearse","SEA",11.8,"$3,500","$296.61"
"100","WR","Keenan Allen","SD",11.7,"$7,200","$615.38"
"101","WR","Calvin Johnson","DET",11.7,"$7,400","$632.48"
"102","TE","Garrett Celek","SF",11.6,"$2,500","$215.52"
"103","WR","Taylor Gabriel","CLE",11.5,"$3,000","$260.87"
"104","RB","Joseph Randle","DAL",11.3,"$6,000","$530.97"
"105","QB","Marcus Mariota","TEN",11.18,"$6,000","$536.67"
"106","WR","Marvin Jones","DET",11.1,"$3,700","$333.33"
"107","DEF","Kansas City Chiefs","KC",11,"$2,800","$254.55"
"108","TE","Zach Ertz","PHI",11,"$2,900","$263.64"
"109","RB","De'Anthony Thomas","KC",10.9,"$3,000","$275.23"
"110","QB","Kirk Cousins","WAS",10.86,"$5,300","$488.03"
"111","RB","Chris Thompson","WAS",10.8,"$3,300","$305.56"
"112","WR","Tavon Austin","LA",10.8,"$4,300","$398.15"
"113","TE","Rob Gronkowski","NE",10.7,"$7,500","$700.93"
"114","RB","Rashad Jennings","NYG",10.7,"$4,500","$420.56"
"115","RB","Matt Jones","WAS",10.7,"$4,000","$373.83"
"116","TE","Derek Carrier","WAS",10.7,"$2,500","$233.64"
"117","QB","Dan Orlovsky","DET",10.64,"$5,000","$469.92"
"118","WR","Demaryius Thomas","DEN",10.5,"$8,100","$771.43"
"119","TE","Richard Rodgers","GB",10.5,"$2,900","$276.19"
"120","TE","Darren Fells","ARI",10.5,"$2,500","$238.10"
"121","WR","Bryan Walters","JAC",10.4,"$3,000","$288.46"
"122","WR","Stedman Bailey","LA",10.3,"$3,000","$291.26"
"123","DEF","Oakland Raiders","OAK",10,"$2,600","$260.00"
"124","TE","Ladarius Green","PIT",10,"$3,200","$320.00"
"125","WR","Doug Baldwin","SEA",10,"$4,200","$420.00"
"126","RB","Jamaal Charles","KC",9.4,"$7,800","$829.79"
"127","WR","Michael Crabtree","OAK",9.4,"$4,600","$489.36"
"128","WR","Jordan Matthews","PHI",9.4,"$6,400","$680.85"
"129","RB","Mark Ingram","NO",9.4,"$6,100","$648.94"
"130","WR","Rueben Randle","PHI",9.2,"$4,400","$478.26"
"131","WR","Cameron Meredith","CHI",9.2,"$3,000","$326.09"
"132","QB","Matt Ryan","ATL",9.16,"$6,700","$731.44"
"133","WR","Joshua Bellamy","CHI",9.1,"$3,300","$362.64"
"134","DEF","Chicago Bears","CHI",9,"$2,400","$266.67"
"135","DEF","Los Angeles Rams","LA",9,"$2,300","$255.56"
"136","WR","Amari Cooper","OAK",8.9,"$6,600","$741.57"
"137","TE","Will Tye","NYG",8.8,"$2,500","$284.09"
"138","QB","Matthew Stafford","DET",8.72,"$5,400","$619.27"
"139","RB","Latavius Murray","OAK",8.7,"$6,300","$724.14"
"140","QB","Peyton Manning","DEN",8.64,"$7,000","$810.19"
"141","QB","Brandon Weeden","HOU",8.32,"$5,100","$612.98"
"142","WR","Pierre Garcon","WAS",8.1,"$5,300","$654.32"
"143","DEF","Buffalo Bills","BUF",8,"$3,400","$425.00"
"144","WR","Cole Beasley","DAL",8,"$3,100","$387.50"
"145","WR","Justin Hunter","TEN",7.8,"$3,200","$410.26"
"146","WR","Malcom Floyd","SD",7.8,"$3,500","$448.72"
"147","TE","Heath Miller","PIT",7.6,"$3,300","$434.21"
"148","TE","Delanie Walker","TEN",7.6,"$3,800","$500.00"
"149","WR","Corey Fuller","DET",7.6,"$3,000","$394.74"
"150","RB","James Starks","GB",7.6,"$3,500","$460.53"
"151","WR","Antonio Brown","PIT",7.5,"$8,700","$1,160.00"
"152","RB","LeGarrette Blount","NE",7.4,"$4,500","$608.11"
"153","TE","Jason Witten","DAL",7.3,"$4,500","$616.44"
"154","RB","Bishop Sankey","TEN",7.3,"$4,200","$575.34"
"155","TE","Martellus Bennett","NE",7.2,"$5,000","$694.44"
"156","WR","Mike Evans","TB",7.1,"$6,100","$859.15"
"157","DEF","Cincinnati Bengals","CIN",7,"$2,800","$400.00"
"158","DEF","Tennessee Titans","TEN",7,"$3,000","$428.57"
"159","RB","Anthony Dixon","BUF",6.9,"$3,000","$434.78"
"160","WR","Bennie Fowler","DEN",6.6,"$3,000","$454.55"
"161","WR","Marques Colston","NO",6.6,"$4,300","$651.52"
"162","TE","Travis Kelce","KC",6.5,"$5,200","$800.00"
"163","RB","Fred Jackson","SEA",6.4,"$3,000","$468.75"
"164","WR","Keith Mumphery","HOU",6.3,"$3,000","$476.19"
"165","TE","Mychal Rivera","OAK",6.3,"$2,500","$396.83"
"166","WR","Riley Cooper","PHI",6.2,"$3,300","$532.26"
"167","WR","Torrey Smith","SF",6.2,"$4,200","$677.42"
"168","DEF","Indianapolis Colts","IND",6,"$2,900","$483.33"
"169","DEF","San Diego Chargers","SD",6,"$3,100","$516.67"
"170","WR","Kendall Wright","TEN",6,"$5,400","$900.00"
"171","RB","C.J. Anderson","DEN",6,"$5,300","$883.33"
"172","TE","Jimmy Graham","SEA",6,"$6,100","$1,016.67"
"173","TE","Brandon Pettigrew","DET",5.9,"$2,500","$423.73"
"174","WR","Bruce Ellington","SF",5.9,"$3,000","$508.47"
"175","QB","Nick Foles","KC",5.84,"$5,200","$890.41"
"176","RB","Javorius Allen","BAL",5.8,"$3,000","$517.24"
"177","TE","Nick Boyle","BAL",5.7,"$2,500","$438.60"
"178","TE","Brandon Myers","TB",5.4,"$2,500","$462.96"
"179","WR","Randall Cobb","GB",5.3,"$7,500","$1,415.09"
"180","RB","Khiry Robinson","NYJ",5.2,"$3,000","$576.92"
"181","WR","Terrance Williams","DAL",5,"$4,300","$860.00"
"182","WR","Tyler Lockett","SEA",4.9,"$3,400","$693.88"
"183","RB","Roy Helu","OAK",4.8,"$3,000","$625.00"
"184","RB","Benny Cunningham","LA",4.8,"$3,300","$687.50"
"185","RB","Darren Sproles","PHI",4.7,"$4,200","$893.62"
"186","RB","Zach Zenner","DET",4.7,"$3,000","$638.30"
"187","RB","Charcandrick West","KC",4.6,"$3,000","$652.17"
"188","RB","Eddie Lacy","GB",4.5,"$6,700","$1,488.89"
"189","WR","Marquise Goodwin","BUF",4.4,"$3,000","$681.82"
"190","WR","Darrius Heyward-Bey","PIT",4.4,"$3,500","$795.45"
"191","WR","Vincent Jackson","TB",4.4,"$5,000","$1,136.36"
"192","RB","Alfred Blue","HOU",4.3,"$3,900","$906.98"
"193","WR","Keshawn Martin","NE",4.3,"$3,000","$697.67"
"194","TE","Clive Walford","OAK",4.3,"$2,500","$581.40"
"195","WR","Roddy White","ATL",4.3,"$3,500","$813.95"
"196","FB","Bruce Miller","SF",4.3,"$3,000","$697.67"
"197","RB","Chris Polk","HOU",4.2,"$3,300","$785.71"
"198","TE","Tim Wright","DET",4.2,"$2,500","$595.24"
"199","DEF","Dallas Cowboys","DAL",4,"$2,500","$625.00"
"200","TE","Julius Thomas","JAC",4,"$4,500","$1,125.00"
"201","WR","Harry Douglas","TEN",3.7,"$3,000","$810.81"
"202","TE","Luke Willson","SEA",3.7,"$2,500","$675.68"
"203","RB","Ronnie Hillman","DEN",3.6,"$4,900","$1,361.11"
"204","TE","Lance Kendricks","LA",3.6,"$2,500","$694.44"
"205","RB","Jeremy Hill","CIN",3.5,"$6,100","$1,742.86"
"206","WR","Jordan Norwood","DEN",3.5,"$3,000","$857.14"
"207","RB","C.J. Spiller","NO",3.2,"$3,800","$1,187.50"
"208","TE","Dwayne Allen","IND",3.1,"$2,900","$935.48"
"209","DEF","Baltimore Ravens","BAL",3,"$2,900","$966.67"
"210","TE","Coby Fleener","NO",2.9,"$3,200","$1,103.45"
"211","TE","Vance McDonald","SF",2.9,"$2,500","$862.07"
"212","RB","Dexter McCluster","TEN",2.8,"$3,000","$1,071.43"
"213","WR","Danny Amendola","NE",2.6,"$3,600","$1,384.62"
"214","FB","Juwan Thompson","DEN",2.6,"$3,000","$1,153.85"
"215","WR","Geremy Davis","NYG",2.6,"$3,000","$1,153.85"
"216","RB","Ameer Abdullah","DET",2.6,"$4,100","$1,576.92"
"217","WR","Quinton Patton","SF",2.6,"$3,000","$1,153.85"
"218","WR","Michael Floyd","ARI",2.5,"$3,000","$1,200.00"
"219","WR","Devin Street","DAL",2.3,"$3,000","$1,304.35"
"220","WR","Nick Williams","ATL",2.3,"$3,000","$1,304.35"
"221","WR","Leonard Hankerson","BUF",2.3,"$4,000","$1,739.13"
"222","RB","Jeremy Langford","CHI",2.2,"$3,000","$1,363.64"
"223","WR","TJ Jones","DET",2.1,"$3,000","$1,428.57"
"224","DEF","New York Giants","NYG",2,"$2,900","$1,450.00"
"225","RB","DeAngelo Williams","PIT",2,"$4,500","$2,250.00"
"226","WR","Brian Quick","LA",2,"$3,200","$1,600.00"
"227","WR","Phillip Dorsett","IND",1.9,"$3,200","$1,684.21"
"228","RB","Stepfan Taylor","ARI",1.9,"$3,000","$1,578.95"
"229","TE","Garrett Graham","DEN",1.8,"$2,500","$1,388.89"
"230","TE","Jared Cook","GB",1.8,"$3,000","$1,666.67"
"231","TE","Charles Clay","BUF",1.7,"$4,100","$2,411.76"
"232","TE","Jim Dray","BUF",1.7,"$2,500","$1,470.59"
"233","WR","Robert Woods","BUF",1.6,"$3,100","$1,937.50"
"234","TE","Rob Housler","CHI",1.6,"$2,500","$1,562.50"
"235","WR","Chris Conley","KC",1.6,"$3,100","$1,937.50"
"236","FB","Michael Burton","DET",1.6,"$3,000","$1,875.00"
"237","TE","Blake Bell","SF",1.6,"$2,500","$1,562.50"
"238","WR","Brian Hartline","CLE",1.5,"$3,200","$2,133.33"
"239","WR","Nelson Agholor","PHI",1.5,"$4,200","$2,800.00"
"240","RB","Alfred Morris","DAL",1.5,"$4,000","$2,666.67"
"241","TE","Michael Hoomanawanui","NO",1.4,"$2,500","$1,785.71"
"242","TE","C.J. Fiedorowicz","HOU",1.4,"$2,500","$1,785.71"
"243","WR","Ryan Grant","WAS",1.4,"$3,000","$2,142.86"
"244","WR","Donte Moncrief","IND",1.3,"$5,400","$4,153.85"
"245","FB","Jamize Olawale","OAK",1.3,"$3,000","$2,307.69"
"246","TE","Darren Waller","BAL",1.1,"$3,200","$2,909.09"
"247","TE","Craig Stevens","TEN",1.1,"$2,500","$2,272.73"
"248","DEF","Jacksonville Jaguars","JAC",1,"$2,700","$2,700"
"249","DEF","San Francisco 49ers","SF",1,"$2,400","$2,400"
"250","WR","Marlon Brown","DEN",1,"$3,000","$3,000"
"251","TE","Maxx Williams","BAL",1,"$3,300","$3,300"
"252","TE","Jack Doyle","IND",1,"$2,500","$2,500"
"253","QB","Ryan Mallett","BAL",1,"$5,000","$5,000"
"254","RB","Jarryd Hayne","SF",0.9,"$3,000","$3,000"
"255","RB","Tre Mason","LA",0.8,"$3,700","$3,700"
"256","WR","Lucky Whitehead","DAL",0.7,"$3,000","$3,000"
"257","RB","Bernard Pierce","NYJ",0.6,"$3,000","$3,000"
"258","RB","Christine Michael","SEA",0.6,"$3,000","$3,000"
"259","RB","Jacquizz Rodgers","CHI",0.3,"$3,000","$3,000"
"260","FB","John Kuhn","NO",0.3,"$3,000","$3,000"
"261","RB","Tevin Coleman","ATL",0.3,"$4,200","$4,200"
"262","RB","Cierre Wood","BUF",0.3,"$3,000","$3,000"
"263","FB","Jerome Felton","BUF",0.2,"$3,000","$3,000"
"264","RB","Toby Gerhart","JAC",0.2,"$3,000","$3,000"
"265","RB","Knile Davis","KC",0.2,"$3,000","$3,000"
"266","QB","Drew Stanton","ARI",0.1,"$5,000","$5,000"
"267","DEF","Cleveland Browns","CLE",0,"$2,600","$2,600"
"268","DEF","Houston Texans","HOU",0,"$2,800","$2,800"
"269","DEF","New Orleans Saints","NO",0,"$2,200","$2,200"
"270","WR","Matt Slater","NE",0,"$3,000","$3,000"
"271","TE","Tyler Kroft","CIN",0,"$2,500","$2,500"
"272","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"273","RB","Dri Archer","BUF",0,"$3,000","$3,000"
"274","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"275","TE","Matt Spaeth","PIT",0,"$2,500","$2,500"
"276","WR","Griff Whalen","MIA",0,"$3,000","$3,000"
"277","TE","Marcedes Lewis","JAC",0,"$2,900","$2,900"
"278","TE","Khari Lee","CHI",0,"$2,500","$2,500"
"279","WR","Chandler Worthy","NYJ",0,"$3,000","$3,000"
"280","FB","Jay Prosch","HOU",0,"$3,000","$3,000"
"281","TE","Anthony Fasano","TEN",0,"$2,500","$2,500"
"282","FB","Jalston Fowler","TEN",0,"$3,000","$3,000"
"283","TE","Owen Daniels","DEN",0,"$2,700","$2,700"
"284","RB","Branden Oliver","SD",0,"$3,000","$3,000"
"285","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"286","WR","Dontrelle Inman","SD",0,"$3,300","$3,300"
"287","WR","Frankie Hammond","KC",0,"$3,000","$3,000"
"288","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"289","WR","Andre Holmes","OAK",0,"$3,000","$3,000"
"290","WR","Seth Roberts","OAK",0,"$3,400","$3,400"
"291","TE","Gavin Escobar","DAL",0,"$2,500","$2,500"
"292","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"293","WR","Miles Austin","PHI",0,"$3,300","$3,300"
"294","RB","Andre Williams","NYG",0,"$3,100","$3,100"
"295","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"296","WR","Marc Mariani","CHI",0,"$3,000","$3,000"
"297","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"298","RB","Terron Ward","ATL",0,"$3,200","$3,200"
"299","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"300","FB","Patrick DiMarco","ATL",0,"$3,000","$3,000"
"301","RB","Jordan Todman","IND",0,"$3,000","$3,000"
"302","WR","Brandon Coleman","NO",0,"$3,200","$3,200"
"303","TE","Josh Hill","NO",0,"$2,500","$2,500"
"304","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"305","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"306","TE","Jermaine Gresham","ARI",0,"$2,500","$2,500"
"307","TE","Cory Harkey","LA",0,"$2,500","$2,500"
"308","WR","Chris Givens","PHI",0,"$3,000","$3,000"
"309","WR","Kenny Britt","LA",0,"$4,000","$4,000"
"310","WR","Ricardo Lockette","SEA",0,"$3,000","$3,000"
"311","FB","Will Tukuafu","SEA",0,"$3,000","$3,000"
"312","WR","Percy Harvin","BUF",-0.1,"$4,600","$4,600"
"313","RB","Reggie Bush","BUF",-0.1,"$3,600","$3,600"
"314","QB","Jimmy Garoppolo","NE",-0.2,"$5,000","$5,000"
"315","RB","Rex Burkhead","CIN",-1.2,"$3,000","$3,000"
"316","RB","Corey Grant","JAC",-1.6,"$3,000","$3,000"
"317","DEF","Detroit Lions","DET",-2,"$2,500","$2,500"
