"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"99","TE","Jordan Cameron","MIA",12,"$3,000","$250.00"
"100","TE","Martellus Bennett","NE",11.9,"$4,800","$403.36"
"101","FB","Bruce Miller","SF",11.9,"$3,000","$252.10"
"102","WR","Quinton Patton","SF",11.8,"$3,000","$254.24"
"103","QB","Teddy Bridgewater","MIN",11.46,"$5,300","$462.48"
"104","RB","Frank Gore","IND",11.4,"$4,900","$429.82"
"105","WR","Roddy White","ATL",11.3,"$3,500","$309.73"
"106","WR","Kamar Aiken","BAL",11.2,"$4,300","$383.93"
"107","DEF","Pittsburgh Steelers","PIT",11,"$2,700","$245.45"
"108","WR","Griff Whalen","MIA",11,"$3,000","$272.73"
"109","WR","Allen Hurns","JAC",11,"$5,000","$454.55"
"110","WR","James Jones","SD",11,"$5,800","$527.27"
"111","WR","Jordan Matthews","PHI",10.9,"$6,200","$568.81"
"112","WR","Dontrelle Inman","SD",10.8,"$3,300","$305.56"
"113","RB","Theo Riddick","DET",10.8,"$3,300","$305.56"
"114","QB","Eli Manning","NYG",10.76,"$6,800","$631.97"
"115","TE","Tim Wright","DET",10.7,"$2,500","$233.64"
"116","RB","C.J. Anderson","DEN",10.6,"$4,500","$424.53"
"117","TE","Chris Gragg","BUF",10.4,"$2,500","$240.38"
"118","WR","Cecil Shorts III","HOU",10.3,"$3,200","$310.68"
"119","RB","Branden Oliver","SD",10.3,"$3,000","$291.26"
"120","RB","Rashad Jennings","NYG",10.3,"$4,300","$417.48"
"121","QB","Kirk Cousins","WAS",9.94,"$5,100","$513.08"
"122","WR","Eddie Royal","CHI",9.9,"$3,600","$363.64"
"123","RB","Ameer Abdullah","DET",9.9,"$4,000","$404.04"
"124","WR","Jeff Janis","GB",9.9,"$3,000","$303.03"
"125","RB","Chris Thompson","WAS",9.8,"$3,300","$336.73"
"126","RB","Jeremy Langford","CHI",9.7,"$3,000","$309.28"
"127","WR","Willie Snead","NO",9.5,"$3,300","$347.37"
"128","WR","Rueben Randle","PHI",9.4,"$4,400","$468.09"
"129","DEF","Indianapolis Colts","IND",9,"$2,500","$277.78"
"130","DEF","New York Giants","NYG",9,"$2,900","$322.22"
"131","WR","Miles Austin","PHI",9,"$3,200","$355.56"
"132","TE","Kyle Rudolph","MIN",8.9,"$3,000","$337.08"
"133","WR","Jarius Wright","MIN",8.9,"$3,000","$337.08"
"134","RB","Le'Veon Bell","PIT",8.8,"$8,500","$965.91"
"135","QB","Marcus Mariota","TEN",8.76,"$5,800","$662.10"
"136","WR","Robert Woods","BUF",8.7,"$3,000","$344.83"
"137","WR","Dorial Green-Beckham","TEN",8.7,"$3,100","$356.32"
"138","RB","Duke Johnson","CLE",8.6,"$4,500","$523.26"
"139","WR","Justin Hunter","TEN",8.4,"$3,000","$357.14"
"140","TE","Zach Ertz","PHI",8.3,"$2,900","$349.40"
"141","RB","Zac Stacy","NYJ",8.1,"$3,100","$382.72"
"142","WR","Brandin Cooks","NO",8.1,"$5,700","$703.70"
"143","DEF","Minnesota Vikings","MIN",8,"$2,900","$362.50"
"144","WR","Jamison Crowder","WAS",8,"$3,600","$450.00"
"145","RB","Carlos Hyde","SF",8,"$4,600","$575.00"
"146","RB","Toby Gerhart","JAC",7.9,"$3,000","$379.75"
"147","TE","Derek Carrier","WAS",7.9,"$2,500","$316.46"
"148","WR","Jeremy Maclin","KC",7.8,"$6,500","$833.33"
"149","WR","Leonard Hankerson","BUF",7.7,"$4,200","$545.45"
"150","WR","A.J. Green","CIN",7.6,"$7,600","$1,000.00"
"151","WR","Kendall Wright","TEN",7.4,"$5,200","$702.70"
"152","WR","Marquess Wilson","CHI",7.4,"$4,000","$540.54"
"153","RB","Andre Ellington","ARI",7.4,"$5,000","$675.68"
"154","DEF","Kansas City Chiefs","KC",7,"$2,800","$400.00"
"155","DEF","Seattle Seahawks","SEA",7,"$3,800","$542.86"
"156","RB","Dion Lewis","NE",6.9,"$5,800","$840.58"
"157","RB","Denard Robinson","JAC",6.8,"$3,000","$441.18"
"158","TE","Josh Hill","NO",6.8,"$2,500","$367.65"
"159","RB","Adrian Peterson","MIN",6.7,"$7,600","$1,134.33"
"160","RB","C.J. Spiller","NO",6.7,"$3,800","$567.16"
"161","RB","Khiry Robinson","NYJ",6.7,"$3,000","$447.76"
"162","WR","Kenny Stills","MIA",6.6,"$3,000","$454.55"
"163","WR","Jeremy Ross","NYJ",6.6,"$3,000","$454.55"
"164","WR","Andre Johnson","TEN",6.5,"$4,300","$661.54"
"165","TE","Maxx Williams","BAL",6.4,"$2,800","$437.50"
"166","TE","Jacob Tamme","ATL",6.2,"$2,500","$403.23"
"167","RB","Isaiah Crowell","CLE",6.1,"$4,200","$688.52"
"168","DEF","New York Jets","NYJ",6,"$3,100","$516.67"
"169","DEF","Green Bay Packers","GB",6,"$3,200","$533.33"
"170","TE","Crockett Gillmore","BAL",6,"$2,700","$450.00"
"171","TE","Scott Chandler","NE",5.9,"$2,500","$423.73"
"172","TE","Larry Donnell","NYG",5.9,"$2,800","$474.58"
"173","WR","Mohamed Sanu","ATL",5.8,"$3,200","$551.72"
"174","WR","Randall Cobb","GB",5.8,"$7,300","$1,258.62"
"175","WR","Corey Brown","CAR",5.7,"$3,000","$526.32"
"176","RB","Ryan Mathews","PHI",5.6,"$3,500","$625.00"
"177","RB","Chris Johnson","ARI",5.5,"$4,600","$836.36"
"178","WR","Antonio Brown","PIT",5.4,"$8,300","$1,537.04"
"179","TE","Richard Rodgers","GB",5.4,"$3,100","$574.07"
"180","TE","Ed Dickson","CAR",5.4,"$2,500","$462.96"
"181","TE","Dwayne Allen","IND",5.3,"$2,900","$547.17"
"182","WR","Doug Baldwin","SEA",5.3,"$4,100","$773.58"
"183","WR","Chris Hogan","NE",5.1,"$3,300","$647.06"
"184","DEF","New England Patriots","NE",5,"$3,100","$620.00"
"185","DEF","Tennessee Titans","TEN",5,"$2,900","$580.00"
"186","DEF","San Francisco 49ers","SF",5,"$2,100","$420.00"
"187","TE","Coby Fleener","NO",5,"$3,000","$600.00"
"188","WR","Phillip Dorsett","IND",5,"$3,000","$600.00"
"189","QB","Michael Vick","PIT",4.94,"$5,000","$1,012.15"
"190","WR","Keshawn Martin","NE",4.9,"$3,000","$612.24"
"191","RB","Chris Polk","HOU",4.9,"$3,000","$612.24"
"192","WR","Josh Huff","PHI",4.9,"$3,100","$632.65"
"193","RB","Jonas Gray","JAC",4.6,"$3,000","$652.17"
"194","WR","Chris Conley","KC",4.6,"$3,000","$652.17"
"195","RB","Matt Asiata","MIN",4.5,"$3,000","$666.67"
"196","TE","Owen Daniels","DEN",4.4,"$2,700","$613.64"
"197","WR","Devin Funchess","CAR",4.4,"$3,000","$681.82"
"198","RB","Fozzy Whittaker","CAR",4.3,"$3,000","$697.67"
"199","TE","James O'Shaughnessy","KC",4.3,"$2,500","$581.40"
"200","WR","Mike Wallace","BAL",4.3,"$4,500","$1,046.51"
"201","FB","Kyle Juszczyk","BAL",4.2,"$3,500","$833.33"
"202","TE","Will Tye","NYG",4.2,"$2,500","$595.24"
"203","RB","Alfred Morris","DAL",4.2,"$3,600","$857.14"
"204","WR","Ryan Grant","WAS",4.2,"$3,000","$714.29"
"205","WR","Jerricho Cotchery","CAR",4.1,"$3,000","$731.71"
"206","DEF","Cincinnati Bengals","CIN",4,"$3,000","$750.00"
"207","DEF","Chicago Bears","CHI",4,"$2,400","$600.00"
"208","DEF","Carolina Panthers","CAR",4,"$3,000","$750.00"
"209","FB","John Kuhn","NO",4,"$3,000","$750.00"
"210","RB","Eddie Lacy","GB",4,"$6,300","$1,575.00"
"211","RB","Charcandrick West","KC",3.9,"$4,000","$1,025.64"
"212","WR","Andre Caldwell","DET",3.8,"$3,000","$789.47"
"213","WR","Dwayne Harris","NYG",3.8,"$3,100","$815.79"
"214","TE","Levine Toilolo","ATL",3.8,"$2,500","$657.89"
"215","FB","Patrick DiMarco","ATL",3.8,"$3,000","$789.47"
"216","WR","Chris Givens","PHI",3.8,"$3,000","$789.47"
"217","WR","Quincy Enunwa","NYJ",3.7,"$3,000","$810.81"
"218","RB","Daniel Herron","BUF",3.7,"$3,600","$972.97"
"219","WR","Andrew Hawkins","CLE",3.5,"$3,000","$857.14"
"220","RB","Antonio Andrews","TEN",3.5,"$3,400","$971.43"
"221","TE","Demetrius Harris","KC",3.5,"$2,500","$714.29"
"222","RB","Knile Davis","KC",3.5,"$4,500","$1,285.71"
"223","WR","Ty Montgomery","GB",3.5,"$3,500","$1,000.00"
"224","RB","Javorius Allen","BAL",3.1,"$4,300","$1,387.10"
"225","DEF","Baltimore Ravens","BAL",3,"$3,400","$1,133.33"
"226","DEF","San Diego Chargers","SD",3,"$2,600","$866.67"
"227","RB","Bishop Sankey","TEN",3,"$3,800","$1,266.67"
"228","RB","Tevin Coleman","ATL",3,"$4,000","$1,333.33"
"229","QB","Zach Mettenberger","SD",2.92,"$5,000","$1,712.33"
"230","WR","Keith Mumphery","HOU",2.8,"$3,200","$1,142.86"
"231","WR","Ted Ginn Jr.","CAR",2.8,"$3,400","$1,214.29"
"232","RB","Fred Jackson","SEA",2.7,"$3,000","$1,111.11"
"233","TE","Jack Doyle","IND",2.7,"$2,500","$925.93"
"234","RB","David Johnson","ARI",2.7,"$4,200","$1,555.56"
"235","RB","Robert Turbin","IND",2.7,"$3,000","$1,111.11"
"236","TE","Ryan Hewitt","CIN",2.6,"$2,500","$961.54"
"237","WR","Rashad Ross","WAS",2.6,"$3,000","$1,153.85"
"238","TE","Luke Willson","SEA",2.6,"$2,500","$961.54"
"239","WR","Greg Jennings","MIA",2.3,"$3,000","$1,304.35"
"240","RB","Anthony Sherman","KC",2.3,"$3,000","$1,304.35"
"241","TE","Troy Niklas","ARI",2.3,"$2,500","$1,086.96"
"242","WR","Chris Matthews","BAL",2.2,"$3,000","$1,363.64"
"243","TE","Anthony Fasano","TEN",2.1,"$2,500","$1,190.48"
"244","WR","Harry Douglas","TEN",2.1,"$3,000","$1,428.57"
"245","TE","Rhett Ellison","MIN",2.1,"$2,500","$1,190.48"
"246","WR","Nick Williams","ATL",2.1,"$3,000","$1,428.57"
"247","DEF","Detroit Lions","DET",2,"$2,500","$1,250.00"
"248","TE","Vance McDonald","SF",2,"$2,500","$1,250.00"
"249","WR","Marlon Brown","DEN",1.9,"$3,000","$1,578.95"
"250","RB","Melvin Gordon III","SD",1.9,"$4,600","$2,421.05"
"251","TE","Darren Fells","ARI",1.9,"$2,500","$1,315.79"
"252","WR","Markus Wheaton","PIT",1.8,"$3,300","$1,833.33"
"253","TE","Marcedes Lewis","JAC",1.8,"$2,700","$1,500.00"
"254","TE","C.J. Fiedorowicz","HOU",1.8,"$2,500","$1,388.89"
"255","FB","Darrel Young","CHI",1.8,"$3,000","$1,666.67"
"256","RB","Darren Sproles","PHI",1.7,"$3,800","$2,235.29"
"257","WR","Cameron Meredith","CHI",1.7,"$3,000","$1,764.71"
"258","RB","Terron Ward","ATL",1.7,"$3,200","$1,882.35"
"259","RB","Shane Vereen","NYG",1.6,"$4,200","$2,625.00"
"260","WR","Andre Roberts","DET",1.6,"$3,000","$1,875.00"
"261","WR","Taylor Gabriel","CLE",1.5,"$3,100","$2,066.67"
"262","TE","Heath Miller","PIT",1.5,"$3,100","$2,066.67"
"263","WR","Jaelen Strong","HOU",1.5,"$3,000","$2,000.00"
"264","RB","Zach Zenner","DET",1.5,"$3,000","$2,000.00"
"265","WR","Jason Avant","KC",1.4,"$3,000","$2,142.86"
"266","FB","Zach Line","MIN",1.3,"$3,000","$2,307.69"
"267","DEF","Jacksonville Jaguars","JAC",1,"$2,700","$2,700"
"268","DEF","Arizona Cardinals","ARI",1,"$3,600","$3,600"
"269","FB","Malcolm Johnson","CLE",1,"$3,000","$3,000"
"270","FB","Mike Tolbert","CAR",1,"$3,000","$3,000"
"271","RB","Bilal Powell","NYJ",0.9,"$3,500","$3,500"
"272","WR","Jordan Norwood","DEN",0.9,"$3,000","$3,000"
"273","RB","Thomas Rawls","SEA",0.8,"$4,800","$4,800"
"274","RB","Andre Williams","NYG",0.6,"$3,000","$3,000"
"275","RB","Damien Williams","MIA",0.5,"$3,000","$3,000"
"276","WR","Corey Fuller","DET",0.5,"$3,000","$3,000"
"277","RB","Jerick McKinnon","MIN",0.2,"$3,000","$3,000"
"278","RB","Corey Grant","JAC",0.1,"$3,000","$3,000"
"279","RB","De'Anthony Thomas","KC",0.1,"$3,000","$3,000"
"280","DEF","Atlanta Falcons","ATL",0,"$3,200","$3,200"
"281","WR","Marquise Goodwin","BUF",0,"$3,000","$3,000"
"282","RB","Anthony Dixon","BUF",0,"$3,300","$3,300"
"283","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"284","TE","Kellen Davis","NYJ",0,"$2,500","$2,500"
"285","RB","James White","NE",0,"$3,000","$3,000"
"286","RB","Brandon Bolden","NE",0,"$3,000","$3,000"
"287","TE","Michael Hoomanawanui","NO",0,"$2,500","$2,500"
"288","WR","Denarius Moore","BUF",0,"$3,000","$3,000"
"289","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"290","RB","Rex Burkhead","CIN",0,"$3,000","$3,000"
"291","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"292","WR","Brian Hartline","CLE",0,"$3,000","$3,000"
"293","RB","Shaun Draughn","SF",0,"$3,000","$3,000"
"294","RB","Dri Archer","BUF",0,"$3,000","$3,000"
"295","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"296","WR","Darrius Heyward-Bey","PIT",0,"$3,500","$3,500"
"297","TE","Phillip Supernaw","TEN",0,"$2,500","$2,500"
"298","WR","Bennie Fowler","DEN",0,"$3,000","$3,000"
"299","WR","Cody Latimer","DEN",0,"$3,000","$3,000"
"300","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"301","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"302","FB","Nikita Whitlock","NYG",0,"$3,000","$3,000"
"303","WR","Geremy Davis","NYG",0,"$3,000","$3,000"
"304","WR","Marc Mariani","CHI",0,"$3,000","$3,000"
"305","WR","Joshua Bellamy","CHI",0,"$3,200","$3,200"
"306","WR","Myles White","NYG",0,"$3,000","$3,000"
"307","WR","Jared Abbrederis","GB",0,"$3,000","$3,000"
"308","WR","Adam Thielen","MIN",0,"$3,000","$3,000"
"309","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"310","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"311","RB","Jordan Todman","IND",0,"$3,000","$3,000"
"312","WR","Brandon Coleman","NO",0,"$3,000","$3,000"
"313","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"314","TE","Garrett Celek","SF",0,"$2,500","$2,500"
"315","TE","Vernon Davis","WAS",0,"$3,000","$3,000"
"316","RB","Mike Davis","SF",0,"$3,000","$3,000"
"317","RB","Jarryd Hayne","SF",0,"$3,000","$3,000"
"318","WR","Jaron Brown","ARI",0,"$3,000","$3,000"
"319","TE","Jermaine Gresham","ARI",0,"$2,500","$2,500"
"320","WR","Tyler Lockett","SEA",0,"$3,200","$3,200"
"321","WR","Jermaine Kearse","SEA",0,"$3,600","$3,600"
"322","RB","DeAngelo Williams","PIT",-0.1,"$4,000","$4,000"
"323","DEF","Buffalo Bills","BUF",-1,"$3,200","$3,200"
"324","WR","TJ Jones","DET",-1.3,"$3,000","$3,000"
