"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"277","TE","MarQueis Gray","MIA",1.2,"$2,500","$2,083.33"
"278","RB","Damien Williams","MIA",1.1,"$3,000","$2,727.27"
"279","TE","Heath Miller","PIT",1.1,"$3,700","$3,363.64"
"280","RB","Matt Jones","WAS",1.1,"$4,500","$4,090.91"
"281","DEF","Cleveland Browns","CLE",1,"$2,700","$2,700"
"282","DEF","Arizona Cardinals","ARI",1,"$3,400","$3,400"
"283","RB","Ryan Mathews","PHI",1,"$3,800","$3,800"
"284","FB","Mike Tolbert","CAR",0.7,"$3,000","$3,000"
"285","RB","Jerick McKinnon","MIN",0.6,"$3,000","$3,000"
"286","RB","DeAngelo Williams","PIT",0.5,"$4,600","$4,600"
"287","RB","Jeremy Langford","CHI",0.4,"$3,000","$3,000"
"288","RB","Jacquizz Rodgers","CHI",0.3,"$3,000","$3,000"
"289","RB","Matt Asiata","MIN",0.3,"$3,000","$3,000"
"290","WR","Marcus Easley","BUF",0,"$3,000","$3,000"
"291","WR","Marcus Thigpen","BUF",0,"$3,000","$3,000"
"292","WR","Quincy Enunwa","NYJ",0,"$3,200","$3,200"
"293","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"294","TE","Kellen Davis","NYJ",0,"$2,500","$2,500"
"295","FB","Tommy Bohanon","NYJ",0,"$3,000","$3,000"
"296","RB","Jonas Gray","JAC",0,"$3,000","$3,000"
"297","TE","Tyler Kroft","CIN",0,"$2,500","$2,500"
"298","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"299","WR","Dwayne Bowe","CLE",0,"$3,300","$3,300"
"300","RB","Dri Archer","BUF",0,"$3,000","$3,000"
"301","WR","Andre Johnson","TEN",0,"$4,500","$4,500"
"302","TE","Jack Doyle","IND",0,"$2,500","$2,500"
"303","RB","Bernard Pierce","NYJ",0,"$3,000","$3,000"
"304","TE","Nic Jacobs","JAC",0,"$2,500","$2,500"
"305","TE","Khari Lee","CHI",0,"$2,500","$2,500"
"306","WR","Cody Latimer","DEN",0,"$3,000","$3,000"
"307","WR","Andre Caldwell","DET",0,"$3,000","$3,000"
"308","RB","Branden Oliver","SD",0,"$3,000","$3,000"
"309","RB","Knile Davis","KC",0,"$3,000","$3,000"
"310","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"311","WR","Andre Holmes","OAK",0,"$3,000","$3,000"
"312","WR","Seth Roberts","OAK",0,"$3,000","$3,000"
"313","TE","Clive Walford","OAK",0,"$2,500","$2,500"
"314","TE","Gavin Escobar","DAL",0,"$2,500","$2,500"
"315","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"316","RB","Orleans Darkwa","NYG",0,"$3,000","$3,000"
"317","FB","Nikita Whitlock","NYG",0,"$3,000","$3,000"
"318","FB","Darrel Young","CHI",0,"$3,000","$3,000"
"319","WR","Marc Mariani","CHI",0,"$3,000","$3,000"
"320","WR","Joshua Bellamy","CHI",0,"$3,000","$3,000"
"321","WR","Cameron Meredith","CHI",0,"$3,000","$3,000"
"322","WR","TJ Jones","DET",0,"$3,000","$3,000"
"323","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"324","FB","Aaron Ripkowski","GB",0,"$3,000","$3,000"
"325","FB","Zach Line","MIN",0,"$3,000","$3,000"
"326","TE","MyCole Pruitt","MIN",0,"$2,500","$2,500"
"327","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"328","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"329","FB","Patrick DiMarco","ATL",0,"$3,000","$3,000"
"330","WR","Devin Funchess","CAR",0,"$3,100","$3,100"
"331","QB","Joe Webb","CAR",0,"$5,000","$5,000"
"332","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"333","WR","Bruce Ellington","SF",0,"$3,000","$3,000"
"334","RB","Jarryd Hayne","SF",0,"$3,000","$3,000"
"335","LS","Kyle Nelson","SF",0,"$2,500","$2,500"
"336","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"337","TE","Lance Kendricks","LA",0,"$2,500","$2,500"
"338","WR","Bradley Marquez","LA",0,"$3,000","$3,000"
"339","WR","Kenny Britt","LA",0,"$4,200","$4,200"
"340","FB","Derrick Coleman","SEA",0,"$3,000","$3,000"
"341","FB","Will Tukuafu","SEA",0,"$3,000","$3,000"
"342","FB","Jamize Olawale","OAK",-0.1,"$3,000","$3,000"
"343","RB","Tre Mason","LA",-0.1,"$4,000","$4,000"
"344","RB","Christine Michael","SEA",-0.1,"$3,000","$3,000"
"345","RB","Toby Gerhart","JAC",-0.2,"$3,000","$3,000"
"346","QB","Sean Renfree","ATL",-0.4,"$5,000","$5,000"
"347","DEF","Houston Texans","HOU",-2,"$3,000","$3,000"
"348","DEF","Kansas City Chiefs","KC",-4,"$2,800","$2,800"
