"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"15","NFL $6M Millionaire Maker$6M Millionaire Maker (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$20.00","322,326","$6,000,000$6kk","$1,000,000.00",181.76,271.14,"skeener917"
"16","NFL $1.25M Play-Action$1.25M Play-Action (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$3.00","479,166","$1,250,000$1,250k","$100,000.00",179.46,276.66,"hbravo84"
"17","NFL $650K Blitz$650K Blitz (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$300.00","2,405","$650,000$650k","$100,000.00",190.9,246.36,"Jbarton324"
"18","NFL $450K Slant$450K Slant (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$9.00","57,500","$450,000$450k","$30,000.00",181.86,266.84,"smitty42"
"19","NFL $200K Flea Flicker$200K Flea Flicker (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$5.00","46,000","$200,000$200k","$20,000.00",182.9,266.84,"smitty42"
"20","NFL $200K Hot Route$200K Hot Route (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$100.00","2,222","$200,000$200k","$30,000.00",190.46,262.54,"stpark98"
"21","NFL $200K Game Changer$200K Game Changer (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$1,060.00","200","$200,000$200k","$40,000.00",190.56,238.24,"EmpireMaker2"
"22","NFL $175K Thunderdome$175K Thunderdome (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$5,300.00","35","$175,000$175k","$50,000.00",194.86,238.24,"EmpireMaker2"
"23","NFL MASSIVE $10 Double UpMASSIVE $10 Double Up (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$10.00","17,025","$150,000$150k","$20.00",176.54,258.86,"alapeda"
"24","NFL $150K Chop Block$150K Chop Block (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$50.00","3,359","$150,000$150k","$20,000.00",187.82,266.84,"smitty42"
"25","NFL $125K First Down$125K First Down (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$1.00","143,750","$125,000$125k","$10,000.00",181.6,273.94,"ccbennet"
"26","NFL $120K Super Booster$120K Super Booster (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$27.00","5,070","$120,000$120k","$1,000.00",219.44,266.84,"smitty42"
"27","NFL $100K Play-Action$100K Play-Action (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",180.96,259.86,"ajccpa"
"28","NFL $100K Play-Action$100K Play-Action (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",182.74,267.64,"herr_way"
"29","NFL $100K Sunday Kickoff presented by Fox Sports$100K Sunday Kickoff presented by Fox Sports (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",180.94,266.94,"jmjk3"
"30","NFL $75K Hail Mary$75K Hail Mary (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$12.00","7,162","$75,000$75k","$6,000.00",187.44,266.84,"smitty42"
"31","NFL $60K Quarter Arcade$60K Quarter Arcade (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$0.25","282,000","$60,000$60k","$2,000.00",178.84,274.94,"CantStopThis78"
"32","NFL BIG $10 BoosterBIG $10 Booster (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$10.00","6,810","$60,000$60k","$100.00",201.34,266.84,"smitty42"
"33","NFL $50K Flea Flicker$50K Flea Flicker (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$5.00","11,500","$50,000$50k","$5,000.00",185.36,266.84,"smitty42"
"34","NFL $50K Hitch & Go$50K Hitch & Go (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$7.00","8,214","$50,000$50k","$4,000.00",184.46,266.84,"smitty42"
"35","NFL $50K Safety$50K Safety (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",183.16,266.84,"smitty42"
"36","NFL $40K Spy$40K Spy (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",189.06,254.36,"Herdcrazy214"
"37","NFL $40K Playmaker$40K Playmaker (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",197.86,240.24,"EmpireMaker2"
"38","NFL $40K Blind Side$40K Blind Side (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$27.00","1,690","$40,000$40k","$5,000.00",190.04,255.04,"franchise1010"
"39","Beginner NFL $30K GridironBeginner  $30K Gridiron (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$27.00","1,267","$30,000$30k","$5,000.00",183.96,260.86,"alapeda"
"40","NFL $30K Huddle$30K Huddle (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$5.00","6,900","$30,000$30k","$3,000.00",186.32,261.68,"chazzsnider"
"41","Beginner NFL $30K Play-ActionBeginner  $30K Play-Action (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$3.00","11,495","$30,000$30k","$2,000.00",179.6,260.64,"Joegallo88"
"42","NFL BIG $2 BoosterBIG $2 Booster (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",202.46,266.84,"smitty42"
"43","NFL $25K Button Hook$25K Button Hook (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",188.2,250.66,"olivpinc"
"44","NFL $25K Touchdown$25K Touchdown (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$200.00","138","$25,000$25k","$5,000.00",193.5,242.52,"starsbo1"
"45","NFL $25K Red Zone$25K Red Zone (11/8/2015 1:00:00 PM)","11/8/2015 1:00:00 PM","$50.00","555","$25,000$25k","$4,000.00",192.14,234.18,"jc997"
"46","NFL $1M Kickoff Million$1M Kickoff Million (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$5.00","225,639","$1,000,000$1kk","$100,000.00",170.28,267.94,"jayblaze39"
"47","NFL $250K Gridiron$250K Gridiron (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$27.00","10,334","$250,000$250k","$25,000.00",178.5,255.94,"jumargordon"
"48","NFL $100K Blitz$100K Blitz (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$300.00","370","$100,000$100k","$20,000.00",182.8,232.16,"ohmigod"
"49","NFL $100K Slant$100K Slant (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$9.00","12,778","$100,000$100k","$10,000.00",176.36,249.76,"diz10133"
"50","NFL $100K Play-Action$100K Play-Action (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",172.36,277.96,"rdeviney"
"51","NFL GIANT $10 Double UpGIANT $10 Double Up (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$10.00","8,511","$75,000$75k","$20.00",171.56,249.86,"mwaddell90"
"52","NFL $60K First Down$60K First Down (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$1.00","69,000","$60,000$60k","$1,750.00",171.26,254.96,"kingercs"
"53","NFL $50K Safety$50K Safety (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",173.02,253.94,"groundnpound170"
"54","NFL $50K Hail Mary$50K Hail Mary (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$12.00","4,775","$50,000$50k","$5,000.00",177.58,261.86,"kaplan572"
"55","NFL $50K Hot Route$50K Hot Route (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$100.00","555","$50,000$50k","$7,500.00",184.24,235.6,"cohenspicks"
"56","NFL $40K Chop Block$40K Chop Block (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$50.00","895","$40,000$40k","$4,000.00",179.46,240.46,"tomdell64"
"57","NFL $40K Hitch & Go$40K Hitch & Go (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$7.00","6,571","$40,000$40k","$3,000.00",176.22,247.64,"underjones"
"58","NFL $35K Quarter Arcade$35K Quarter Arcade (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$0.25","164,500","$35,000$35k","$1,500.00",170.68,255.64,"jjphili"
"59","NFL $35K Game Changer$35K Game Changer (11/5/2015 8:25:00 PM)","11/5/2015 8:25:00 PM","$1,060.00","33","$35,000$35k","$12,000.00",179.66,221.7,"zbb123"
