"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"214","TE","Nic Jacobs","JAC",1.6,"$2,500","$1,562.50"
"215","WR","Joshua Bellamy","CHI",1.6,"$3,000","$1,875.00"
"216","TE","MyCole Pruitt","MIN",1.6,"$2,500","$1,562.50"
"217","TE","Ed Dickson","CAR",1.6,"$2,500","$1,562.50"
"218","TE","Scott Chandler","NE",1.5,"$2,500","$1,666.67"
"219","FB","Jorvorskie Lane","TB",1.5,"$3,000","$2,000.00"
"220","WR","Brandon Tate","CIN",1.4,"$3,000","$2,142.86"
"221","WR","Mike Wallace","BAL",1.4,"$4,100","$2,928.57"
"222","WR","Donteea Dye","TB",1.4,"$3,000","$2,142.86"
"223","WR","Taylor Gabriel","CLE",1.3,"$3,000","$2,307.69"
"224","RB","Donald Brown","NE",1.3,"$3,000","$2,307.69"
"225","WR","Myles White","NYG",1.3,"$3,000","$2,307.69"
"226","RB","Fozzy Whittaker","CAR",1.3,"$3,000","$2,307.69"
"227","WR","Bradley Marquez","LA",1.3,"$3,000","$2,307.69"
"228","WR","Dwayne Harris","NYG",1.1,"$3,800","$3,454.55"
"229","TE","Levine Toilolo","ATL",1.1,"$2,500","$2,272.73"
"230","RB","Antone Smith","CHI",1.1,"$3,000","$2,727.27"
"231","DEF","Jacksonville Jaguars","JAC",1,"$2,800","$2,800"
"232","DEF","Oakland Raiders","OAK",1,"$2,300","$2,300"
"233","DEF","Dallas Cowboys","DAL",1,"$2,700","$2,700"
"234","DEF","New Orleans Saints","NO",1,"$2,200","$2,200"
"235","RB","Alfred Morris","DAL",1,"$3,300","$3,300"
"236","WR","Brian Quick","LA",0.9,"$3,000","$3,000"
"237","RB","Tre Mason","LA",0.9,"$3,300","$3,300"
"238","WR","Markus Wheaton","PIT",0.8,"$3,000","$3,000"
"239","FB","Mike Tolbert","CAR",0.7,"$3,000","$3,000"
"240","RB","Taiwan Jones","OAK",0.6,"$3,200","$3,200"
"241","QB","Shaun Hill","MIN",0.5,"$5,000","$5,000"
"242","RB","Matt Asiata","MIN",0.4,"$3,000","$3,000"
"243","FB","Bruce Miller","SF",0.4,"$3,000","$3,000"
"244","RB","Bobby Rainey","NYG",0.3,"$3,000","$3,000"
"245","RB","Tevin Coleman","ATL",0.3,"$3,600","$3,600"
"246","RB","Jordan Todman","IND",0.3,"$3,000","$3,000"
"247","RB","Denard Robinson","JAC",0.2,"$3,000","$3,000"
"248","RB","Ronnie Hillman","DEN",0.1,"$4,600","$4,600"
"249","WR","Marcus Easley","BUF",0,"$3,300","$3,300"
"250","WR","Robert Woods","BUF",0,"$3,500","$3,500"
"251","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"252","RB","Damien Williams","MIA",0,"$3,000","$3,000"
"253","WR","Greg Jennings","MIA",0,"$3,000","$3,000"
"254","TE","Kellen Davis","NYJ",0,"$2,500","$2,500"
"255","FB","Tommy Bohanon","NYJ",0,"$3,000","$3,000"
"256","WR","Matt Slater","NE",0,"$3,000","$3,000"
"257","WR","Denarius Moore","BUF",0,"$3,000","$3,000"
"258","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"259","WR","Marlon Moore","CLE",0,"$3,000","$3,000"
"260","FB","Roosevelt Nix","PIT",0,"$3,000","$3,000"
"261","WR","Darrius Heyward-Bey","PIT",0,"$3,000","$3,000"
"262","WR","Andre Johnson","TEN",0,"$4,000","$4,000"
"263","WR","Quan Bray","IND",0,"$3,000","$3,000"
"264","TE","Dwayne Allen","IND",0,"$2,500","$2,500"
"265","FB","Jalston Fowler","TEN",0,"$3,000","$3,000"
"266","WR","Andre Caldwell","DET",0,"$3,000","$3,000"
"267","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"268","WR","Malcom Floyd","SD",0,"$3,900","$3,900"
"269","TE","John Phillips","DEN",0,"$2,500","$2,500"
"270","WR","Andre Holmes","OAK",0,"$3,000","$3,000"
"271","TE","James Hanna","DAL",0,"$2,500","$2,500"
"272","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"273","WR","Geremy Davis","NYG",0,"$3,000","$3,000"
"274","WR","Jeff Janis","GB",0,"$3,300","$3,300"
"275","RB","Eddie Lacy","GB",0,"$6,100","$6,100"
"276","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"277","WR","Russell Shepard","TB",0,"$3,000","$3,000"
"278","WR","Nick Williams","ATL",0,"$3,000","$3,000"
"279","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"280","FB","Patrick DiMarco","ATL",0,"$3,000","$3,000"
"281","TE","Brandon Williams","SEA",0,"$2,500","$2,500"
"282","WR","Jerome Simpson","SF",0,"$3,000","$3,000"
"283","TE","Vernon Davis","WAS",0,"$2,800","$2,800"
"284","TE","Derek Carrier","WAS",0,"$2,500","$2,500"
"285","WR","DeAndrew White","SF",0,"$3,000","$3,000"
"286","LS","Kyle Nelson","SF",0,"$2,500","$2,500"
"287","QB","Colin Kaepernick","SF",0,"$5,000","$5,000"
"288","RB","Benny Cunningham","LA",0,"$3,000","$3,000"
"289","QB","Jimmy Garoppolo","NE",-0.1,"$5,000","$5,000"
"290","QB","Joe Webb","CAR",-0.1,"$5,000","$5,000"
"291","QB","AJ McCarron","CIN",-0.2,"$5,000","$5,000"
"292","RB","Marcus Murphy","NO",-1,"$3,000","$3,000"
"293","DEF","Green Bay Packers","GB",-2,"$3,200","$3,200"
