"","Score","ProjPoints","Points","ActualPoints","PlayerId","FantasyResultId","PositionId","LineupCount","CurrentExposure","ExposureProbability","IsExposureLocked","FirstPosition","Positions","Position","TeamName","FullName","Cnt","Correlation","PositionCount","Salary","IsLocked","IsExcluded","Exposure","IsLiked","Properties.IsLocked","Properties.InjuryStatus","Properties.Confirmed","Properties.IsExcluded","Properties.Score","Properties.Player_Name","Properties.Salary","Properties.Position","Properties.Team","Properties.Opposing_TeamFB","Properties.Exp","Properties.AvgPts","Properties.Ceiling","Properties.Floor","Properties.ProjPlusMinus","Properties.PtVal","Properties.ImpPts","Properties.Trend","Properties.MyTrends","Properties.Site_Salary","Properties.p_own","Properties.OppPlusMinus","Properties.OffensiveSnapsPlayed","Properties.Pts","Properties.OppPts","Properties.Run_Change","Properties.Spread","Properties.Total","Properties.SpreadPct","Properties.InterceptionPct","Properties.PassingSuccessfulPct","Properties.RushingSuccessfulAllowedPct","Properties.SackPct","Properties.TakeawayPct","Properties.TouchdownAllowedPct","Properties.YardsPerPassingAttempt","Properties.ReceivingTargetsMarketShare","Properties.ReceivingTouchdownsMarketShare","Properties.ReceivingYardsMarketShare","Properties.RushingTouchdownsMarketShare","Properties.RushingYardsMarketShare","Properties.OffensiveSnapsMarketShare","Properties.PassingCompletions","Properties.PassingAttempts","Properties.PassYards","Properties.PassingCompletionPercentage","Properties.PassingYardsPerAttempt","Properties.AdjYPA","Properties.PassingTouchdowns","Properties.PassingRating","Properties.PassingLong","Properties.PassingAttemptsRBPct","Properties.PassingAttemptsWRPct","Properties.PassingAttemptsTEPct","Properties.PassTDPct","Properties.PassINTPct","Properties.PassSackPct","Properties.RushingAttempts","Properties.RushingLong","Properties.RushYards","Properties.RushingYardsPerAttempt","Properties.RushingTouchdowns","Properties.RushingSuccessfulPct","Properties.ReceiveTgts","Properties.Receptions","Properties.ReceivingYards","Properties.ReceivingLong","Properties.ReceivingYardsPerReception","Properties.ReceivingTouchdowns","Properties.ReceivingYardsPerTarget","Properties.RedZoneSnaps","Properties.OpportunitiesRedZone","Properties.OpportunitiesRedZone10","Properties.OpportunitiesRedZone5","Properties.RushingTouchdownsRedZonePct","Properties.ReceivingTouchdownsRedZonePct","Properties.RushingSuccessfulPctRedZone","Properties.RedZoneSnaps10","Properties.RedZoneSnaps5","Properties.RedZoneTouchdownPct","Properties.WeatherRating","Properties.Temperature","Properties.Wind_Speed","Properties.Wind_Direction","Properties.Humidity","Properties.PrecipProb","Properties.Month_PPG","Properties.Month_FPOpp","Properties.Month_FPSnap","Properties.Month_Salary_Change","Properties.Month_X1","Properties.Month_X2","Properties.Month_X0","Properties.Month_Count","Properties.Season_PPG","Properties.Season_FPOpp","Properties.Season_FPSnap","Properties.Season_Plus_Minus","Properties.Season_Salary_Change","Properties.Season_X1","Properties.Season_X2","Properties.Season_X0","Properties.Season_Count","Properties.ExpectedSacksPct","Properties.OppPlusMinusPct","Properties.ProjPlaysPct","Properties.MktShrPct","Properties.CeilingPct","Properties.ProjPct","Properties.PtPerDPct","Properties.FloorPct","Properties.FloorPtPerDPct","Properties.ProjPlusMinusPct","Properties.Vegas","Properties.Salary_Movement","Properties.Consistency","Properties.Upside","Properties.Pro_Pct","Properties.RushingFantasyPct","Properties.Plus_Minus","Properties.Season_PPG_Percentile","Properties.ActualPoints","Properties.SourceId","Properties.IsProjected","Properties.PositionId","Properties.PlayerId","Properties.EventTeamId","Properties.EventId","Properties.FantasyResultId","Properties.FullName"
"1","90.75","0","0","43.5","8732","454026","102","0","0","0","FALSE","RB","RB","RB","SEA","","0","0","1","3800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","90.75","Thomas Rawls","3800","RB","SEA","SF","-1","15","20","10","7.94","4","7.05","5","0","67","0-1","1.4","16","27","13","0.7","-14","40","53","2.36","43.35","41.3","10.09","1.33","2.52","6.36","1.6","0","0.4","20","32.1","24.9","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"7","16","43","5.6","0.1","59.2","0","0","0","0","2.7","0","0.4","5.07","0.11","0","0","0",NA,"100","3.5","2.14","16.9","50","47","1","To Left","0.67","0","1.5","0.31","0.15","300","50","0","50","2","6.1","0.74","0.38","-0.3","800","22","22","55","9","35","73","46","36","87","87","99","87","85","98","90","18","51","58","82",NA,"56","53","43.5","4","TRUE","102","8732","29737402","2973740","454026",""
"2","66.55","0","0","26.5","4907","454265","102","0","0","0","FALSE","RB","RB","RB","TB","","0","0","1","5300","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","66.55","Doug Martin","5300","RB","TB","@PHI","-1","12.9","17.3","8.5","1.59","2.4","11.3","2","0","17","0-1","0.5","33","19.5","26.5","-0.3","7","46","47","2.55","55.4","43.19","6.88","1.4","4.39","7.34","6.4","6.7","5.9","40","62.4","50.3","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"15","23","68","4.3","0.3","43.3","2","1","13","7","7.9","0.1","4.7","10.93","2.4","1","0.33","13.3","16.7","40","6.14","3.43","21.95","50","47","9","To Left","0.48","0","12.9","0.62","0.33","400","50","25","25","4","12.5","0.7","0.38","3.3","800","26","40","33","15","88","53","64","55","80","80","70","79","51","66","28","15","66","68","42",NA,"87","83","26.5","4","TRUE","102","4907","29736701","2973670","454265",""
"3","78.7","0","0","25.6","1413","454355","102","0","0","0","FALSE","RB","RB","RB","CIN","","0","0","1","4500","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","78.7","Giovani Bernard","4500","RB","CIN","@ARI","-1","13.5","17.4","9.6","4.46","3","9.03","6","0","67","0-1","-0.1","36","22","26","0.2","4","48","42","3.43","47.29","44","5.96","2.17","2.96","6.73","12.7","7.7","10.1","11.8","40.2","53.8","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"10","14","52","4.9","0.1","50.6","4","3","24","13","7.8","0.1","6.5","6.07","2.67","0.67","0","5.7","40","51.4","3.85","2.57","16.48","50","72","0","","0","0","9.3","0.82","0.24","-300","66","0","33","3","12.6","0.87","0.35","2.5","-200","40","33","26","15","35","33","37","68","80","82","90","85","65","89","55","83","90","85","87",NA,"80","83","25.6","4","TRUE","102","1413","29737301","2973730","454355",""
"4","76.2","0","0","24.3","5069","455060","102","0","0","0","FALSE","RB","RB","RB","BUF","","0","0","1","5500","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","76.2","LeSean McCoy","5500","RB","BUF","@NE","-1","15.4","19.9","10.9","3.52","2.8","11.87","8","0","82","2-4","-0.6","38","20.3","27.3","-0.7","7","47.5","32","3.06","43.6","45.99","5.23","1.84","3.55","6.31","7.4","4.5","6.3","25","52.5","57.2","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"15","21","74","4.8","0.3","45.5","2","1","14","8","9.3","0.1","4.5","8.87","2.93","0.8","0.33","7.3","33.3","58.5","4.87","2.62","16.54","50","28","4","To Left","0.49","0","20.1","0.94","0.39","0","33","66","0","3","15.2","0.86","0.4","1.1","-1700","25","41","33","12","27","20","29","97","87","88","84","90","62","83","37","74","74","69","94",NA,"69","90","24.3","4","TRUE","102","5069","29737601","2973760","455060",""
"5","43.3","0","0","23.1","7581","454532","102","0","0","0","FALSE","RB","RB","RB","KC","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","43.3","Spencer Ware","3000","RB","KC","@SD","-1","3.5","4.8","2.2","-1.29","1.2","4.77","0","0","60",NA,"0.6","4","24.3","21.3","-0.2","-3","45.5","54","2.9","45.84","45.03","7.93","1.71","3.41","6.79","0","0","0","16.7","4.7","6.2","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1","4","6","4","0.3","50","0","0","0","0",NA,"0","0","9.86","0.5","0.25","0.25","50",NA,"100","4.92","2.82","16.67","50","72","3","To Left","0.25","0","2.8","1.4","0.56","0","33","0","66","3","2.8","1.87","0.7","-2","0","33","0","66","3","50","55","7","26","37","37","40","37","32","42","74","74","51","58","50",NA,"38","31","23.1","4","TRUE","102","7581","29737501","2973750","454532",""
"6","89","0","0","21.4","7011","454196","102","0","0","0","FALSE","RB","RB","RB","CAR","","0","0","1","4400","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","89","Jonathan Stewart","4400","RB","CAR","WAS","-1","17","22.6","11.4","8.24","3.9","8.75","9","0","98","9-12","-0.2","47","25.5","18.5","-1","-7","44","62","3.52","42.96","40.48","7.96","2.19","3.21","5.97","5.2","4.5","3","31.3","51.4","68.7","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"18","21","82","4.4","0.4","43.5","1","1","6","4","6.1","0.1","3.1","8","3","1.5","0.93","10","50","35","3.25","2.14","18.75","50","51","6","Out","0.48","0","13.2","0.55","0.26","400","50","50","0","4","13","0.64","0.28","3.6","-1400","35","42","21","14","10","31","55","61","93","93","98","92","85","98","82","15","74","84","97",NA,"88","85","21.4","4","TRUE","102","7011","29737202","2973720","454196",""
"7","51.65","0","0","21.2","1584","454080","102","0","0","0","FALSE","RB","RB","RB","IND","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","51.65","Ahmad Bradshaw","3000","RB","IND","@ATL","-1","4.6","6.2","3","-0.19","1.5","4.77","3","0","82","0-1","2.2","26","22","25.5","1.5","3.5","47.5","42","2.68","44.36","43.61","5.74","1.46","3.95","7.17","3.5","10","2.1","0","10.4","34.1","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"4","8","11","2.6","0","22.2","1","0","6","6","8","0.3","4","8.29","1.25","0","0","0","100","0","4.69","2.64","20.69","50","72","0",NA,"0","0","4.5","0.71","0.16","0","66","33","0","3","4.5","0.67","0.15","-0.3",NA,"66","33","0","3","87","86","55","34","44","44","46","45","38","52","55","74","41","42","60",NA,"57","40","21.2","4","TRUE","102","1584","29736501","2973650","454080",""
"8","93.95","0","0","20.9","5104","454105","102","0","0","0","FALSE","RB","RB","RB","DAL","","0","0","1","5000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","93.95","Darren McFadden","5000","RB","DAL","@MIA","-1","20.8","26.8","14.8","10.34","4.2","10.45","9","0","67",NA,"2","28","23.8","21.3","0","-2.5","45","68","2.43","49.81","48.83","5.24","1.42","3.92","7.47","7.6","0","6.8","33.3","40.4","41.1","0","0","0","0","0",NA,"0","2.8","0","0","0","100",NA,NA,NA,"11","10","43","3.8","0.1","50.6","2","2","15","7","7.4","0","4.7","10.07","1.57","0.43","0.14","11.8","0","52.9","5.07","3.15","17.22","50","78","7","Right To Left","0.78","79","17.4","0.63","0.33","1900","25","75","0","4","9.2","0.65","0.33","2.5","600","50","28","21","14","50","85","55","61","97","97","99","98","94","99","70","2","61","71","97",NA,"80","69","20.9","4","TRUE","102","5104","29737101","2973710","454105",""
"9","57.55","0","0","18.6","7723","455062","102","0","0","0","FALSE","RB","RB","RB","NE","","0","0","1","3000","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","57.55","James White","3000","RB","NE","BUF","-1","5.9","7.7","4.1","1.11","2","4.77","2","0","87",NA,"0.4","10","27.3","20.3","-1.2","-7","47.5","68","2.46","46.05","40.85","8.26","1.52","2.71","7.1","3.3","0","2.1","0","2.1","14.3","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0","1","2","2.5","0","37.5","1","1","6","3","6.6","0","2.2","8.33","0.3","0.1","0.1","0","0","100","4.14","3.11","14.4","50","28","4","To Left","0.49","0","2.8","0.93","0.16","0","66","0","33","3","2.7","1.27","0.27","-2.6","-800","42","14","42","7","35","50","64","27","50","51","57","53","47","63","91","74","44","48","42",NA,"32","30","18.6","4","TRUE","102","7723","29737602","2973760","455062",""
"10","67.8","0","0","18.2","1493","454179","102","0","0","0","FALSE","RB","RB","RB","HOU","","0","0","1","3800","FALSE","FALSE",NA,"FALSE","FALSE",NA,NA,"FALSE","67.8","Alfred Blue","3800","RB","HOU","NYJ","-1","9.6","13","6.2","2.54","2.5","7.05","2","0","75","0-1","0.9","22","18","22","-0.5","4","40","37","3.03","44.51","41.07","7.58","1.75","3.91","6.44","3.4","0","3.2","37.5","28.9","29.3","0","0","0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"10","6","28","2.9","0.2","39.1","1","1","8","4","6.7","0","3","6.67","1.4","0.67","0.33","15","0","40","4","2.5","19","50","72","0","","0","0","5.7","0.49","0.25","500","0","33","66","3","6.7","0.59","0.31","-0.4","200","42","28","28","14","59","62","90","45","67","67","74","66","51","75","15","12","44","59","42",NA,"56","56","18.2","4","TRUE","102","1493","29736602","2973660","454179",""
