"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"85","TE","Kyle Rudolph","MIN",13.3,"$3,300","$248.12"
"86","WR","Nate Washington","NE",13.2,"$3,200","$242.42"
"87","QB","AJ McCarron","CIN",13.1,"$5,100","$389.31"
"88","WR","Antonio Brown","PIT",13.1,"$9,300","$709.92"
"89","WR","Mohamed Sanu","ATL",12.9,"$3,000","$232.56"
"90","WR","Harry Douglas","TEN",12.9,"$3,300","$255.81"
"91","WR","Demaryius Thomas","DEN",12.9,"$6,800","$527.13"
"92","WR","Larry Fitzgerald","ARI",12.9,"$7,100","$550.39"
"93","QB","Tyrod Taylor","BUF",12.86,"$5,500","$427.68"
"94","WR","Jermaine Kearse","SEA",12.8,"$3,200","$250.00"
"95","TE","Rob Gronkowski","NE",12.6,"$7,600","$603.17"
"96","WR","Marqise Lee","JAC",12.5,"$3,000","$240.00"
"97","QB","Jay Cutler","CHI",12.34,"$5,200","$421.39"
"98","QB","Tom Brady","NE",12.14,"$7,500","$617.79"
"99","RB","Denard Robinson","JAC",12.1,"$5,400","$446.28"
"100","TE","Owen Daniels","DEN",12,"$2,500","$208.33"
"101","QB","Teddy Bridgewater","MIN",11.92,"$5,200","$436.24"
"102","WR","Roddy White","ATL",11.7,"$3,200","$273.50"
"103","WR","James Jones","SD",11.6,"$4,000","$344.83"
"104","WR","Willie Snead","NO",11.5,"$4,500","$391.30"
"105","WR","John Brown","ARI",11.5,"$5,300","$460.87"
"106","WR","Brice Butler","DAL",11.4,"$3,000","$263.16"
"107","WR","Myles White","NYG",11.4,"$3,000","$263.16"
"108","QB","Zach Mettenberger","SD",11.36,"$5,100","$448.94"
"109","RB","Ronnie Hillman","DEN",11.2,"$4,200","$375.00"
"110","DEF","Buffalo Bills","BUF",11,"$3,200","$290.91"
"111","RB","Brandon Bolden","NE",11,"$3,800","$345.45"
"112","QB","Aaron Rodgers","GB",10.94,"$7,000","$639.85"
"113","WR","Chris Matthews","BAL",10.9,"$3,000","$275.23"
"114","RB","Darren McFadden","DAL",10.8,"$4,900","$453.70"
"115","RB","Matt Forte","NYJ",10.7,"$6,500","$607.48"
"116","RB","Doug Martin","TB",10.5,"$6,600","$628.57"
"117","RB","Fred Jackson","SEA",10.4,"$3,500","$336.54"
"118","WR","T.Y. Hilton","IND",10.4,"$5,800","$557.69"
"119","QB","Eli Manning","NYG",10.36,"$5,600","$540.54"
"120","WR","Torrey Smith","SF",10.3,"$3,200","$310.68"
"121","WR","Terrance Williams","DAL",10.2,"$3,300","$323.53"
"122","RB","Joique Bell","DET",10.2,"$4,000","$392.16"
"123","WR","Mike Evans","TB",10.1,"$7,300","$722.77"
"124","TE","Heath Miller","PIT",9.9,"$3,400","$343.43"
"125","WR","TJ Jones","DET",9.9,"$3,000","$303.03"
"126","WR","Golden Tate","DET",9.9,"$5,800","$585.86"
"127","RB","Ryan Mathews","PHI",9.8,"$3,800","$387.76"
"128","DEF","New England Patriots","NE",9,"$3,200","$355.56"
"129","WR","Quincy Enunwa","NYJ",8.9,"$3,000","$337.08"
"130","TE","Eric Ebron","DET",8.9,"$2,900","$325.84"
"131","WR","Tre McBride","TEN",8.8,"$3,000","$340.91"
"132","RB","Ameer Abdullah","DET",8.8,"$3,800","$431.82"
"133","TE","Michael Hoomanawanui","NO",8.7,"$2,500","$287.36"
"134","WR","Jarius Wright","MIN",8.7,"$3,000","$344.83"
"135","TE","Tyler Kroft","CIN",8.6,"$2,500","$290.70"
"136","QB","Case Keenum","LA",8.52,"$5,100","$598.59"
"137","WR","Brandon Coleman","NO",8.5,"$3,500","$411.76"
"138","WR","Bruce Ellington","SF",8.5,"$3,000","$352.94"
"139","RB","Bishop Sankey","TEN",8.4,"$3,000","$357.14"
"140","RB","Giovani Bernard","CIN",8.3,"$4,300","$518.07"
"141","RB","Jeremy Langford","CHI",8.3,"$3,400","$409.64"
"142","TE","Cooper Helfet","SEA",8.3,"$2,500","$301.20"
"143","RB","Chris Ivory","JAC",8.2,"$4,700","$573.17"
"144","RB","Chris Thompson","WAS",8.2,"$3,000","$365.85"
"145","RB","Jeremy Hill","CIN",8.1,"$4,900","$604.94"
"146","DEF","Baltimore Ravens","BAL",8,"$2,000","$250.00"
"147","DEF","Kansas City Chiefs","KC",8,"$4,200","$525.00"
"148","DEF","Dallas Cowboys","DAL",8,"$2,000","$250.00"
"149","DEF","Atlanta Falcons","ATL",8,"$2,200","$275.00"
"150","WR","DeSean Jackson","WAS",8,"$5,000","$625.00"
"151","WR","Jerricho Cotchery","CAR",8,"$3,000","$375.00"
"152","TE","Greg Olsen","CAR",8,"$7,000","$875.00"
"153","TE","Gary Barnidge","CLE",7.7,"$4,700","$610.39"
"154","WR","Jordan Norwood","DEN",7.7,"$3,000","$389.61"
"155","WR","Seth Roberts","OAK",7.7,"$3,300","$428.57"
"156","WR","Anquan Boldin","DET",7.7,"$3,700","$480.52"
"157","WR","Malcom Floyd","SD",7.2,"$3,500","$486.11"
"158","WR","Davante Adams","GB",7.2,"$3,600","$500.00"
"159","RB","Charcandrick West","KC",7.1,"$5,700","$802.82"
"160","RB","Duke Johnson","CLE",7.1,"$3,700","$521.13"
"161","WR","Markus Wheaton","PIT",7.1,"$4,100","$577.46"
"162","WR","Eddie Royal","CHI",7.1,"$3,200","$450.70"
"163","DEF","Chicago Bears","CHI",7,"$2,200","$314.29"
"164","WR","Andre Johnson","TEN",6.9,"$3,400","$492.75"
"165","WR","Albert Wilson","KC",6.9,"$3,600","$521.74"
"166","TE","Jacob Tamme","ATL",6.9,"$3,200","$463.77"
"167","WR","Corey Brown","CAR",6.9,"$3,400","$492.75"
"168","WR","Jeremy Butler","BAL",6.8,"$3,600","$529.41"
"169","QB","Ryan Nassib","NYG",6.72,"$5,000","$744.05"
"170","WR","Kenbrell Thompkins","NYJ",6.7,"$3,000","$447.76"
"171","RB","Cameron Artis-Payne","CAR",6.6,"$4,300","$651.52"
"172","WR","Chris Givens","PHI",6.5,"$3,100","$476.92"
"173","TE","Jordan Cameron","MIA",6.4,"$2,500","$390.63"
"174","QB","Kellen Moore","DAL",6.34,"$5,000","$788.64"
"175","RB","Damien Williams","MIA",6.3,"$3,000","$476.19"
"176","WR","Marvin Jones","DET",6.3,"$3,700","$587.30"
"177","WR","Andre Holmes","OAK",6.3,"$3,000","$476.19"
"178","WR","Tyler Lockett","SEA",6.3,"$4,500","$714.29"
"179","DEF","Cincinnati Bengals","CIN",6,"$3,600","$600.00"
"180","DEF","Oakland Raiders","OAK",6,"$2,000","$333.33"
"181","DEF","Detroit Lions","DET",6,"$2,800","$466.67"
"182","DEF","Green Bay Packers","GB",6,"$2,500","$416.67"
"183","DEF","New Orleans Saints","NO",6,"$2,100","$350.00"
"184","RB","Alfred Blue","HOU",6,"$3,700","$616.67"
"185","WR","Chris Hogan","NE",5.9,"$3,000","$508.47"
"186","WR","Stefon Diggs","MIN",5.9,"$4,400","$745.76"
"187","RB","Fozzy Whittaker","CAR",5.8,"$3,600","$620.69"
"188","QB","Ben Roethlisberger","PIT",5.8,"$6,800","$1,172.41"
"189","TE","Will Tye","NYG",5.8,"$3,500","$603.45"
"190","WR","Tavon Austin","LA",5.8,"$4,200","$724.14"
"191","TE","Cameron Brate","TB",5.6,"$2,500","$446.43"
"192","WR","Nelson Agholor","PHI",5.5,"$3,600","$654.55"
"193","RB","Andre Ellington","ARI",5.5,"$3,600","$654.55"
"194","WR","Jamison Crowder","WAS",5.3,"$3,200","$603.77"
"195","WR","Marc Mariani","CHI",5.2,"$3,000","$576.92"
"196","WR","Phillip Dorsett","IND",5.1,"$3,000","$588.24"
"197","DEF","New York Jets","NYJ",5,"$2,800","$560.00"
"198","DEF","Denver Broncos","DEN",5,"$3,400","$680.00"
"199","DEF","San Diego Chargers","SD",5,"$2,200","$440.00"
"200","DEF","Carolina Panthers","CAR",5,"$3,700","$740.00"
"201","WR","Cole Beasley","DAL",4.9,"$3,200","$653.06"
"202","RB","Alfred Morris","DAL",4.9,"$3,600","$734.69"
"203","RB","Kerwynn Williams","ARI",4.8,"$3,000","$625.00"
"204","WR","Kendall Wright","TEN",4.8,"$4,000","$833.33"
"205","TE","Ladarius Green","PIT",4.7,"$2,700","$574.47"
"206","WR","Randall Cobb","GB",4.7,"$6,100","$1,297.87"
"207","WR","Javontee Herndon","SD",4.6,"$3,000","$652.17"
"208","WR","Kenny Stills","MIA",4.4,"$3,200","$727.27"
"209","RB","Shane Vereen","NYG",4.4,"$3,900","$886.36"
"210","RB","Benny Cunningham","LA",4.4,"$3,000","$681.82"
"211","RB","Terrance West","BAL",4.2,"$3,900","$928.57"
"212","TE","Anthony Fasano","TEN",4.1,"$2,500","$609.76"
"213","TE","Jerome Cunningham","TEN",4.1,"$2,500","$609.76"
"214","DEF","Cleveland Browns","CLE",4,"$2,200","$550.00"
"215","WR","Travis Benjamin","SD",4,"$4,300","$1,075.00"
"216","RB","Christine Michael","SEA",4,"$4,400","$1,100.00"
"217","QB","Matt Hasselbeck","IND",3.96,"$5,100","$1,287.88"
"218","TE","Chris Gragg","BUF",3.9,"$2,500","$641.03"
"219","FB","Austin Johnson","NO",3.9,"$3,000","$769.23"
"220","WR","Brandon LaFell","CIN",3.8,"$4,500","$1,184.21"
"221","RB","Chris Polk","HOU",3.8,"$3,300","$868.42"
"222","WR","Jaelen Strong","HOU",3.8,"$3,000","$789.47"
"223","WR","Quinton Patton","SF",3.8,"$3,200","$842.11"
"224","TE","Clay Harbor","NE",3.7,"$2,500","$675.68"
"225","RB","Stevan Ridley","DET",3.6,"$3,000","$833.33"
"226","TE","Maxx Williams","BAL",3.6,"$3,000","$833.33"
"227","WR","Donte Moncrief","IND",3.5,"$4,300","$1,228.57"
"228","WR","Justin Hardy","ATL",3.5,"$3,000","$857.14"
"229","RB","Orleans Darkwa","NYG",3.4,"$3,300","$970.59"
"230","WR","Ryan Grant","WAS",3.4,"$3,000","$882.35"
"231","TE","Coby Fleener","NO",3.3,"$2,700","$818.18"
"232","TE","Julius Thomas","JAC",3.2,"$5,100","$1,593.75"
"233","TE","Clive Walford","OAK",3.2,"$2,600","$812.50"
"234","TE","Josh Hill","NO",3.2,"$2,500","$781.25"
"235","RB","Jonas Gray","JAC",3.1,"$3,000","$967.74"
"236","TE","Antonio Gates","SD",3.1,"$5,000","$1,612.90"
"237","WR","Mike Wallace","BAL",3.1,"$3,400","$1,096.77"
"238","QB","Charlie Whitehurst","IND",3.02,"$5,000","$1,655.63"
"239","DEF","Miami Dolphins","MIA",3,"$2,700","$900.00"
"240","DEF","Tampa Bay Buccaneers","TB",3,"$2,500","$833.33"
"241","WR","Amari Cooper","OAK",3,"$6,000","$2,000.00"
"242","WR","Joshua Bellamy","CHI",3,"$3,000","$1,000.00"
"243","TE","Jim Dray","BUF",2.8,"$2,500","$892.86"
"244","TE","Brent Celek","PHI",2.8,"$2,500","$892.86"
"245","WR","Russell Shepard","TB",2.8,"$3,000","$1,071.43"
"246","TE","Jack Doyle","IND",2.7,"$2,500","$925.93"
"247","TE","Lee Smith","OAK",2.7,"$2,500","$925.93"
"248","RB","David Cobb","TEN",2.6,"$3,000","$1,153.85"
"249","RB","Jonathan Grimes","HOU",2.5,"$3,000","$1,200.00"
"250","WR","Donteea Dye","TB",2.5,"$3,000","$1,200.00"
"251","RB","Jay Ajayi","MIA",2.3,"$3,000","$1,304.35"
"252","TE","Marcedes Lewis","JAC",2.3,"$2,500","$1,086.96"
"253","WR","Bennie Fowler","DEN",2.3,"$3,000","$1,304.35"
"254","RB","Robert Turbin","IND",2.3,"$3,300","$1,434.78"
"255","TE","Jason Witten","DAL",2.2,"$3,900","$1,772.73"
"256","DEF","Pittsburgh Steelers","PIT",2,"$3,100","$1,550.00"
"257","DEF","Tennessee Titans","TEN",2,"$2,000","$1,000.00"
"258","WR","Martavis Bryant","PIT",2,"$5,600","$2,800.00"
"259","WR","Darrius Heyward-Bey","PIT",2,"$3,000","$1,500.00"
"260","TE","James Hanna","DAL",2,"$2,500","$1,250.00"
"261","WR","Adam Humphries","TB",2,"$3,300","$1,650.00"
"262","TE","John Phillips","DEN",1.9,"$2,500","$1,315.79"
"263","RB","Akeem Hunt","HOU",1.9,"$3,000","$1,578.95"
"264","WR","Ted Ginn Jr.","CAR",1.9,"$4,900","$2,578.95"
"265","TE","Dion Sims","MIA",1.8,"$2,500","$1,388.89"
"266","RB","Rex Burkhead","CIN",1.8,"$3,000","$1,666.67"
"267","TE","Craig Stevens","TEN",1.8,"$2,500","$1,388.89"
"268","TE","Virgil Green","DEN",1.8,"$2,500","$1,388.89"
"269","WR","Josh Huff","PHI",1.8,"$3,200","$1,777.78"
"270","WR","Jonathan Krause","TB",1.7,"$3,000","$1,764.71"
"271","TE","Luke Stocker","TB",1.7,"$2,500","$1,470.59"
"272","TE","Jermaine Gresham","ARI",1.7,"$2,500","$1,470.59"
"273","TE","C.J. Fiedorowicz","HOU",1.6,"$2,500","$1,562.50"
"274","WR","Dwayne Harris","NYG",1.6,"$3,000","$1,875.00"
"275","WR","Lance Moore","DET",1.6,"$3,000","$1,875.00"
"276","RB","Tre Mason","LA",1.6,"$3,000","$1,875.00"
"277","WR","Brian Quick","LA",1.6,"$3,000","$1,875.00"
"278","RB","Spencer Ware","KC",1.5,"$4,000","$2,666.67"
"279","RB","Taiwan Jones","OAK",1.5,"$3,000","$2,000.00"
"280","WR","Jared Abbrederis","GB",1.5,"$3,000","$2,000.00"
"281","WR","Adam Thielen","MIN",1.5,"$3,000","$2,000.00"
"282","TE","Benjamin Watson","BAL",1.5,"$5,300","$3,533.33"
"283","TE","Jared Cook","GB",1.5,"$2,800","$1,866.67"
"284","RB","Daniel Herron","BUF",1.4,"$3,200","$2,285.71"
"285","WR","Hakeem Nicks","NYG",1.4,"$3,000","$2,142.86"
"286","RB","Matt Asiata","MIN",1.4,"$3,000","$2,142.86"
"287","TE","Jesse James","PIT",1.3,"$2,500","$1,923.08"
"288","WR","Wes Welker","LA",1.3,"$3,000","$2,307.69"
"289","WR","Rashad Greene","JAC",1.2,"$3,000","$2,500.00"
"290","TE","Richard Rodgers","GB",1.2,"$4,000","$3,333.33"
"291","RB","Kendall Gaskins","SF",1.2,"$3,000","$2,500.00"
"292","DEF","Philadelphia Eagles","PHI",1,"$2,300","$2,300"
"293","DEF","San Francisco 49ers","SF",1,"$2,300","$2,300"
"294","DEF","Seattle Seahawks","SEA",1,"$4,300","$4,300"
"295","RB","Bryce Brown","SEA",0.9,"$3,600","$3,600"
"296","WR","Marlon Moore","CLE",0.9,"$3,000","$3,000"
"297","RB","Fitzgerald Toussaint","PIT",0.6,"$3,000","$3,000"
"298","RB","Andre Williams","NYG",0.5,"$3,000","$3,000"
"299","RB","Kenjon Barner","PHI",0.3,"$3,000","$3,000"
"300","FB","John Kuhn","NO",0.3,"$3,000","$3,000"
"301","FB","Zach Line","MIN",0.3,"$3,000","$3,000"
"302","RB","Terron Ward","ATL",0.3,"$3,000","$3,000"
"303","QB","Scott Tolzien","IND",0.16,"$5,000","$5,000"
"304","RB","James Starks","GB",0.1,"$3,800","$3,800"
"305","TE","Nick O'Leary","BUF",0,"$2,500","$2,500"
"306","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"307","WR","Matt Hazel","MIA",0,"$3,000","$3,000"
"308","WR","Jeremy Kerley","DET",0,"$3,000","$3,000"
"309","TE","Jeff Cumberland","SD",0,"$2,500","$2,500"
"310","WR","Matt Slater","NE",0,"$3,000","$3,000"
"311","LS","Clark Harris","CIN",0,"$2,500","$2,500"
"312","RB","Cedric Peerman","CIN",0,"$3,000","$3,000"
"313","WR","Brandon Tate","CIN",0,"$3,000","$3,000"
"314","WR","Taylor Gabriel","CLE",0,"$3,000","$3,000"
"315","WR","Dwayne Bowe","CLE",0,"$3,000","$3,000"
"316","WR","Quan Bray","IND",0,"$3,000","$3,000"
"317","TE","Dwayne Allen","IND",0,"$2,500","$2,500"
"318","WR","Keith Mumphery","HOU",0,"$3,000","$3,000"
"319","FB","Jay Prosch","HOU",0,"$3,000","$3,000"
"320","WR","Dorial Green-Beckham","TEN",0,"$4,000","$4,000"
"321","WR","Andre Caldwell","DET",0,"$3,000","$3,000"
"322","WR","Tyrell Williams","SD",0,"$3,000","$3,000"
"323","TE","Brian Parker","KC",0,"$2,500","$2,500"
"324","WR","Frankie Hammond","KC",0,"$3,000","$3,000"
"325","WR","Jason Avant","KC",0,"$3,000","$3,000"
"326","WR","Chris Conley","KC",0,"$3,000","$3,000"
"327","RB","Knile Davis","KC",0,"$3,000","$3,000"
"328","FB","Jamize Olawale","OAK",0,"$3,000","$3,000"
"329","WR","Devin Street","DAL",0,"$3,000","$3,000"
"330","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"331","WR","Riley Cooper","PHI",0,"$3,000","$3,000"
"332","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"333","WR","Jeremy Ross","NYJ",0,"$3,000","$3,000"
"334","TE","Michael Williams","NE",0,"$2,500","$2,500"
"335","WR","Jeff Janis","GB",0,"$3,000","$3,000"
"336","TE","Rhett Ellison","MIN",0,"$2,500","$2,500"
"337","TE","MyCole Pruitt","MIN",0,"$2,500","$2,500"
"338","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"339","TE","Tim Wright","DET",0,"$2,500","$2,500"
"340","WR","Kaelin Clay","BAL",0,"$3,000","$3,000"
"341","FB","Joey Iosefa","NE",0,"$3,800","$3,800"
"342","LS","Andrew DePaola","TB",0,"$2,500","$2,500"
"343","RB","Bobby Rainey","NYG",0,"$3,000","$3,000"
"344","WR","Devin Hester","ATL",0,"$3,000","$3,000"
"345","TE","Ed Dickson","CAR",0,"$2,900","$2,900"
"346","WR","Devin Funchess","CAR",0,"$3,400","$3,400"
"347","DE","Charles Johnson","CAR",0,"$3,000","$3,000"
"348","FB","Bruce Miller","SF",0,"$3,000","$3,000"
"349","TE","Blake Bell","SF",0,"$2,500","$2,500"
"350","WR","J.J. Nelson","ARI",0,"$3,000","$3,000"
"351","TE","Lance Kendricks","LA",0,"$2,500","$2,500"
"352","RB","Chase Reynolds","LA",0,"$3,000","$3,000"
"353","WR","Bradley Marquez","LA",0,"$3,000","$3,000"
"354","TE","Luke Willson","SEA",0,"$2,500","$2,500"
"355","WR","Kevin Smith","SEA",0,"$3,000","$3,000"
"356","TE","Alex Smith","WAS",0,"$2,500","$2,500"
"357","QB","Drew Stanton","ARI",-0.04,"$5,000","$5,000"
"358","RB","John Crockett","GB",-0.1,"$3,000","$3,000"
"359","QB","Shaun Hill","MIN",-0.4,"$5,000","$5,000"
"360","RB","Antonio Andrews","TEN",-0.9,"$3,700","$3,700"
"361","DEF","Jacksonville Jaguars","JAC",-1,"$2,200","$2,200"
"362","DEF","New York Giants","NYG",-1,"$2,200","$2,200"
"363","WR","Lucky Whitehead","DAL",-1,"$3,000","$3,000"
"364","FB","Will Tukuafu","SEA",-1.5,"$3,000","$3,000"
