"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"21","NFL GIANT $1,000 Double UpGIANT $1,000 Double Up (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$1,000.00","64","$60,000$60k","$2,000.00",136.52,218.52,"whisper12"
"22","NFL $50K Quarter Arcade$50K Quarter Arcade (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$0.25","234,999","$50,000$50k","$2,000.00",148.92,249.42,"Paymelater"
"23","NFL $50K Hail Mary$50K Hail Mary (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$12.00","4,789","$50,000$50k","$5,000.00",152.02,246.62,"ehafner"
"24","NFL $50K Safety$50K Safety (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",150.76,231.52,"los326"
"25","NFL $50K Nickel$50K Nickel (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$5.00","11,500","$50,000$50k","$5,000.00",150.02,229.12,"paulpurepoint"
"26","NFL $50K Double Bubble$50K Double Bubble (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$3.00","19,166","$50,000$50k","$5,000.00",133.2,227.22,"1galarno1"
"27","NFL $40K Spy$40K Spy (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",151.62,207.52,"tucktuck02"
"28","NFL $40K Blind Side$40K Blind Side (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$27.00","1,702","$40,000$40k","$2,500.00",153.92,214.32,"Dino5254"
"29","NFL $30K Red Zone$30K Red Zone (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$50.00","674","$30,000$30k","$3,000.00",151.82,202.22,"lionheart3399"
"30","NFL $25K Playmaker$25K Playmaker (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$530.00","50","$25,000$25k","$10,000.00",154.62,193.02,"ershive"
"31","NFL $25K Goal Line$25K Goal Line (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$300.00","93","$25,000$25k","$6,000.00",153.54,194.5,"ryanvictory"
"32","NFL $25K Hitch & Go$25K Hitch & Go (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$7.00","4,107","$25,000$25k","$2,000.00",151.52,219.92,"Brady22"
"33","NFL $25K Button Hook$25K Button Hook (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",152.12,216.62,"Indiana242"
"34","NFL $25K Huddle$25K Huddle (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$5.00","5,750","$25,000$25k","$5,000.00",152.32,223.62,"oakzoo"
"35","NFL BIG $2 BoosterBIG $2 Booster (12/27/2015 1:00:00 PM)","12/27/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",166.42,230.02,"docdazoo"
"36","NFL $200K Kickoff Special$200K Kickoff Special (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$5.00","46,000","$200,000$200k","$20,000.00",159.42,252.5,"Tankyman1"
"37","NFL $150K Play-Action$150K Play-Action (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$3.00","57,498","$150,000$150k","$12,000.00",168.1,218.1,"poison1"
"38","NFL $85K Gridiron$85K Gridiron (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$27.00","3,618","$85,000$85k","$10,000.00",162.08,226.2,"jtsmoov"
"39","NFL GIANT $25 Double UpGIANT $25 Double Up (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$25.00","3,409","$75,000$75k","$50.00",142.18,234,"Barbarian_J"
"40","NFL $50K Gridiron$50K Gridiron (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$27.00","2,128","$50,000$50k","$10,000.00",171.7,211.4,"stanleyb2015"
"41","NFL $50K Blitz$50K Blitz (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$300.00","185","$50,000$50k","$10,000.00",166.82,205.22,"Hnod22"
"42","NFL GIANT $5 Double UpGIANT $5 Double Up (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$5.00","10,227","$45,000$45k","$10.00",142.18,249.3,"greenjdo"
"43","NFL $35K Play-Action$35K Play-Action (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$3.00","13,415","$35,000$35k","$2,000.00",158.9,244.9,"GuruSilva"
"44","NFL $35K Hot Route$35K Hot Route (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$100.00","388","$35,000$35k","$6,000.00",158.78,233.3,"rost1"
"45","NFL GIANT $10 Double UpGIANT $10 Double Up (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$10.00","3,409","$30,000$30k","$20.00",142.18,230.72,"faanesam"
"46","NFL GIANT $100 Double UpGIANT $100 Double Up (12/24/2015 8:25:00 PM)","12/24/2015 8:25:00 PM","$100.00","277","$25,000$25k","$200.00",143.4,217.2,"md082674"
