"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"40","QB","Jameis Winston","TB",20.38,"$5,100","$250.25"
"41","TE","Eric Ebron","DET",19.9,"$3,000","$150.75"
"42","WR","Calvin Johnson","DET",19.6,"$7,700","$392.86"
"43","QB","Carson Palmer","ARI",19.2,"$6,700","$348.96"
"44","TE","Gary Barnidge","CLE",19.1,"$4,900","$256.54"
"45","WR","Tyler Lockett","SEA",18.9,"$3,200","$169.31"
"46","QB","Matthew Stafford","DET",18.74,"$5,700","$304.16"
"47","TE","Ladarius Green","PIT",18.5,"$2,900","$156.76"
"48","WR","Chris Conley","KC",18.3,"$3,000","$163.93"
"49","WR","Michael Crabtree","OAK",18.3,"$4,300","$234.97"
"50","RB","Devonta Freeman","ATL",18,"$7,900","$438.89"
"51","WR","Keenan Allen","SD",17.9,"$7,700","$430.17"
"52","QB","Cam Newton","CAR",16.88,"$6,600","$391.00"
"53","WR","Rishard Matthews","TEN",16.5,"$4,300","$260.61"
"54","WR","John Brown","ARI",16.5,"$5,500","$333.33"
"55","RB","Khiry Robinson","NYJ",16.1,"$3,000","$186.34"
"56","RB","Duke Johnson","CLE",16,"$4,200","$262.50"
"57","RB","Latavius Murray","OAK",15.6,"$6,100","$391.03"
"58","RB","Jonathan Stewart","CAR",15.5,"$4,000","$258.06"
"59","WR","Eric Decker","NYJ",15.4,"$5,300","$344.16"
"60","WR","Ted Ginn Jr.","CAR",15.2,"$3,300","$217.11"
"61","QB","Joe Flacco","BAL",15.08,"$5,700","$377.98"
"62","WR","Michael Floyd","ARI",14.9,"$3,200","$214.77"
"63","WR","Martavis Bryant","PIT",14.8,"$4,700","$317.57"
"64","FB","Mike Tolbert","CAR",14.8,"$3,000","$202.70"
"65","WR","Kendall Wright","TEN",14.6,"$5,200","$356.16"
"66","QB","Alex Smith","KC",14.54,"$5,100","$350.76"
"67","WR","Ryan Grant","WAS",14.4,"$3,000","$208.33"
"68","TE","Michael Hoomanawanui","NO",14.1,"$2,500","$177.30"
"69","WR","Brandin Cooks","NO",14.1,"$5,500","$390.07"
"70","RB","Adrian Peterson","MIN",14,"$7,600","$542.86"
"71","QB","Blake Bortles","JAC",13.98,"$5,400","$386.27"
"72","RB","LeSean McCoy","BUF",13.4,"$5,500","$410.45"
"73","RB","Justin Forsett","BAL",13.4,"$6,100","$455.22"
"74","WR","Donte Moncrief","IND",13.4,"$5,200","$388.06"
"75","RB","Branden Oliver","SD",13.4,"$3,000","$223.88"
"76","QB","Russell Wilson","SEA",13.4,"$6,500","$485.07"
"77","RB","Chris Ivory","JAC",13.3,"$5,800","$436.09"
"78","WR","Allen Hurns","JAC",13.3,"$5,300","$398.50"
"79","TE","Jason Witten","DAL",13.3,"$4,800","$360.90"
"80","DEF","Seattle Seahawks","SEA",13,"$3,800","$292.31"
"81","WR","Marcus Easley","BUF",12.8,"$3,000","$234.38"
"82","WR","Steve Smith, Sr.","BAL",12.8,"$6,200","$484.38"
"83","RB","Dexter McCluster","TEN",12.8,"$3,200","$250.00"
"84","QB","Drew Brees","NO",12.8,"$7,000","$546.88"
"85","RB","Frank Gore","IND",12.5,"$4,900","$392.00"
"86","TE","Delanie Walker","TEN",12.5,"$3,900","$312.00"
"87","TE","Travis Kelce","KC",12.3,"$4,900","$398.37"
"88","WR","Dwayne Harris","NYG",12.3,"$3,300","$268.29"
"89","TE","Clive Walford","OAK",12.2,"$2,500","$204.92"
"90","DEF","Miami Dolphins","MIA",12,"$2,700","$225.00"
"91","DEF","Kansas City Chiefs","KC",12,"$2,700","$225.00"
"92","QB","Matt Ryan","ATL",11.74,"$7,200","$613.29"
"93","WR","Jeremy Kerley","DET",11.7,"$3,000","$256.41"
"94","WR","Chris Hogan","NE",11.6,"$3,300","$284.48"
"95","FB","Kyle Juszczyk","BAL",11.5,"$3,000","$260.87"
"96","TE","Zach Ertz","PHI",11.3,"$3,200","$283.19"
"97","WR","DeAndre Hopkins","HOU",11,"$8,600","$781.82"
"98","WR","Terrance Williams","DAL",11,"$4,200","$381.82"
"99","QB","Josh McCown","CLE",10.9,"$5,200","$477.06"
"100","RB","Orleans Darkwa","NYG",10.8,"$3,000","$277.78"
"101","RB","C.J. Spiller","NO",10.8,"$3,300","$305.56"
"102","WR","Brandon Marshall","NYJ",10.7,"$7,800","$728.97"
"103","WR","Pierre Garcon","WAS",10.5,"$5,000","$476.19"
"104","QB","Matt Cassel","TEN",10.48,"$5,000","$477.10"
"105","WR","Julian Edelman","NE",10.4,"$8,200","$788.46"
"106","WR","Tavon Austin","LA",10.4,"$4,500","$432.69"
"107","TE","Crockett Gillmore","BAL",10.3,"$2,500","$242.72"
"108","TE","Jermaine Gresham","ARI",10.2,"$2,500","$245.10"
"109","WR","Albert Wilson","KC",10.1,"$3,000","$297.03"
"110","TE","Vernon Davis","WAS",10.1,"$3,000","$297.03"
"111","DEF","Buffalo Bills","BUF",10,"$3,100","$310.00"
"112","DEF","New Orleans Saints","NO",10,"$2,000","$200.00"
"113","DEF","San Francisco 49ers","SF",10,"$2,100","$210.00"
"114","TE","Benjamin Watson","BAL",9.9,"$3,300","$333.33"
"115","WR","Jamison Crowder","WAS",9.8,"$3,700","$377.55"
"116","WR","Devin Street","DAL",9.5,"$3,000","$315.79"
"117","TE","Greg Olsen","CAR",9.5,"$6,100","$642.11"
"118","QB","Zach Mettenberger","SD",9.48,"$5,000","$527.43"
"119","WR","Jermaine Kearse","SEA",9.4,"$3,600","$382.98"
"120","WR","Miles Austin","PHI",9.2,"$3,000","$326.09"
"121","QB","Landry Jones","PIT",9.16,"$5,100","$556.77"
"122","DEF","Atlanta Falcons","ATL",9,"$3,300","$366.67"
"123","WR","Stevie Johnson","SD",9,"$3,500","$388.89"
"124","RB","DeMarco Murray","TEN",9,"$6,400","$711.11"
"125","RB","Darren Sproles","PHI",9,"$3,800","$422.22"
"126","TE","Kyle Rudolph","MIN",9,"$3,100","$344.44"
"127","WR","Rueben Randle","PHI",8.8,"$4,400","$500.00"
"128","WR","Andre Johnson","TEN",8.4,"$4,300","$511.90"
"129","RB","Matt Jones","WAS",8.1,"$3,200","$395.06"
"130","DEF","Tennessee Titans","TEN",8,"$2,600","$325.00"
"131","DEF","Minnesota Vikings","MIN",8,"$3,000","$375.00"
"132","DEF","Tampa Bay Buccaneers","TB",8,"$2,600","$325.00"
"133","DEF","Carolina Panthers","CAR",8,"$3,100","$387.50"
"134","DEF","Arizona Cardinals","ARI",8,"$3,600","$450.00"
"135","WR","Andre Roberts","DET",7.9,"$3,000","$379.75"
"136","RB","Andre Ellington","ARI",7.9,"$4,300","$544.30"
"137","RB","Theo Riddick","DET",7.8,"$3,400","$435.90"
"138","WR","Roddy White","ATL",7.8,"$3,600","$461.54"
"139","QB","Sam Bradford","PHI",7.8,"$6,100","$782.05"
"140","TE","Coby Fleener","NO",7.7,"$3,000","$389.61"
"141","WR","Donteea Dye","TB",7.7,"$3,000","$389.61"
"142","WR","Travis Benjamin","SD",7.7,"$5,400","$701.30"
"143","RB","Charles Sims","TB",7.6,"$3,600","$473.68"
"144","WR","Mike Wallace","BAL",7.6,"$4,200","$552.63"
"145","RB","Fred Jackson","SEA",7.5,"$3,000","$400.00"
"146","WR","Odell Beckham Jr.","NYG",7.5,"$8,700","$1,160.00"
"147","WR","Nick Williams","ATL",7.3,"$3,000","$410.96"
"148","RB","Taiwan Jones","OAK",7.2,"$3,000","$416.67"
"149","RB","Shane Vereen","NYG",7.2,"$4,300","$597.22"
"150","DEF","Philadelphia Eagles","PHI",7,"$2,700","$385.71"
"151","WR","Anquan Boldin","DET",6.9,"$4,500","$652.17"
"152","WR","Larry Fitzgerald","ARI",6.9,"$7,400","$1,072.46"
"153","RB","Jonas Gray","JAC",6.8,"$3,000","$441.18"
"154","WR","Corey Brown","CAR",6.8,"$3,000","$441.18"
"155","TE","Jacob Tamme","ATL",6.6,"$2,900","$439.39"
"156","RB","Reggie Bush","BUF",6.4,"$3,500","$546.88"
"157","QB","Eli Manning","NYG",6.4,"$6,800","$1,062.50"
"158","QB","Nick Foles","KC",6.32,"$5,100","$806.96"
"159","FB","Zach Line","MIN",6.1,"$3,000","$491.80"
"160","RB","Thomas Rawls","SEA",6.1,"$4,800","$786.89"
"161","WR","Brice Butler","DAL",6.1,"$3,000","$491.80"
"162","WR","Jarius Wright","MIN",6.1,"$3,000","$491.80"
"163","RB","James White","NE",6,"$3,000","$500.00"
"164","TE","Nick Boyle","BAL",6,"$2,500","$416.67"
"165","TE","Larry Donnell","NYG",5.8,"$3,300","$568.97"
"166","RB","Robert Turbin","IND",5.8,"$3,000","$517.24"
"167","WR","Greg Jennings","MIA",5.7,"$3,000","$526.32"
"168","RB","Antonio Andrews","TEN",5.7,"$3,300","$578.95"
"169","TE","Charles Clay","BUF",5.6,"$4,300","$767.86"
"170","FB","Tommy Bohanon","NYJ",5.6,"$3,000","$535.71"
"171","TE","Chris Gragg","BUF",5.5,"$2,700","$490.91"
"172","RB","Joique Bell","DET",5.5,"$3,100","$563.64"
"173","WR","Willie Snead","NO",5.5,"$4,300","$781.82"
"174","TE","Scott Chandler","NE",5.4,"$2,500","$462.96"
"175","WR","Brian Hartline","CLE",5.2,"$3,000","$576.92"
"176","WR","Marlon Brown","DEN",5.2,"$3,000","$576.92"
"177","TE","Luke Stocker","TB",5.2,"$2,500","$480.77"
"178","TE","Anthony Fasano","TEN",5.1,"$2,500","$490.20"
"179","WR","Kenny Britt","LA",5.1,"$3,700","$725.49"
"180","TE","Jimmy Graham","SEA",5.1,"$5,400","$1,058.82"
"181","DEF","Cleveland Browns","CLE",5,"$2,300","$460.00"
"182","DEF","Detroit Lions","DET",5,"$2,600","$520.00"
"183","QB","Colin Kaepernick","SF",4.96,"$5,000","$1,008.06"
"184","RB","Jerick McKinnon","MIN",4.7,"$3,000","$638.30"
"185","WR","Dontrelle Inman","SD",4.6,"$3,000","$652.17"
"186","WR","Chris Owusu","NYJ",4.5,"$3,000","$666.67"
"187","WR","Taylor Gabriel","CLE",4.5,"$3,000","$666.67"
"188","RB","Javorius Allen","BAL",4.5,"$3,500","$777.78"
"189","RB","De'Anthony Thomas","KC",4.5,"$3,000","$666.67"
"190","FB","Marcel Reece","OAK",4.5,"$3,000","$666.67"
"191","WR","Jordan Matthews","PHI",4.4,"$6,400","$1,454.55"
"192","RB","David Johnson","ARI",4.4,"$3,500","$795.45"
"193","RB","Benny Cunningham","LA",4.4,"$3,300","$750.00"
"194","TE","Jordan Cameron","MIA",4.3,"$3,300","$767.44"
"195","RB","Ameer Abdullah","DET",4.3,"$4,000","$930.23"
"196","WR","Andrew Hawkins","CLE",4.1,"$3,000","$731.71"
"197","DEF","New England Patriots","NE",4,"$3,200","$800.00"
"198","DEF","Baltimore Ravens","BAL",4,"$3,000","$750.00"
"199","DEF","Indianapolis Colts","IND",4,"$2,300","$575.00"
"200","DEF","Oakland Raiders","OAK",4,"$2,400","$600.00"
"201","RB","Zac Stacy","NYJ",4,"$3,000","$750.00"
"202","WR","Adam Thielen","MIN",4,"$3,000","$750.00"
"203","RB","Carlos Hyde","SF",4,"$4,600","$1,150.00"
"204","RB","Damien Williams","MIA",3.9,"$3,000","$769.23"
"205","WR","Louis Murphy","TB",3.9,"$3,000","$769.23"
"206","WR","Doug Baldwin","SEA",3.9,"$4,100","$1,051.28"
"207","WR","Aaron Dobson","NE",3.8,"$3,000","$789.47"
"208","RB","Chris Polk","HOU",3.8,"$3,000","$789.47"
"209","WR","Justin Hunter","TEN",3.7,"$3,000","$810.81"
"210","WR","Markus Wheaton","PIT",3.6,"$3,000","$833.33"
"211","WR","Lucky Whitehead","DAL",3.5,"$3,000","$857.14"
"212","TE","Derek Carrier","WAS",3.5,"$2,500","$714.29"
"213","WR","Chris Givens","PHI",3.5,"$3,000","$857.14"
"214","WR","Golden Tate","DET",3.4,"$5,200","$1,529.41"
"215","WR","Brandon Coleman","NO",3.4,"$3,000","$882.35"
"216","TE","Marcedes Lewis","JAC",3.3,"$2,500","$757.58"
"217","WR","Jason Avant","KC",3.1,"$3,000","$967.74"
"218","TE","Mychal Rivera","OAK",3.1,"$2,500","$806.45"
"219","TE","Brent Celek","PHI",3.1,"$2,500","$806.45"
"220","DEF","Washington Redskins","WAS",3,"$2,500","$833.33"
"221","TE","Jim Dray","BUF",3,"$2,500","$833.33"
"222","WR","Devin Funchess","CAR",3,"$3,000","$1,000.00"
"223","WR","Marques Colston","NO",3,"$3,400","$1,133.33"
"224","RB","Christine Michael","SEA",3,"$3,000","$1,000.00"
"225","RB","Melvin Gordon III","SD",2.9,"$4,200","$1,448.28"
"226","TE","Jared Cook","GB",2.9,"$2,800","$965.52"
"227","RB","DeAngelo Williams","PIT",2.7,"$3,200","$1,185.19"
"228","TE","Jeff Cumberland","SD",2.6,"$2,500","$961.54"
"229","WR","Keith Mumphery","HOU",2.6,"$3,000","$1,153.85"
"230","WR","Josh Huff","PHI",2.5,"$3,200","$1,280.00"
"231","RB","Matt Asiata","MIN",2.5,"$3,000","$1,200.00"
"232","RB","Joseph Randle","DAL",2.4,"$5,500","$2,291.67"
"233","TE","MyCole Pruitt","MIN",2.3,"$2,500","$1,086.96"
"234","TE","Tim Wright","DET",2.3,"$2,500","$1,086.96"
"235","WR","Vincent Jackson","TB",2.3,"$5,300","$2,304.35"
"236","WR","Jerricho Cotchery","CAR",2.3,"$3,000","$1,304.35"
"237","RB","Ahmad Bradshaw","IND",2.3,"$3,000","$1,304.35"
"238","RB","Daniel Herron","BUF",2.2,"$3,000","$1,363.64"
"239","TE","Lee Smith","OAK",2.1,"$2,500","$1,190.48"
"240","TE","Tony Moeaki","CHI",2.1,"$2,500","$1,190.48"
"241","DEF","New York Jets","NYJ",2,"$2,900","$1,450.00"
"242","DEF","Pittsburgh Steelers","PIT",2,"$2,600","$1,300.00"
"243","DEF","Houston Texans","HOU",2,"$2,900","$1,450.00"
"244","DEF","Dallas Cowboys","DAL",2,"$2,500","$1,250.00"
"245","TE","Dwayne Allen","IND",2,"$2,700","$1,350.00"
"246","RB","Rashad Jennings","NYG",1.9,"$4,000","$2,105.26"
"247","WR","Phillip Dorsett","IND",1.8,"$3,000","$1,666.67"
"248","TE","Garrett Celek","SF",1.8,"$2,500","$1,388.89"
"249","WR","Stedman Bailey","LA",1.8,"$3,000","$1,666.67"
"250","WR","Devin Smith","NYJ",1.7,"$3,000","$1,764.71"
"251","WR","Malcom Floyd","SD",1.7,"$3,600","$2,117.65"
"252","RB","Alfred Morris","DAL",1.7,"$3,300","$1,941.18"
"253","RB","Terron Ward","ATL",1.7,"$3,000","$1,764.71"
"254","WR","Kamar Aiken","BAL",1.6,"$4,400","$2,750.00"
"255","WR","Seth Roberts","OAK",1.6,"$3,200","$2,000.00"
"256","TE","James Hanna","DAL",1.6,"$2,500","$1,562.50"
"257","TE","Cameron Brate","TB",1.6,"$2,500","$1,562.50"
"258","QB","Johnny Manziel","CLE",1.58,"$5,000","$3,164.56"
"259","WR","Bryan Walters","JAC",1.5,"$3,000","$2,000.00"
"260","TE","John Phillips","DEN",1.5,"$2,500","$1,666.67"
"261","TE","Julius Thomas","JAC",1.4,"$4,500","$3,214.29"
"262","TE","Michael Williams","NE",1.4,"$2,500","$1,785.71"
"263","RB","Bobby Rainey","NYG",1.4,"$3,000","$2,142.86"
"264","RB","Tevin Coleman","ATL",1.4,"$3,600","$2,571.43"
"265","TE","Cory Harkey","LA",1.4,"$2,500","$1,785.71"
"266","RB","Andre Williams","NYG",1.3,"$3,000","$2,307.69"
"267","WR","Jaron Brown","ARI",1.3,"$3,000","$2,307.69"
"268","TE","James O'Shaughnessy","KC",1.2,"$2,500","$2,083.33"
"269","WR","Quinton Patton","SF",1.2,"$3,000","$2,500.00"
"270","TE","Vance McDonald","SF",1.1,"$2,500","$2,272.73"
"271","QB","Luke McCown","NO",1,"$5,000","$5,000"
"272","RB","Isaiah Crowell","CLE",0.9,"$3,800","$3,800"
"273","WR","Jeremy Ross","NYJ",0.9,"$3,000","$3,000"
"274","RB","Toby Gerhart","JAC",0.8,"$3,200","$3,200"
"275","RB","Alfred Blue","HOU",0.8,"$3,300","$3,300"
"276","RB","Spencer Ware","KC",0.8,"$3,000","$3,000"
"277","TE","Dion Sims","MIA",0.7,"$2,500","$2,500"
"278","FB","Jamize Olawale","OAK",0.4,"$3,000","$3,000"
"279","QB","Matt Moore","MIA",0.36,"$5,000","$5,000"
"280","RB","Roy Helu","OAK",0.3,"$3,000","$3,000"
"281","RB","Knile Davis","KC",0.2,"$4,000","$4,000"
"282","FB","Darrel Young","CHI",0.1,"$3,000","$3,000"
"283","RB","Anthony Dixon","BUF",0,"$3,000","$3,000"
"284","WR","DeVante Parker","MIA",0,"$3,000","$3,000"
"285","WR","Denarius Moore","BUF",0,"$3,000","$3,000"
"286","TE","Heath Miller","PIT",0,"$2,700","$2,700"
"287","RB","Dri Archer","BUF",0,"$3,000","$3,000"
"288","WR","Darrius Heyward-Bey","PIT",0,"$3,100","$3,100"
"289","RB","Zurlon Tipton","IND",0,"$3,000","$3,000"
"290","TE","Nic Jacobs","JAC",0,"$2,500","$2,500"
"291","RB","Jonathan Grimes","HOU",0,"$3,000","$3,000"
"292","TE","Garrett Graham","DEN",0,"$2,500","$2,500"
"293","TE","C.J. Fiedorowicz","HOU",0,"$2,500","$2,500"
"294","FB","Jay Prosch","HOU",0,"$3,000","$3,000"
"295","WR","Jaelen Strong","HOU",0,"$3,000","$3,000"
"296","WR","Dorial Green-Beckham","TEN",0,"$3,200","$3,200"
"297","TE","Phillip Supernaw","TEN",0,"$2,500","$2,500"
"298","RB","Bishop Sankey","TEN",0,"$3,400","$3,400"
"299","WR","Jacoby Jones","PIT",0,"$3,000","$3,000"
"300","RB","Anthony Sherman","KC",0,"$3,000","$3,000"
"301","WR","Andre Holmes","OAK",0,"$3,000","$3,000"
"302","TE","Trey Burton","PHI",0,"$2,500","$2,500"
"303","RB","Raheem Mostert","CLE",0,"$3,000","$3,000"
"304","FB","Nikita Whitlock","NYG",0,"$3,000","$3,000"
"305","TE","Will Tye","NYG",0,"$2,500","$2,500"
"306","WR","Rashad Ross","WAS",0,"$3,000","$3,000"
"307","WR","TJ Jones","DET",0,"$3,000","$3,000"
"308","WR","Lance Moore","DET",0,"$3,500","$3,500"
"309","FB","Michael Burton","DET",0,"$3,000","$3,000"
"310","WR","Myles White","NYG",0,"$3,000","$3,000"
"311","WR","Cordarrelle Patterson","MIN",0,"$3,000","$3,000"
"312","TE","Brandon Myers","TB",0,"$2,500","$2,500"
"313","WR","Eric Weems","ATL",0,"$3,000","$3,000"
"314","FB","Patrick DiMarco","ATL",0,"$3,000","$3,000"
"315","TE","Ed Dickson","CAR",0,"$2,500","$2,500"
"316","RB","Fozzy Whittaker","CAR",0,"$3,000","$3,000"
"317","RB","Cameron Artis-Payne","CAR",0,"$3,000","$3,000"
"318","TE","Josh Hill","NO",0,"$2,500","$2,500"
"319","RB","Marcus Murphy","NO",0,"$3,000","$3,000"
"320","WR","Bruce Ellington","SF",0,"$3,000","$3,000"
"321","WR","Torrey Smith","SF",0,"$4,200","$4,200"
"322","WR","Brittan Golden","ARI",0,"$3,000","$3,000"
"323","WR","Bradley Marquez","LA",0,"$3,000","$3,000"
"324","WR","Brian Quick","LA",0,"$3,000","$3,000"
"325","WR","Chris Matthews","BAL",0,"$3,000","$3,000"
"326","WR","Ricardo Lockette","SEA",0,"$3,000","$3,000"
"327","RB","LeGarrette Blount","NE",-0.3,"$4,800","$4,800"
"328","WR","Griff Whalen","MIA",-1,"$3,000","$3,000"
"329","WR","Cole Beasley","DAL",-1,"$3,200","$3,200"
"330","DEF","San Diego Chargers","SD",-3,"$2,600","$2,600"
