"","Pos","Player","Team","Fantasy PointsFpts","Salary","Cost/Fantasy Pt"
"1","WR","Antonio Brown","PIT",49.9,"$8,700","$174.35"
"2","QB","Cam Newton","CAR",48.6,"$7,800","$160.49"
"3","RB","David Johnson","ARI",47.9,"$5,700","$119.00"
"4","WR","Emmanuel Sanders","DEN",39.5,"$5,500","$139.24"
"5","QB","Kirk Cousins","WAS",38.86,"$5,200","$133.81"
"6","RB","Danny Woodhead","SD",36,"$4,200","$116.67"
"7","WR","Amari Cooper","OAK",33,"$6,000","$181.82"
"8","QB","Teddy Bridgewater","MIN",32.94,"$5,100","$154.83"
"9","WR","Jordan Matthews","PHI",32.9,"$4,300","$130.70"
"10","WR","Brandin Cooks","NO",31.4,"$5,900","$187.90"
"11","WR","Sammy Watkins","BUF",31.1,"$6,200","$199.36"
"12","QB","Brock Osweiler","HOU",30.74,"$5,100","$165.91"
"13","WR","DeSean Jackson","WAS",30.3,"$4,500","$148.51"
"14","WR","Kamar Aiken","BAL",29.8,"$4,600","$154.36"
"15","WR","Julio Jones","ATL",29.8,"$8,500","$285.23"
"16","QB","Drew Brees","NO",29.74,"$6,600","$221.92"
"17","QB","Ben Roethlisberger","PIT",27.9,"$6,400","$229.39"
"18","WR","Mike Evans","TB",27.7,"$7,400","$267.15"
"19","TE","Jordan Reed","WAS",27.4,"$5,900","$215.33"
"20","QB","Tyrod Taylor","BUF",27.3,"$5,600","$205.13"
"21","QB","Russell Wilson","SEA",26.56,"$7,000","$263.55"
"22","WR","Ted Ginn Jr.","CAR",26.5,"$4,600","$173.58"
"23","QB","Philip Rivers","SD",25.44,"$5,500","$216.19"
"24","QB","Blake Bortles","JAC",25.28,"$6,100","$241.30"
"25","QB","Eli Manning","NYG",25.2,"$5,600","$222.22"
"26","QB","Jameis Winston","TB",24.02,"$5,500","$228.98"
"27","WR","Demaryius Thomas","DEN",23.1,"$6,800","$294.37"
"28","RB","Devonta Freeman","ATL",23.1,"$7,500","$324.68"
"29","QB","Sam Bradford","PHI",22.84,"$5,100","$223.29"
"30","WR","Golden Tate","DET",22.5,"$5,500","$244.44"
"31","RB","Matt Forte","NYJ",22.4,"$6,500","$290.18"
"32","WR","Tavon Austin","LA",22.3,"$3,900","$174.89"
"33","QB","Matthew Stafford","DET",22.06,"$6,100","$276.52"
"34","TE","Zach Ertz","PHI",21.8,"$3,200","$146.79"
"35","QB","Derek Carr","OAK",21.24,"$5,600","$263.65"
"36","RB","Shane Vereen","NYG",21.2,"$3,700","$174.53"
"37","DEF","Kansas City Chiefs","KC",21,"$3,700","$176.19"
"38","WR","Jermaine Kearse","SEA",21,"$3,500","$166.67"
"39","RB","Bilal Powell","NYJ",20.9,"$3,600","$172.25"
"40","RB","James White","NE",20.7,"$4,600","$222.22"
"41","WR","Stefon Diggs","MIN",20.5,"$4,000","$195.12"
"42","WR","Doug Baldwin","SEA",20.5,"$5,800","$282.93"
"43","TE","Delanie Walker","TEN",20.4,"$5,600","$274.51"
"44","WR","Anquan Boldin","DET",20.4,"$3,900","$191.18"
"45","WR","Dorial Green-Beckham","TEN",20.3,"$3,800","$187.19"
"46","QB","Jimmy Clausen","BAL",20.24,"$5,000","$247.04"
"47","WR","James Jones","SD",20.2,"$4,000","$198.02"
"48","TE","Greg Olsen","CAR",19.9,"$6,900","$346.73"
"49","RB","Rashad Jennings","NYG",19.7,"$3,500","$177.66"
"50","WR","Odell Beckham Jr.","NYG",19.6,"$9,200","$469.39"
"51","WR","Martavis Bryant","PIT",18.7,"$5,500","$294.12"
"52","QB","Tom Brady","NE",18.68,"$7,800","$417.56"
"53","RB","Jerick McKinnon","MIN",18.6,"$3,000","$161.29"
"54","WR","Markus Wheaton","PIT",18.2,"$3,400","$186.81"
"55","RB","Joique Bell","DET",18.1,"$4,100","$226.52"
"56","DEF","New England Patriots","NE",18,"$3,700","$205.56"
"57","WR","Jeremy Maclin","KC",18,"$5,500","$305.56"
"58","WR","Willie Snead","NO",17.6,"$4,600","$261.36"
"59","WR","Eric Decker","NYJ",17.5,"$6,300","$360.00"
"60","WR","DeAndre Hopkins","HOU",17.4,"$8,500","$488.51"
"61","QB","Case Keenum","LA",17.06,"$5,000","$293.08"
"62","DEF","Arizona Cardinals","ARI",17,"$3,900","$229.41"
"63","TE","Benjamin Watson","BAL",16.9,"$4,800","$284.02"
"64","RB","DeAngelo Williams","PIT",16.6,"$6,600","$397.59"
"65","RB","Charcandrick West","KC",16.5,"$4,800","$290.91"
"66","WR","Tyler Lockett","SEA",16.5,"$4,200","$254.55"
"67","TE","Rob Gronkowski","NE",16.4,"$7,700","$469.51"
"68","RB","Darren McFadden","DAL",16.3,"$4,900","$300.61"
"69","RB","Mike Gillislee","BUF",16.3,"$3,000","$184.05"
"70","QB","Ryan Fitzpatrick","NYJ",16.26,"$5,400","$332.10"
"71","QB","Zach Mettenberger","SD",16.18,"$5,000","$309.02"
"72","WR","Donte Moncrief","IND",16.1,"$4,300","$267.08"
"73","RB","Todd Gurley","LA",15.9,"$6,700","$421.38"
"74","RB","Ameer Abdullah","DET",15.9,"$3,900","$245.28"
"75","RB","Denard Robinson","JAC",15.4,"$4,600","$298.70"
"76","QB","Jay Cutler","CHI",15.34,"$5,300","$345.50"
"77","TE","Will Tye","NYG",15.3,"$3,100","$202.61"
"78","WR","Kenny Britt","LA",15.1,"$3,300","$218.54"
"79","QB","Ryan Tannehill","MIA",15.04,"$5,100","$339.10"
